id_product;active;Name;"Categories (x,y,z...)";"Price tax excluded or Price tax included";"Tax rules ID";"Wholesale price";"On sale (0/1)";"Discount amount";"Discount percent";"Discount from (yyyy-mm-dd)";"Discount to (yyyy-mm-dd)";"Reference #";"Supplier reference #";Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;"Minimal quantity";Visibility;"Additional shipping cost";Unity;"Unit price";"Short description";Description;"Tags (x,y,z...)";"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Text when in stock";"Text when backorder allowed";"Available for order (0 = No, 1 = Yes)";"Product available date";"Product creation date";"Show price (0 = No, 1 = Yes)";image_url;image_url2;"Delete existing images (0 = No, 1 = Yes)";"Feature (Name:Value:Position)";"Available online only (0 = No, 1 = Yes)";Cond;"Customizable (0 = No, 1 = Yes)";"Uploadable files (0 = No, 1 = Yes)";"Text fields (0 = No, 1 = Yes)";"Out of stock";ID;"Action when out of stock";"Depends on stock";Warehouse
142;1;"BASKEN CACHORRO SUSPENSION";Juguetes;371.950000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;basken-cachorro-suspension;;;1;;"2023-11-02 20:27:35";1;https://inversionesrpz.com/img/p/1/2/9/2/1292.jpg;;0;;0;new;0;0;0;2;1;;;
143;1;"Caraotas Negras Venela 500gr";Alimentos,Granos,Home,Víveres;38.600000;59;0.000000;0;;;;;AG0009;;;;;;0.000000;0.000000;0.000000;0.000000;0.500000;1000;1;both;0.000000;;0.000000;;;granos;;;;;;;1;;"2022-11-11 13:12:58";1;https://inversionesrpz.com/img/p/1/6/6/166.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
144;0;"Caraotas Rojas Venela 500gr";Alimentos,Granos,Home,Víveres;0.000000;0;0.000000;0;;;;;AG0008;;;;;;0.000000;0.000000;0.000000;0.000000;0.500000;1000;1;both;0.000000;;0.000000;;;granos;;;;;;;1;;"2022-11-11 13:15:10";1;https://inversionesrpz.com/img/p/1/6/7/167.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
145;1;"BASKEN SUSPENSIÓN";Juguetes;371.950000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;basken-suspension;;;1;;"2023-11-02 20:27:35";1;https://inversionesrpz.com/img/p/1/1/7/8/1178.jpg;;0;;0;new;0;0;0;2;1;;;
146;1;"Caraotas Pantera Negras 454gr";Alimentos,Home;42.110000;0;0.000000;0;;;;;AG0007;;;;;;0.000000;0.000000;0.000000;0.000000;0.445000;1000;1;both;0.000000;;0.000000;;;granos;;;;;;;1;;"2022-11-14 10:29:39";1;https://inversionesrpz.com/img/p/1/6/8/168.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
147;1;"Caraotas Pantera Negras 900gr";Alimentos,Home;78.950000;0;0.000000;0;;;;;AG0006;;;;;;0.000000;0.000000;0.000000;0.000000;0.900000;997;1;both;0.000000;;0.000000;;;granos;;;;;;;1;;"2022-11-14 10:32:40";1;https://inversionesrpz.com/img/p/1/6/9/169.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
148;0;"Cafe Brasil 100gr";Alimentos,Home;0.000000;0;0.000000;0;;;;;AV0033;;;;;;0.000000;0.000000;0.000000;0.000000;0.100000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 10:50:02";1;https://inversionesrpz.com/img/p/1/7/0/170.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
149;1;"B-COMPLEX ORAL";Juguetes;105.850000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;b-complex-oral;;;1;;"2023-11-02 20:27:35";1;https://inversionesrpz.com/img/p/1/1/7/9/1179.jpg;;0;;0;new;0;0;0;2;1;;;
150;1;"Cafe Brasil 200gr";Alimentos,Home;72.290000;0;0.000000;0;;;;;AV0032;;;;;;0.000000;0.000000;0.000000;0.000000;0.200000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 10:51:12";1;https://inversionesrpz.com/img/p/1/7/1/171.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
151;1;BISAK;Juguetes;151.470000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;bisak;;;1;;"2023-11-02 20:27:35";1;https://inversionesrpz.com/img/p/1/1/8/0/1180.jpg;;0;;0;new;0;0;0;2;1;;;
152;0;"Cafe Brasil 500gr";Alimentos,Home;0.000000;0;0.000000;0;;;;;AV0031;;;;;;0.000000;0.000000;0.000000;0.000000;0.500000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 10:54:20";1;https://inversionesrpz.com/img/p/1/7/3/173.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
153;1;"Cafe Amanecer 100gr";Alimentos,Home;34.040000;0;0.000000;0;;;;;AV0030;;;;;;0.000000;0.000000;0.000000;0.000000;0.100000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 10:56:20";1;https://inversionesrpz.com/img/p/1/7/4/174.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
154;1;"BRAVECTO PLUS GATO 1,2-2,8KG";Juguetes;1500.100000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;bravecto-plus-gato-12-28kg;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/2/9/1/1291.jpg;;0;;0;new;0;0;0;2;1;;;
155;1;"Cafe Amanecer 200gr";Alimentos,Home;63.860000;0;0.000000;0;;;;;AV0029;;;;;;0.000000;0.000000;0.000000;0.000000;0.200000;997;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 11:02:06";1;https://inversionesrpz.com/img/p/1/7/6/176.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
156;1;"Cafe Amanecer 500gr";Alimentos,Home;157.550000;0;0.000000;0;;;;;AV0028;;;;;;0.000000;0.000000;0.000000;0.000000;0.500000;992;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 11:03:41";1;https://inversionesrpz.com/img/p/1/7/7/177.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
157;1;"BRAVECTO PLUS GATO 6,25-12,5KG";Juguetes;1947.500000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;bravecto-plus-gato-625-125kg;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/2/9/0/1290.jpg;;0;;0;new;0;0;0;2;1;;;
158;1;"Cafe Arauca 100gr.";Alimentos,Home;57.900000;0;0.000000;0;;;;;AV0027;;;;;;0.000000;0.000000;0.000000;0.000000;0.100000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 11:34:55";1;https://inversionesrpz.com/img/p/1/7/8/178.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
159;1;"Cafe Arauca 200gr";Alimentos,Home;61.760000;0;0.000000;0;;;;;AV0026;;;;;;0.000000;0.000000;0.000000;0.000000;0.200000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 11:38:07";1;https://inversionesrpz.com/img/p/1/7/9/179.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
160;0;"Cafe Flor de Arauca 250gr";Alimentos,Home;0.000000;0;0.000000;0;;;;;AV0025;;;;;;0.000000;0.000000;0.000000;0.000000;0.250000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 11:40:34";1;https://inversionesrpz.com/img/p/1/8/0/180.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
161;1;"Cafe Madrid 100gr";Alimentos,Home;26.320000;0;0.000000;0;;;;;AV0024;;;;;;0.000000;0.000000;0.000000;0.000000;0.100000;999;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 11:50:55";1;https://inversionesrpz.com/img/p/1/8/1/181.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
162;1;BUCOMORGYL;Juguetes;416.990000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;bucomorgyl;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/1/8/7/1187.jpg;;0;;0;new;0;0;0;2;1;;;
163;1;"Cafe Madrid 250gr";Alimentos,Home;77.200000;0;0.000000;0;;;;;AV0023;;;;;;0.000000;0.000000;0.000000;0.000000;0.250000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 11:55:33";1;https://inversionesrpz.com/img/p/1/8/3/183.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
164;1;"Cafe Madrid 500gr";Alimentos,Home;154.750000;0;0.000000;0;;;;;AV0022;;;;;;0.000000;0.000000;0.000000;0.000000;0.500000;997;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 11:57:38";1;https://inversionesrpz.com/img/p/1/8/4/184.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
165;1;"Cafe Fama de America 100gr";Alimentos,Home;29.830000;0;0.000000;0;;;;;AV0021;;;;;;0.000000;0.000000;0.000000;0.000000;0.100000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 11:59:02";1;https://inversionesrpz.com/img/p/1/8/5/185.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
166;1;"Cafe Fama de America 200gr";Alimentos,Home;60.710000;0;0.000000;0;;;;;AV0020;;;;;;0.000000;0.000000;0.000000;0.000000;0.200000;997;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 12:00:28";1;https://inversionesrpz.com/img/p/1/8/6/186.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
167;1;"Cafe Fama de America 250gr";Alimentos,Home;94.040000;0;0.000000;0;;;;;AV0019;;;;;;0.000000;0.000000;0.000000;0.000000;0.250000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 12:08:00";1;https://inversionesrpz.com/img/p/1/8/7/187.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
168;1;"Cafe Fama de America 500gr";Alimentos,Home;154.750000;0;0.000000;0;;;;;AV0018;;;;;;0.000000;0.000000;0.000000;0.000000;0.500000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 12:09:18";1;https://inversionesrpz.com/img/p/1/8/8/188.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
169;1;"Nestle Cerelac 100gr";Alimentos,cereales,Home,Víveres;54.040000;0;0.000000;0;;;;;AC0012;;;;;;0.000000;0.000000;0.000000;0.000000;0.100000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 13:12:24";1;https://inversionesrpz.com/img/p/1/8/9/189.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
170;1;"AGRO HERMES CARPROFENO 50MG";Juguetes;292.420000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;agro-hermes-carprofeno-50mg;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/1/8/8/1188.jpg;;0;;0;new;0;0;0;2;1;;;
171;0;"Nestle Cerelac Sachet 400gr";Alimentos,cereales,Home,Víveres;0.000000;59;0.000000;0;;;;;AC0011;;;;;;0.000000;0.000000;0.000000;0.000000;0.400000;999;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 13:13:59";1;https://inversionesrpz.com/img/p/1/9/0/190.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
172;0;"Nestle Cerelac Sachet 900gr";Alimentos,cereales,Home,Víveres;0.000000;59;0.000000;0;;;;;AC0010;;;;;;0.000000;0.000000;0.000000;0.000000;0.900000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 13:18:27";1;https://inversionesrpz.com/img/p/1/9/1/191.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
173;1;"Crema de Arroz Agua Blanca 450gr";Alimentos,cereales,Home,Víveres;31.230000;59;0.000000;0;;;;;AC0009;;;;;;0.000000;0.000000;0.000000;0.000000;0.450000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 13:19:43";1;https://inversionesrpz.com/img/p/1/9/2/192.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
174;1;"Crema de Arroz Mary 450gr";Alimentos,cereales,Home,Víveres;32.630000;59;0.000000;0;;;;;AC0008;;;;;;0.000000;0.000000;0.000000;0.000000;0.450000;995;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 13:23:27";1;https://inversionesrpz.com/img/p/1/9/3/193.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
175;0;"Crema de Arroz Polly 450gr";Alimentos,cereales,Home,Víveres;0.000000;59;0.000000;0;;;;;AC0007;;;;;;0.000000;0.000000;0.000000;0.000000;0.450000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 13:24:46";1;https://inversionesrpz.com/img/p/1/9/4/194.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
176;0;"Pasta Allegri Codos 1Kg";Alimentos,Home,Pasta,Víveres;0.000000;59;0.000000;0;;;;;AV0017;;;;;;0.000000;0.000000;0.000000;0.000000;1.000000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 13:45:27";1;https://inversionesrpz.com/img/p/1/9/5/195.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
177;0;"Pasta Mary Plumitas 1Kg";Alimentos,Home,Pasta,Víveres;0.000000;59;0.000000;0;;;;;AV0016;;;;;;0.000000;0.000000;0.000000;0.000000;1.000000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 13:48:39";1;https://inversionesrpz.com/img/p/1/9/6/196.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
178;1;"CAT TAB PLUS";Juguetes;75.440000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;cat-tab-plus;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/1/8/9/1189.jpg;;0;;0;new;0;0;0;2;1;;;
179;1;"Pasta Vermicelli Allegri 1Kg";Alimentos,Home,Pasta,Víveres;55.440000;0;0.000000;0;;;;;AV0015;;;;;;0.000000;0.000000;0.000000;0.000000;1.000000;994;1;both;0.000000;;0.000000;;;pasta,pastas;;;;;;;1;;"2022-11-14 13:49:36";1;https://inversionesrpz.com/img/p/1/9/7/197.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
180;0;"Pasta Vermicelli Horizonte 1Kg";Alimentos,Home,Pasta,Víveres;0.000000;59;0.000000;0;;;;;AV0014;;;;;;0.000000;0.000000;0.000000;0.000000;1.000000;1000;1;both;0.000000;;0.000000;;;pasta,pastas;;;;;;;1;;"2022-11-14 13:52:43";1;https://inversionesrpz.com/img/p/1/9/8/198.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
181;0;"Pasta Vermicelli Mary 1Kg";Alimentos,Home,Pasta,Víveres;0.000000;0;0.000000;0;;;;;AV0013;;;;;;0.000000;0.000000;0.000000;0.000000;1.000000;982;1;both;0.000000;;0.000000;;;pasta,pastas;;;;;;;1;;"2022-11-14 13:55:02";1;https://inversionesrpz.com/img/p/1/9/9/199.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
182;0;"Bulto de Arroz Mary";Home;0.000000;59;0.000000;0;;;;;AV0012;;;Mary;;;0.000000;0.000000;0.000000;0.000000;0.000000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 14:23:37";1;;;0;"Peso:20 Kgs.:0,Presentación:Solido:0";0;new;0;0;0;2;1;;;
183;1;"CIPROFLOXACINA 250G";Juguetes;211.710000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;ciprofloxacina-250g;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/1/9/0/1190.jpg;;0;;0;new;0;0;0;2;1;;;
184;1;"Diablitos Under Wood 54gr";Alimentos,Enlatados,Home,Víveres;45.270000;0;0.000000;0;;;;;AE0004;;;;;;0.000000;0.000000;0.000000;0.000000;0.540000;992;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 15:19:08";1;https://inversionesrpz.com/img/p/2/0/0/200.jpg;https://inversionesrpz.com/img/p/3/9/8/398.jpg;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
185;1;"Diablitos Under Wood 115gr";Alimentos,Enlatados,Home,Víveres;84.220000;59;0.000000;0;;;;;AE0003;;;;;;0.000000;0.000000;0.000000;0.000000;0.115000;994;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 15:21:36";1;https://inversionesrpz.com/img/p/2/0/1/201.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
186;1;"Lentejas Venela  500gr";Alimentos,Granos,Home,Víveres;42.810000;0;0.000000;0;;;;;AG0005;;;;;;0.000000;0.000000;0.000000;0.000000;0.500000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 17:40:29";1;https://inversionesrpz.com/img/p/2/0/2/202.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
187;0;"Lentejas Pantera 500gr";Alimentos,Granos,Home,Víveres;0.000000;59;0.000000;0;;;;;AG0004;;;;;;0.000000;0.000000;0.000000;0.000000;0.500000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 17:42:57";1;https://inversionesrpz.com/img/p/2/0/3/203.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
188;1;"Lentejas Pantera 900gr";Alimentos,Granos,Home,Víveres;101.060000;59;0.000000;0;;;;;AG0003;;;;;;0.000000;0.000000;0.000000;0.000000;0.900000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-14 17:44:19";1;https://inversionesrpz.com/img/p/2/0/4/204.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
189;1;CIPZY;Juguetes;46.790000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;cipzy;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/1/9/1/1191.jpg;;0;;0;new;0;0;0;2;1;;;
190;1;"Leche En Polvo Completa La Campestre900gr";"Alimentos,Home,Lacteos,Leche en Polvo";318.970000;59;0.000000;0;;;;;AL0015;;;;;;0.000000;0.000000;0.000000;0.000000;0.900000;999;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 11:11:51";1;https://inversionesrpz.com/img/p/2/0/6/206.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
191;1;"COLAMOXIL DR PET";Juguetes;327.510000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;colamoxil-dr-pet;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/1/9/2/1192.jpg;;0;;0;new;0;0;0;2;1;;;
192;1;"Leche En Polvo Completa La Campestre 500gr";"Alimentos,Home,Lacteos,Leche en Polvo";176.150000;59;0.000000;0;;;;;AL0014;;;;;;0.000000;0.000000;0.000000;0.000000;0.500000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 11:15:44";1;https://inversionesrpz.com/img/p/2/0/7/207.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
193;1;"COLIRIO ANTIBIOTICO 10ML";Juguetes;266.680000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;colirio-antibiotico-10ml;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/1/9/3/1193.jpg;;0;;0;new;0;0;0;2;1;;;
194;1;"Leche En Polvo La Campiña 900gr";"Alimentos,Home,Lacteos,Leche en Polvo";363.180000;59;0.000000;0;;;;;AL0013;;;;;;0.000000;0.000000;0.000000;0.000000;0.900000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 11:26:18";1;https://inversionesrpz.com/img/p/2/0/9/209.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
195;0;"Leche En Polvo Semidescremada La Campiña 900gr";"Alimentos,Home,Lacteos,Leche en Polvo";0.000000;59;0.000000;0;;;;;AL0012;;;;;;0.000000;0.000000;0.000000;0.000000;0.900000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 11:31:16";1;https://inversionesrpz.com/img/p/2/1/0/210.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
196;0;"Leche En Polvo Completa Do Bon 120gr";"Alimentos,Home,Lacteos,Leche en Polvo";0.000000;59;0.000000;0;;;;;AL0011;;;;;;0.000000;0.000000;0.000000;0.000000;0.120000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 11:44:18";1;https://inversionesrpz.com/img/p/2/1/1/211.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
197;1;"Leche En Polvo Completa Do Bon 200gr";Alimentos,Home,Lacteos;54.040000;59;0.000000;0;;;;;AL0010;;;;;;0.000000;0.000000;0.000000;0.000000;0.200000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 11:49:15";1;https://inversionesrpz.com/img/p/2/1/2/212.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
198;1;"TEA 327 COLLAR CACHORRO";Juguetes;470.790000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;tea-327-collar-cachorro;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/1/9/4/1194.jpg;;0;;0;new;0;0;0;2;1;;;
199;1;"Leche En Polvo Completa 400gr";"Alimentos,Home,Lacteos,Leche en Polvo";108.080000;59;0.000000;0;;;;;AL0009;;;;;;0.000000;0.000000;0.000000;0.000000;0.400000;999;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 11:54:40";1;https://inversionesrpz.com/img/p/2/1/3/213.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
200;1;"TEA 327 COLLAR PERRO GRANDE";Juguetes;600.040000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;10000;1;both;0.000000;;0.000000;;;;;;;tea-327-collar-perro-grande;;;1;;"2023-11-02 20:27:39";1;https://inversionesrpz.com/img/p/1/1/9/5/1195.jpg;;0;;0;new;0;0;0;2;1;;;
201;0;"Leche Liquida Descremada Purisima 1L";"Alimentos,Home,Lacteos,Leche líquida";0.000000;0;0.000000;0;;;;;AL0008;;;;;;0.000000;0.000000;0.000000;0.000000;1.000000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 12:43:43";1;https://inversionesrpz.com/img/p/2/1/4/214.jpg;;0;Presentación:Liquido:0;0;new;0;0;0;2;1;;;
202;1;"Leche Liquida Completa Purisima 1L";"Alimentos,Home,Lacteos,Leche líquida";57.900000;59;0.000000;0;;;;;AL0007;;;;;;0.000000;0.000000;0.000000;0.000000;1.000000;990;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 12:49:23";1;https://inversionesrpz.com/img/p/2/1/5/215.jpg;;0;Presentación:Liquido:0;0;new;0;0;0;2;1;;;
203;1;"Leche Liquida Descremada La Pastoreña 1L";"Alimentos,Home,Lacteos,Leche líquida";57.900000;59;0.000000;0;;;;;AL0006;;;;;;0.000000;0.000000;0.000000;0.000000;1.000000;982;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 13:11:25";1;https://inversionesrpz.com/img/p/2/1/6/216.jpg;;0;Presentación:Liquido:0;0;new;0;0;0;2;1;;;
204;1;"Leche Liquida Completa La Pastoreña 1L";"Alimentos,Home,Lacteos,Leche líquida";70.530000;59;0.000000;0;;;;;AL0005;;;;;;0.000000;0.000000;0.000000;0.000000;1.000000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 13:14:21";1;https://inversionesrpz.com/img/p/2/1/7/217.jpg;;0;Presentación:Liquido:0;0;new;0;0;0;2;1;;;
205;1;"Maizina Americana 90gr";Alimentos,cereales,Home,Víveres;24.210000;59;0.000000;0;;;;;AC0006;;;;;;0.000000;0.000000;0.000000;0.000000;0.090000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 13:18:16";1;https://inversionesrpz.com/img/p/2/1/8/218.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
206;1;"Maizina Americana 200gr";Alimentos,Home;48.420000;0;0.000000;0;;;;;AC0005;;;;;;0.000000;0.000000;0.000000;0.000000;0.200000;999;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 13:23:50";1;https://inversionesrpz.com/img/p/2/1/9/219.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
207;1;"Maizina Americana 800gr";Alimentos,Home;161.410000;0;0.000000;0;;;;;AC0004;;;;;;0.000000;0.000000;0.000000;0.000000;0.800000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 13:25:57";1;https://inversionesrpz.com/img/p/2/2/0/220.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
208;0;"Salsa Tocineta Fritz 240 Gr.";Salsas,Víveres;0.000000;0;0.000000;0;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.240000;999;1;both;0.000000;;0.000000;;;;;;;salsa-tocineta-fritz-240-gr;;;1;;"2022-11-30 20:32:02";1;https://inversionesrpz.com/img/p/2/7/4/274.jpg;;0;;0;new;0;0;0;2;1;;;
209;0;"Mayonesa Mavesa 3.6kg";Alimentos,Home,Salsas,Víveres;0.000000;59;0.000000;0;;;;;AS0007;;;;;;0.000000;0.000000;0.000000;0.000000;0.360000;1000;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 15:07:30";1;https://inversionesrpz.com/img/p/2/2/1/221.jpg;;0;Presentación:Polvo:0;0;new;0;0;0;2;1;;;
210;1;"Mayonesa Kraft 445gr";Alimentos,Home,Salsas,Víveres;126.320000;59;0.000000;0;;;;;AS0006;;;;;;0.000000;0.000000;0.000000;0.000000;0.445000;995;1;both;0.000000;;0.000000;;;;;;;;;;1;;"2022-11-15 15:08:46";1;https://inversionesrpz.com/img/p/2/2/2/222.jpg;;0;Presentación:Solido:0;0;new;0;0;0;2;1;;;
