"Product ID";"Nombre";"Referencia";"Precio (imp. excl.)";"Cantidad";"Estado"
"266";"Pasta Larga Primor 500 Gr.";"";"0";"1000";"0"
"265";"Pasta Corta Primor 1 Kg.";"";"65.8854";"1000";"0"
"264";"Pasta Corta Primor 500 Gr.";"";"0";"1000";"0"
"263";"Pasta Allegri Espiral 1 KG";"";"0";"1000";"0"
"262";"Mayonesa Mavesa 445 Gr.";"";"97.6374";"1000";"0"
"261";"Maizina Americana 400 Gr.";"";"65.3562";"1000";"0"
"260";"Lentejas Pantera 454 Gr.";"";"41.2776";"1000";"0"
"259";"Leche En Polvo Dobon 400 Gr.";"";"0";"1000";"0"
"258";"Jabon Las Llaves Fragancia Bebe 160 Gr.";"";"28.5768";"1000";"0"
"257";"Jabon Azul Las Llaves 200 Gr.";"";"0";"1000";"0"
"256";"Jabon Azul Las Llaves 250 Gr.";"";"34.6626";"1000";"0"
"255";"Guisantes En Vidro 190 Gr";"";"45.5112";"1000";"0"
"254";"Guisantes En Lata Pafia 400 Gr.";"";"40.4838";"1000";"0"
"253";"Esponjas Doble Uso 868";"";"22.7556";"1000";"0"
"252";"Desifectante Nivex Surtido 1 Lt";"";"31.752";"1000";"0"
"251";"Desifectante Mistolin 828 Ml.";"";"44.4528";"1000";"0"
"250";"Crema Arroz Primor Bolsa 450 Gr.";"";"0";"1000";"0"
"249";"Crema Dental Colgate Menta 75 Ml";"";"0";"1000";"0"
"248";"Crema Dental Colgate Menta 100 Ml";"";"0";"1000";"0"
"247";"Crema Dental Colgate Kids 50 Ml";"";"29.8998";"1000";"0"
"246";"Cloro Tapa Amarilla 1 Lt";"";"0";"1000";"0"
"245";"Cloro Nevex  1 Lt";"";"0";"1000";"0"
"244";"Cloro Nevex Ultra 1 Lt";"";"0";"1000";"0"
"243";"Cloro King 1 Lt";"";"0";"1000";"0"
"242";"Cafe molido MontaÃ±a 200 Gr.";"";"0";"1000";"0"
"241";"Cafe molido MontaÃ±a 100 Gr.";"";"0";"1000";"0"
"240";"Toddy 2kg.";"AV0003";"0";"1000";"0"
"239";"Toddy 1kg";"AV0004";"0";"1000";"0"
"238";"Toddy 400gr";"AV0005";"147.1176";"1000";"0"
"237";"Toddy 200gr";"AV0006";"82.026";"1000";"0"
"236";"Rikesa Tocineta 300gr";"AL0001";"118.0116";"1000";"0"
"235";"Rikesa Cheedar 200gr";"AL0002";"82.2906";"1000";"0"
"234";"Dalvito 300gr";"AL0003";"0";"997";"0"
"233";"Dalvito 200gr";"AL0004";"0";"1000";"0"
"232";"Sardina Tomate Marbonita 170 Gr.";"";"17.7282";"1000";"0"
"231";"Pasta de Tomate COMA 3.850kg";"AS0001";"0";"1000";"0"
"230";"Pasta de Tomate COMA 500gr";"AS0002";"0";"1000";"0"
"229";"Pasta de Tomate COMA 200gr";"AS0003";"0";"1000";"0"
"228";"Pasticho Sindoni 250gr";"AV0007";"0";"1000";"0"
"227";"Pasticho Ronco 250gr";"AV0008";"0";"1000";"0"
"226";"Refresco Glup 1L";"AB0001";"0";"1000";"0"
"225";"Refresco Glup 2L";"AB0002";"0";"1000";"0"
"224";"Refresco  Pepsi 1.5L";"AB0003";"0";"1000";"0"
"223";"Refresco Pepsi 2L";"AB0004";"0";"1000";"0"
"222";"Refresco Coca Cola 2L";"AB0005";"0";"1000";"0"
"221";"Gatorade 500ml";"AB0006";"0";"1000";"0"
"220";"Refresco Coca Cola 1L";"AB0007";"0";"1000";"0"
"219";"Sardina Picante Margarita 170 Gr.";"";"0";"1000";"0"
"218";"Refresco Coca Cola 1.5L";"AB0008";"0";"1000";"0"
"217";"Margarina La Excelencia 15kg";"AV0067";"0";"1000";"0"
"215";"Margarina Chef Sin Sal";"AV0009";"0";"1000";"0"
"214";"Margarina Deline 250gr";"AV0010";"32.2812";"1000";"0"
"213";"Margarina Deline 500gr";"AV0011";"62.181";"1000";"0"
"212";"Mayonesa Fergos 445gr";"AS0004";"79.9092";"1000";"0"
"211";"Mayonesa Fergos 175gr";"AS0005";"0";"1000";"0"
"210";"Mayonesa Kraft 445gr";"AS0006";"94.9914";"1000";"0"
"209";"Mayonesa Mavesa 3.6kg";"AS0007";"0";"1000";"0"
"208";"Salsa Tocineta Fritz 240 Gr.";"";"64.5624";"1000";"0"
"207";"Maizina Americana 800gr";"AC0004";"0";"1000";"0"
"206";"Maizina Americana 200gr";"AC0005";"38.1024";"1000";"0"
"205";"Maizina Americana 90gr";"AC0006";"18.7866";"1000";"0"
"204";"Leche Liquida Completa La PastoreÃ±a 1L";"AL0005";"44.4528";"1000";"0"
"203";"Leche Liquida Descremada La PastoreÃ±a 1L";"AL0006";"44.4528";"1000";"0"
"202";"Leche Liquida Completa Purisima 1L";"AL0007";"0";"1000";"0"
"201";"Leche Liquida Descremada Purisima 1L";"AL0008";"0";"1000";"0"
"199";"Leche En Polvo Completa Dobon 400gr.";"AL0009";"0";"1000";"0"
"197";"Leche En Polvo Completa Do Bon 200gr";"AL0010";"41.8068";"1000";"0"
"196";"Leche En Polvo Completa Do Bon 120gr";"AL0011";"26.46";"1000";"0"
"195";"Leche En Polvo Semidescremada La CampiÃ±a 900gr";"AL0012";"0";"1000";"0"
"194";"Leche En Polvo La CampiÃ±a 900gr";"AL0013";"0";"1000";"0"
"192";"Leche En Polvo Completa La Campestre 500gr";"AL0014";"0";"1000";"0"
"190";"Leche En Polvo Completa La Campestre900gr";"AL0015";"266.1876";"1000";"0"
"188";"Lentejas Pantera 900gr";"AG0003";"79.1154";"1000";"0"
"187";"Lentejas Pantera 500gr";"AG0004";"41.2776";"1000";"0"
"186";"Lentejas Venela  500gr";"AG0005";"0";"1000";"0"
"185";"Diablitos Under Wood 115gr";"AE0003";"62.181";"1000";"0"
"184";"Diablitos Under Wood 54gr";"AE0004";"34.1334";"997";"0"
"182";"Bulto de Arroz Mary";"AV0012";"0";"1000";"0"
"181";"Pasta Vermicelli Mary 1Kg";"AV0013";"0";"1000";"0"
"180";"Pasta Vermicelli Horizonte 1Kg";"AV0014";"0";"1000";"0"
"179";"Pasta Vermicelli Allegri 1Kg";"AV0015";"0";"1000";"0"
"177";"Pasta Mary Plumitas 1Kg";"AV0016";"0";"1000";"0"
"176";"Pasta Allegri Codos 1Kg";"AV0017";"0";"1000";"0"
"175";"Crema de Arroz Polly 450gr";"AC0007";"0";"1000";"0"
"174";"Crema de Arroz Mary 450gr";"AC0008";"20.9034";"995";"0"
"173";"Crema de Arroz Agua Blanca 450gr";"AC0009";"20.9034";"1000";"0"
"172";"Nestle Cerelac Sachet 900gr";"AC0010";"0";"1000";"0"
"171";"Nestle Cerelac Sachet 400gr";"AC0011";"0";"999";"0"
"169";"Nestle Cerelac 100gr";"AC0012";"0";"1000";"0"
"168";"Cafe molido Fama de America 500gr";"AV0018";"119.07";"1000";"0"
"167";"Cafe molido Fama de America 250gr";"AV0019";"0";"1000";"0"
"166";"Cafe molido Fama de America 200gr";"AV0020";"47.628";"997";"0"
"165";"Cafe molido Fama de America 100gr";"AV0021";"23.0202";"1000";"0"
"164";"Cafe molido Madrid 500gr";"AV0022";"121.1868";"1000";"0"
"163";"Cafe molido Madrid 250gr";"AV0023";"62.181";"1000";"0"
"161";"Cafe molido Madrid 100gr";"AV0024";"0";"1000";"0"
"160";"Cafe molido Flor de Arauca 250gr";"AV0025";"0";"1000";"0"
"159";"Cafe molido Arauca 200gr";"AV0026";"0";"1000";"0"
"158";"Cafe molido Arauca 100gr.";"AV0027";"0";"1000";"0"
"156";"Cafe molido Amanecer 500gr";"AV0028";"210.357";"998";"0"
"155";"Cafe molido Amanecer 200gr";"AV0029";"61.6518";"1000";"0"
"153";"Cafe molido Amanecer 100gr";"AV0030";"22.491";"1000";"0"
"152";"Cafe molido Brasil 500gr";"AV0031";"0";"1000";"0"
"150";"Cafe molido Brasil 200gr";"AV0032";"0";"1000";"0"
"148";"Cafe molido Brasil 100gr";"AV0033";"0";"1000";"0"
"147";"Caraotas Negras Pantera  900gr";"AG0006";"69.0606";"1000";"0"
"146";"Caraotas Negras Pantera 454gr";"AG0007";"34.398";"1000";"0"
"144";"Caraotas Rojas Venela 500gr";"AG0008";"39.9546";"1000";"0"
"143";"Caraotas Negras Venela 500gr";"AG0009";"25.137";"1000";"0"
"141";"Azucar Refinada La Pastora 1Kg";"AV0034";"0";"1000";"0"
"140";"Azucar Refinada Montalban 1Kg";"AV0035";"34.1334";"999";"0"
"139";"Atun The King Of The Seas 170gr";"AE0005";"0";"995";"0"
"137";"Atun Margarita en Aceite 140gr";"AE0006";"0";"999";"0"
"135";"Arroz Mary Premium 1Kg";"AV0036";"0";"1000";"0"
"134";"Arroz Mary Superior 1Kg";"AV0037";"0";"1000";"0"
"133";"Avena en Hojuelas QUAKER 200gr";"AC0013";"26.9892";"1000";"0"
"132";"Avena en Hojuelas Pantera 800gr";"AC0014";"53.9784";"1000";"0"
"131";"Avena en Hojuelas Pantera 400gr";"AC0015";"29.106";"994";"0"
"130";"Avena en Hojuelas Don Pancho 400gr";"AC0016";"41.8068";"998";"0"
"129";"Aceitunas Enteras Verdes Casa De Fruta 240gr";"AV0038";"0";"1000";"0"
"128";"Aceitunas Casa De Fruta Rellenas 180gr";"AV0039";"0";"1000";"0"
"127";"Aceite de Soya Vatel 500ml";"AV0040";"41.2776";"1000";"0"
"126";"Aceite de Soya Vatel 1L";"AV0041";"0";"1000";"0"
"124";"Aceite de Soya Corcovado 900ml";"AV0042";"0";"1000";"0"
"123";"Aceite de Soya Coamo  900ml";"AV0043";"59.2704";"993";"0"
"122";"Aceite de Maiz  MAZEITE 1L";"AV0044";"119.07";"992";"0"
"121";"Harina de Trigo Ronco Leudante 1Kg";"AV0045";"47.8926";"996";"0"
"120";"Harina de Trigo Ronco Todo Uso 1Kg";"AV0046";"42.336";"1000";"0"
"119";"Harina de Trigo DoÃ±a Maria 1Kg";"AV0047";"41.013";"997";"0"
"118";"Harina de Trigo Dulce Mar Todo Uso 1Kg";"AV0048";"0";"997";"0"
"117";"Harina de Trigo Dulce Mar Leudante 1Kg";"AV0049";"0";"998";"0"
"116";"Harina de Maiz Blanca Kaly 1Kg";"AV0050";"24.0786";"980";"0"
"115";"Harina de Maiz Blanca Juana 1Kg";"AV0051";"0";"1000";"0"
"114";"harina de maiz blanca pan 1kg";"AV0052";"30.6936";"960";"0"
"109";"Combo Quincenal";"C00001";"0";"1000";"0"
"107";"Bulto de Harina de maÃƒÂ­z Pan amarilla 1 Kg";"AV0053";"0";"1000";"0"
"106";"Crema Dental Colgate Plax";"H00001";"0";"1000";"0"
"105";"Jabon Lux";"H00002";"0";"1000";"0"
"104";"Desodorante Lady Speed Stick";"H00003";"0";"1000";"0"
"103";"Papel Higienico Lucianos Morado";"H00004";"21.4326";"1000";"0"
"102";"Afeitadora Maturbe";"H00005";"0";"1000";"0"
"101";"Toallas Sanitarias Alive";"H00006";"0";"1000";"0"
"100";"Jabon Azul Panela Las Llaves 250g.";"H00007";"34.6626";"1000";"0"
"99";"Cloro Kris 3.8 Lts.";"H00008";"0";"1000";"0"
"98";"Cloro Kris 1 Lts.";"H00009";"27.5184";"1000";"0"
"97";"Lavaplatos Kris";"H00010";"0";"1000";"0"
"96";"JabÃƒÂ³n en polvo ACE 1 Kg.";"H00011";"0";"1000";"0"
"95";"Salsa Barbecue BBQ Fritz 290 Gr.";"";"55.566";"1000";"0"
"94";"Lavaplatos Axion Crema 500 Gr.";"";"0";"1000";"0"
"93";"Atun  DoÃ±a Magola 170 Gr.";"";"0";"1000";"0"
"92";"JabÃ³n En Polvo Alive Verde 1 kg.";"";"46.8342";"1000";"0"
"91";"JabÃ³n En Polvo Alive Azul 1 Kg.";"";"46.8342";"1000";"0"
"90";"JabÃ³n En Polvo Alive Verde 500gr.";"";"23.5494";"1000";"0"
"89";"JabÃ³n En Polvo Alive Azul 500gr.";"";"23.5494";"1000";"0"
"88";"Ajax Liquido Multi Superficies 1 Lt.";"";"109.0152";"1000";"0"
"87";"Ajax Liquido Multi Superficies 500 Ml";"";"62.9748";"1000";"0"
"86";"Solomo de res";"P000001";"0";"1000";"0"
"85";"Lomito de res";"P000002";"0";"1000";"0"
"84";"Costilla de res";"P000003";"0";"1000";"0"
"83";"Punta trasera";"P000004";"0";"1000";"0"
"82";"Picadillo de Pollo 1kg";"P000005";"0";"1000";"0"
"81";"Pechuga de Pollo con Hueso 1kg";"P000006";"0";"1000";"0"
"80";"Patas de Pollo 1kg";"P000007";"0";"1000";"0"
"79";"Muslo de Pollo  1kg";"P000008";"0";"1000";"0"
"78";"Molleja de Pollo 1kg";"P000009";"0";"1000";"0"
"77";"Pollo Milanesa 1kg";"P000010";"0";"1000";"0"
"76";"Higado de Pollo 1kg";"P000011";"0";"1000";"0"
"75";"Pollo entero";"P000012";"0";"1000";"0"
"74";"Pollo churrasco";"P000013";"0";"1000";"0"
"73";"Pollo carapacho";"P000014";"0";"1000";"0"
"72";"Lagarto sin hueso";"P000015";"0";"1000";"0"
"71";"Lagarto con hueso";"P000016";"0";"1000";"0"
"70";"Hueso rojo";"P000017";"0";"1000";"0"
"69";"Pernil";"P000018";"0";"1000";"0"
"68";"Patas de cochino 1kg";"P000019";"42.336";"998";"0"
"67";"Cochino costilla 1kg";"P000020";"206.388";"1000";"0"
"66";"Chuleton 1kg";"P000021";"137.592";"1000";"0"
"65";"Chuleta de cochino 1kg";"P000022";"137.592";"996";"0"
"64";"Chuleta de res";"P000023";"0";"1000";"0"
"63";"Chuleta ahumada de cochino 1kg";"P000024";"0";"1000";"0"
"62";"Carne para desmechar de primera";"P000025";"0";"1000";"0"
"61";"Carne molida de primera";"P000026";"0";"1000";"0"
"60";"Carne para guisar de primera";"P000027";"0";"1000";"0"
"59";"Carne para bistek de primera";"P000028";"0";"1000";"0"
"58";"Salsa ketchup Pampero 198g";"AS0008";"34.1334";"1000";"0"
"57";"Salsa ketchup Pampero 397g";"AS0009";"51.3324";"1000";"0"
"56";"Salsa ketchup Heinz de 397g";"AS0010";"52.6554";"1000";"0"
"55";"Sal Refinada Ensal 1Kg.";"AV0054";"0";"1000";"0"
"54";"Sal Refinada Celestial 1 kg.";"AV0055";"7.938";"1000";"0"
"47";"Carne molida de primera";"P000029";"0";"1000";"0"
"46";"Carne para guisar de primera";"P000030";"0";"1000";"0"
"45";"Carne para bistek de primera";"P000031";"0";"1000";"0"
"44";"AzÃºcar Refinada Maite 900 Gr.";"";"29.6352";"1000";"0"
"41";"CafÃ© molido Amanecer 250 Gr.";"";"0";"999";"0"
"40";"Aceite Vegetal Vatel 1 Lt.";"";"0";"994";"0"
"33";"Mayonesa Mavesa 900gr";"AS0011";"0";"1000";"0"
"32";"Mayonesa Mavesa 175gr";"AS0012";"49.4802";"1000";"0"
"31";"Mayonesa Kraft 175gr";"AS0013";"48.6864";"1000";"0"
"30";"Margarina Ligera Mavesa 500gr";"AV0056";"0";"1000";"0"
"29";"Margarina Nelly 500gr";"AV0057";"60.5934";"997";"0"
"28";"Margarina Nelly 250gr";"AV0058";"29.8998";"1000";"0"
"27";"Margarina Mavesa 250gr";"AV0059";"36.5148";"1000";"0"
"26";"Margarina Mavesa 500gr";"AV0060";"68.0022";"1000";"0"
"25";"lentejas, presentacion de 400g";"AG0010";"0";"1000";"0"
"24";"Leche en polvo completa, presentacion 900g";"";"0";"1000";"0"
"23";"Leche en polvo completa, presentacion 500g";"";"0";"1000";"0"
"22";"Leche en polvo completa, presentacion 1Kg.g";"";"0";"1000";"0"
"21";"Leche en polvo sin gluten, presentacion 200g";"";"0";"1000";"0"
"20";"Harina de Trigo Leudante Mary 1Kg.";"";"0";"1000";"0"
"19";"Harina de Trigo Leudante Dulce Mar 1Kg.";"";"0";"1000";"0"
"18";"Caraotas Negras Mi Chacha 1Kg.";"AG0011";"0";"1000";"0"
"8";"Azucar Refinada Maite  1Kg.";"AV0061";"0";"1000";"0"
"7";"Azucar Refinada Doce Dia 1Kg.";"AV0062";"0";"994";"0"
"4";"Arroz Mary Tradicional 1Kg.";"AV0063";"0";"998";"0"
"3";"Arroz Agua Blanca 1Kg.";"AV0064";"32.8104";"1000";"0"
"2";"Arroz Santoni Excelente 1Kg.";"AV0065";"0";"1000";"0"
"1";"Harina de Maiz Amarilla Pan 1Kg.";"AV0066";"0";"1000";"0"
