"Product ID";Imagen;Nombre;Referencia;Categoría;"Precio (imp. excl.)";"Precio (imp. incl.)";Cantidad;Estado;Posición
148;https://inversionesrpz.com/170/cafe-brasil-100gr.jpg;"Café Brasil 100gr";AV0033;Inicio;0.000000;0;5000;0
150;https://inversionesrpz.com/171/cafe-brasil-200gr.jpg;"Café Brasil 200gr";AV0032;Inicio;25.970000;30.13;5000;0
152;https://inversionesrpz.com/173/cafe-brasil-500gr.jpg;"Café Brasil 500gr";AV0031;Inicio;59.930000;69.52;5000;0
153;https://inversionesrpz.com/174/cafe-amanecer-100gr.jpg;"Café Amanecer 100gr";AV0030;Inicio;12.990000;15.07;5000;0
155;https://inversionesrpz.com/176/cafe-amanecer-200gr.jpg;"Café Amanecer 200gr";AV0029;Inicio;24.470000;28.39;5000;0
156;https://inversionesrpz.com/177/cafe-amanecer-500gr.jpg;"Café Amanecer 500gr";AV0028;Inicio;60.930000;70.68;5000;0
158;https://inversionesrpz.com/178/cafe-arauca-100gr.jpg;"Café Arauca 100gr.";AV0027;Inicio;20.980000;24.34;5000;0
159;https://inversionesrpz.com/179/cafe-arauca-200gr.jpg;"Café Arauca 200gr";AV0026;Inicio;0.000000;0;5000;0
160;https://inversionesrpz.com/180/cafe-flor-de-arauca-250gr.jpg;"Café Flor de Arauca 250gr";AV0025;Inicio;0.000000;0;5000;0
161;https://inversionesrpz.com/181/cafe-madrid-100gr.jpg;"Café Madrid 100gr";AV0024;Inicio;11.990000;13.91;5000;0
163;https://inversionesrpz.com/183/cafe-madrid-250gr.jpg;"Café Madrid 250gr";AV0023;Inicio;28.970000;33.61;5000;0
164;https://inversionesrpz.com/184/cafe-madrid-500gr.jpg;"Café Madrid 500gr";AV0022;Inicio;54.940000;63.73;5000;0
165;https://inversionesrpz.com/185/cafe-fama-de-america-100gr.jpg;"Café Fama de América 100gr";AV0021;Inicio;9.990000;11.59;5000;0
166;https://inversionesrpz.com/186/cafe-fama-de-america-200gr.jpg;"Café Fama de América 200gr";AV0020;Inicio;20.980000;24.34;5000;0
167;https://inversionesrpz.com/187/cafe-fama-de-america-250gr.jpg;"Café Fama de América 250gr";AV0019;Inicio;26.970000;31.29;5000;0
168;https://inversionesrpz.com/188/cafe-fama-de-america-500gr.jpg;"Café Fama de América 500gr";AV0018;Inicio;54.440000;63.15;5000;0
169;https://inversionesrpz.com/189/cerelac-100gr.jpg;"Nestle Cerelac 100gr.";AC0012;Inicio;0.000000;0;5000;0
171;https://inversionesrpz.com/190/nestle-cerelac-sachet-400gr.jpg;"Nestle Cerelac Sachet 400gr";AC0011;Inicio;46.950000;54.46;5000;0
172;https://inversionesrpz.com/191/nestle-cerelac-sachet-900gr.jpg;"Nestle Cerelac Sachet 900gr";AC0010;Inicio;94.890000;110.07;5000;0
173;https://inversionesrpz.com/192/crema-de-arroz-agua-blanca-450gr.jpg;"Crema de Arroz Agua Blanca 450gr";AC0009;Inicio;7.990000;9.27;5000;0
174;https://inversionesrpz.com/193/crema-de-arroz-mary-450gr.jpg;"Crema de Arroz Mary 450gr";AC0008;Inicio;7.490000;8.69;5000;0
175;https://inversionesrpz.com/194/crema-de-arroz-polly-450gr.jpg;"Crema de Arroz Polly 450gr";AC0007;Inicio;15.980000;18.54;5000;0
176;https://inversionesrpz.com/195/pasta-allegri-codos-1kg.jpg;"Pasta Allegri Codos 1Kg";AV0017;Inicio;0.000000;0;5000;0
177;https://inversionesrpz.com/196/pasta-mary-plumitas-1kg.jpg;"Pasta Mary Plumitas 1Kg";AV0016;Inicio;0.000000;0;5000;0
179;https://inversionesrpz.com/197/pasta-vermicelli-allegri-1kg.jpg;"Pasta Vermicelli Allegri 1Kg";AV0015;Inicio;0.000000;0;5000;0
180;https://inversionesrpz.com/198/pasta-vermicelli-horizonte-1kg.jpg;"Pasta Vermicelli Horizonte 1Kg";AV0014;Inicio;15.980000;18.54;5000;0
181;https://inversionesrpz.com/199/pasta-vermicelli-mary-1kg.jpg;"Pasta Vermicelli Mary 1Kg";AV0013;Inicio;14.480000;16.8;5000;0
182;https://inversionesrpz.com//bulto-de-arroz-mary.jpg;"Bulto de Arroz Mary";AV0012;Inicio;0.000000;0;5000;0
184;https://inversionesrpz.com/200/diablitos-underwood-54gr.jpg;"Diablitos Under Wood 54gr";AE0004;Inicio;15.480000;17.96;5000;0
185;https://inversionesrpz.com/201/diablitos-under-wood-115gr.jpg;"Diablitos Under Wood 115gr";AE0003;Inicio;25.470000;29.55;5000;0
186;https://inversionesrpz.com/202/lentejas-venela-500gr.jpg;"Lentejas Venela  500gr";AG0005;Inicio;12.490000;14.49;5000;0
187;https://inversionesrpz.com/203/lentejas-pantera-500gr.jpg;"Lentejas Pantera 500gr";AG0004;Inicio;0.000000;0;5000;0
188;https://inversionesrpz.com/204/lentejas-pantera-900gr.jpg;"Lentejas Pantera 900gr";AG0003;Inicio;29.970000;34.77;5000;0
190;https://inversionesrpz.com/206/leche-en-polvo-completa-la-campestre900gr.jpg;"Leche En Polvo Completa La Campestre900gr";AL0015;Inicio;89.900000;104.28;5000;0
