Product ID;Nombre;35.09;
277;ACEITE ALMA 800ML;74.04;1
122;Aceite de Maiz  MAZEITE 1L;134.39;1
531;Aceite de oliva 250 ml San Cipriano;228.09;1
532;Aceite de oliva 500 ml San cipriano;403.18;1
123;Aceite de Soya Coamo  900ml;78.6;1
124;Aceite de Soya Corcovado 900ml;0;0
527;ACEITE DE SOYA SAN CIPRIANO 1 LITRO;110.88;1
126;Aceite de Soya Vatel 1L;86.32;1
127;Aceite de Soya Vatel 500ml;73.69;1
278;ACEITE OLIVA GALLO 500ML;363.18;1
279;ACEITE OLIVA KALDINI VID 1L;585.3;1
280;ACEITE PORTUMESA 700ML;63.86;1
281;ACEITE SALAD ESP 900ML;73.69;1
282;ACEITE SOYA 900ML;0;0
435;Aceite Vegetal Ideal 400ml;0;0
40;Aceite Vegetal Vatel 1 Lt.;102.81;1
128;Aceitunas Casa De Fruta Rellenas 180gr;0;0
129;Aceitunas Enteras Verdes Casa De Fruta 240gr;0;0
102;Afeitadora Maturbe;0;0
88;Ajax Liquido Multi Superficies 1 Lt.;158.26;1
87;Ajax Liquido Multi Superficies 500 Ml;89.83;1
584;ANTIBIOTICO OCULAR Y ÓTICO CIPROFLOXACINO CIPZY 15ML;0;0
3;Arroz Agua Blanca 1Kg.;42.81;1
283;ARROZ GRAN MARQUES 1K PR;40.35;1
384;ARROZ MARY DORADO 800 GR;43.16;1
284;ARROZ MARY ESMERA 900G;49.48;1
135;Arroz Mary Premium 1Kg;0;0
134;Arroz Mary Superior 1Kg;42.81;1
4;Arroz Mary Tradicional 1Kg.;41.06;1
285;ARROZ PRIMOR CLASICO 1K;53.69;1
286;ARROZ SANTONI EXCEL 1K;42.81;1
2;Arroz Santoni Excelente 1Kg.;0;0
287;ARROZ SANTONI PREM 900G;39.65;1
288;ARROZ SANTONI ZAFI 800;39.65;1
289;ARROZ VENELA 900GR;38.6;1
290;ARVEJA VERD PANTERA 900;71.58;1
291;ARVEJA VERD VENELA 500;38.6;1
292;ARVEJA VERDE CHACHA 1K;76.85;1
293;ARVEJA VERDE CHACHA 400;31.93;1
93;Atun  Doña Magola 170 Gr.;0;0
294;ATUN 142G WILLINGER ACEITE;40.35;1
295;ATUN 170G WILLIENGER AGUA;46.32;1
296;ATUN 170G WILLINGER ACEITE;46.32;1
297;ATUN DIPLOMATICO TOMATE 170GR;30.18;1
298;ATUN EVEBA ACEIT VEG 140GR;62.11;1
299;ATUN EVEBA ACEIT VEG 170GR;82.46;1
137;Atun Margarita en Aceite 140gr;0;0
518;ATUN ROBIN HOOD 175G;0;0
139;Atun The King Of The Seas 170gr;52.28;1
130;Avena en Hojuelas Don Pancho 400gr;56.14;1
131;Avena en Hojuelas Pantera 400gr;35.44;1
132;Avena en Hojuelas Pantera 800gr;70.53;1
133;Avena en Hojuelas QUAKER 200gr;0;0
300;AVENA MI CHACHA 800GR;72.29;1
301;AVENA VENELA 400GR;31.93;1
44;Azúcar Refinada Maite 900 Gr.;46.32;1
302;AZUCAR 100 X 100 900GR;45.27;1
385;AZUCAR DON GENARO 1 KILO;0;0
7;Azucar Refinada Doce Dia 1Kg.;0;0
141;Azucar Refinada La Pastora 1Kg;0;0
8;Azucar Refinada Maite  1Kg.;0;0
140;Azucar Refinada Montalban 1Kg;0;0
182;Bulto de Arroz Mary;0;0
107;Bulto de Harina de maÃ­z Pan amarilla 1 Kg;0;0
41;Café molido Amanecer 250 Gr.;0;0
303;CAFE DELLA NONNA 100GR;36.49;1
304;CAFE DELLA NONNA 200GR;62.11;1
305;CAFE FAVORITO 100G;28.42;1
306;CAFE FAVORITO 200GR;57.2;1
307;CAFE FAVORITO 50GR;14.74;1
308;CAFE FLOR D ARAUCA 200G;59.3;1
309;CAFE FLOR D ARAUCA 500G;141.41;1
310;CAFE JP 200G;63.16;1
311;CAFE LA PROTECTORA 100G;29.83;1
312;CAFE LA PROTECTORA 250G;74.74;1
153;Cafe molido Amanecer 100gr;34.04;1
155;Cafe molido Amanecer 200gr;63.86;1
156;Cafe molido Amanecer 500gr;157.55;1
158;Cafe molido Arauca 100gr.;57.9;1
159;Cafe molido Arauca 200gr;61.76;1
148;Cafe molido Brasil 100gr;0;0
150;Cafe molido Brasil 200gr;72.29;1
152;Cafe molido Brasil 500gr;0;0
165;Cafe molido Fama de America 100gr;29.83;1
166;Cafe molido Fama de America 200gr;60.71;1
167;Cafe molido Fama de America 250gr;94.04;1
168;Cafe molido Fama de America 500gr;154.75;1
160;Cafe molido Flor de Arauca 250gr;0;0
161;Cafe molido Madrid 100gr;26.32;1
163;Cafe molido Madrid 250gr;77.2;1
164;Cafe molido Madrid 500gr;154.75;1
241;Cafe molido Montaña 100 Gr.;32.28;1
242;Cafe molido Montaña 200 Gr.;64.21;1
313;CAFE SAN ANTONIO 200G GOURM;80.71;1
314;CAFE VERO CAFFE 200 GOUR;101.06;1
315;CARAOTA BLAN PANTERA 454G;0;0
316;CARAOTA NEG VENELA 1 KILO;75.79;1
317;CARAOTA NEG VENELA 400G;33.69;1
437;Caraotas Blancas Venela  500gr;0;0
436;Caraotas Negras Alvarigua 500gr;0;0
18;Caraotas Negras Mi Chacha 1Kg.;0;0
147;Caraotas Negras Pantera  900gr;78.95;1
146;Caraotas Negras Pantera 454gr;42.11;1
526;CARAOTAS NEGRAS SAN CIPRIANO 500GR;34.04;1
143;Caraotas Negras Venela 500gr;38.6;1
144;Caraotas Rojas Venela 500gr;0;0
85;carne Lomito de res 1/2 kg;0;0
47;Carne molida de primera;0;0
61;Carne molida de primera 1/2 KG;85.97;1
59;Carne para bistek de primera;0;0
45;Carne para bistek de primera 1/2 kg;96.5;1
62;Carne para desmechar de primera 1/2 KG;85.97;1
46;Carne para guisar de primera;0;0
60;Carne para guisar de primera 1/2 KG;85.97;1
83;carne punta trasera 1/2kg;114.04;1
86;carne Solomo de res 1/2 kg;114.04;1
519;Cash on Delivery Fee;0;0
386;CEREAL AZUCARADA 240G;87.37;1
318;CEREAL PLANET FRUIT 240 G;67.37;1
319;CEREAL POP CRONCH 240G;82.46;1
320;CEREAL POP CRONCH CHOCOLATE 240G;87.37;1
321;CEREAL ROCKET CH 120G;46.32;1
322;CEREAL ROCKET CH 220G;80.71;1
391;CHICHA CAMPESTRE 200 GR;53.69;1
392;CHICHA CAMPESTRE 400 GR;87.37;1
393;CHICHA CON LECHE SAN SIMON 500 GR;0;0
395;CHICHA INSTANTÁNEA TONI 400 GR;0;0
396;CHOCO COOL 400 GR;105.97;1
398;CHOCO RICO SAN SIMON 400 GR;89.13;1
