Product ID;Estado;precio
519;0;0.00
518;1;29.20
517;1;65.62
513;1;147.65
510;0;0.00
509;0;0.00
508;0;0.00
507;1;656.53
506;1;656.53
505;1;656.53
504;1;656.53
501;1;656.53
500;1;656.53
499;1;656.53
498;1;656.53
497;1;656.53
496;1;656.53
495;1;656.53
494;1;656.53
493;1;656.53
492;1;656.53
491;1;656.53
490;1;656.53
485;1;656.53
479;1;219.83
451;0;0.00
450;0;0.00
444;1;62.67
443;1;39.37
442;0;0.00
441;0;0.00
440;1;55.78
438;1;34.45
437;0;0.00
436;0;0.00
435;0;0.00
276;0;0.00
275;0;0.00
274;1;43.31
273;1;46.92
272;1;31.17
271;1;56.43
270;1;14.44
269;1;11.48
268;1;67.92
267;1;41.67
266;0;0.00
265;1;81.70
264;0;0.00
263;0;0.00
262;1;121.07
261;1;83.01
260;1;49.52
259;0;0.00
258;1;35.43
257;0;0.00
256;1;45.93
255;0;0.00
254;1;50.20
253;1;14.11
252;1;29.86
251;1;51.84
250;0;0.00
249;0;0.00
248;0;0.00
247;1;37.08
246;0;0.00
245;0;0.00
244;0;0.00
243;1;22.95
242;1;63.32
241;1;31.83
240;0;0.00
239;0;0.00
238;1;182.42
237;1;101.71
236;0;0.00
235;1;174.55
234;1;121.07
233;1;86.62
232;1;15.09
231;0;0.00
230;0;0.00
229;0;0.00
228;0;0.00
227;0;0.00
226;0;0.00
225;0;0.00
224;0;0.00
223;0;0.00
222;0;0.00
221;0;0.00
220;0;0.00
219;0;0.00
218;0;0.00
217;0;0.00
215;0;0.00
214;1;36.09
213;1;68.90
212;1;100.73
211;1;48.89
210;1;117.79
209;0;0.00
208;1;62.67
207;1;150.93
206;1;45.28
205;1;22.64
204;1;56.43
203;1;55.12
202;1;53.15
201;0;0.00
199;1;100.97
197;1;50.48
196;1;31.55
195;0;0.00
194;1;345.87
192;0;0.00
190;1;301.85
188;1;98.10
187;0;0.00
186;0;0.00
185;1;77.10
184;1;42.32
182;0;0.00
181;1;47.25
180;0;0.00
179;0;0.00
177;0;0.00
176;0;0.00
175;0;0.00
174;1;26.58
173;1;26.58
172;0;0.00
171;0;0.00
169;0;0.00
168;1;141.41
167;1;67.59
166;1;56.60
165;1;28.22
164;1;135.18
163;1;67.92
161;1;26.58
160;0;0.00
159;0;0.00
158;0;0.00
156;1;279.87
155;1;76.45
153;1;27.56
152;0;0.00
150;0;0.00
148;0;0.00
147;1;76.78
146;1;41.67
144;0;0.00
143;0;0.00
141;0;0.00
140;1;42.32
139;0;0.00
137;0;0.00
135;0;0.00
134;0;0.00
133;0;0.00
132;1;64.31
131;1;32.81
130;1;52.50
129;0;0.00
128;0;0.00
127;1;51.84
126;1;99.09
124;0;0.00
123;1;77.10
122;1;133.54
121;1;49.22
120;0;0.00
119;1;50.86
118;0;0.00
117;0;0.00
116;1;31.17
115;0;0.00
114;1;35.11
109;0;0.00
107;0;0.00
106;1;61.31
105;0;0.00
104;0;0.00
103;1;26.58
102;0;0.00
101;0;0.00
100;0;0.00
99;1;34.12
98;1;36.09
97;0;0.00
96;0;0.00
95;1;65.95
94;1;131.90
93;0;0.00
92;1;58.07
91;0;0.00
90;0;0.00
89;1;29.20
88;1;127.30
87;1;83.99
86;0;0.00
85;0;0.00
84;0;0.00
83;0;0.00
82;0;0.00
81;0;0.00
80;0;0.00
79;0;0.00
78;0;0.00
77;0;0.00
76;0;0.00
75;1;82.03
74;0;0.00
73;0;0.00
72;0;0.00
71;0;0.00
70;0;0.00
69;1;173.89
68;1;52.50
67;1;213.27
66;1;147.65
65;1;147.65
64;0;0.00
63;0;0.00
62;0;0.00
61;0;0.00
60;0;0.00
59;0;0.00
58;1;41.67
57;1;63.65
56;1;67.59
55;0;0.00
54;1;9.51
47;0;0.00
46;0;0.00
45;0;0.00
44;1;36.75
41;0;0.00
40;1;103.45
33;0;0.00
32;1;61.03
31;1;61.03
30;1;84.32
29;1;74.81
28;1;36.09
27;1;44.95
26;1;84.65
25;0;0.00
24;0;0.00
23;0;0.00
22;0;0.00
21;0;0.00
20;0;0.00
19;0;0.00
18;0;0.00
8;0;0.00
7;0;0.00
4;0;0.00
3;1;40.03
2;0;0.00
1;0;0.00
