Product ID;Estado;precio
520;1;0.00
519;0;0.00
518;0;0.00
517;1;34.42
513;1;77.44
510;0;0.00
509;0;0.00
508;0;0.00
507;1;688.74
506;1;688.74
505;1;688.74
504;1;688.74
501;1;688.74
500;1;688.74
499;1;688.74
498;1;688.74
497;1;688.74
496;1;688.74
495;1;688.74
494;1;688.74
493;1;688.74
492;1;688.74
491;1;688.74
490;1;688.74
485;1;688.74
479;1;115.31
451;0;0.00
450;0;0.00
444;1;71.58
443;1;41.30
442;0;0.00
441;0;0.00
440;1;58.52
438;1;35.44
437;0;0.00
436;0;0.00
435;0;0.00
276;0;0.00
275;0;0.00
274;1;45.43
273;1;49.22
272;1;32.70
271;1;68.94
270;1;15.14
269;1;12.05
268;1;71.26
267;1;43.72
266;1;39.58
265;1;78.84
264;0;0.00
263;0;0.00
262;1;130.29
261;1;87.08
260;1;51.95
259;1;105.92
258;1;37.17
257;1;38.99
256;1;48.18
255;0;0.00
254;1;47.85
253;1;14.80
252;1;31.32
251;1;54.38
250;0;0.00
249;0;0.00
248;0;0.00
247;1;38.90
246;0;0.00
245;1;55.41
244;0;0.00
243;1;24.07
242;1;66.42
241;1;33.38
240;1;866.86
239;1;438.58
238;1;191.38
237;1;105.23
236;0;0.00
235;1;183.11
234;1;127.02
233;1;90.87
232;1;15.84
231;0;0.00
230;0;0.00
229;0;0.00
228;0;0.00
227;0;0.00
226;0;0.00
225;0;0.00
224;0;0.00
223;0;0.00
222;0;0.00
221;0;0.00
220;0;0.00
219;0;0.00
218;0;0.00
217;0;0.00
215;0;0.00
214;1;37.86
213;1;65.74
212;1;105.68
211;1;51.29
210;1;123.57
209;0;0.00
208;1;65.74
207;1;158.34
206;1;47.50
205;1;23.76
204;1;59.20
203;1;57.83
202;1;55.76
201;0;0.00
199;1;105.93
197;1;52.95
196;1;33.10
195;0;0.00
194;1;359.55
192;1;172.87
190;1;316.66
188;1;97.15
187;0;0.00
186;0;0.00
185;1;80.89
184;1;44.40
182;0;0.00
181;1;49.56
180;0;0.00
179;1;54.42
177;0;0.00
176;0;0.00
175;0;0.00
174;1;32.65
173;1;27.89
172;0;0.00
171;0;0.00
169;1;52.84
168;1;148.34
167;1;70.90
166;1;59.38
165;1;29.61
164;1;141.81
163;1;71.26
161;1;27.89
160;0;0.00
159;1;59.37
158;0;0.00
156;1;276.43
155;1;78.18
153;1;27.91
152;0;0.00
150;0;0.00
148;1;36.94
147;1;80.55
146;1;43.72
144;1;51.96
143;0;0.00
141;0;0.00
140;1;44.40
139;0;0.00
137;0;0.00
135;0;0.00
134;1;44.37
133;0;0.00
132;1;69.26
131;1;35.12
130;1;55.08
129;0;0.00
128;0;0.00
127;1;54.38
126;1;103.90
124;0;0.00
123;1;78.18
122;1;140.10
121;1;51.65
120;0;0.00
119;1;58.85
118;0;0.00
117;0;0.00
116;1;32.70
115;1;33.45
114;1;36.84
109;0;0.00
107;0;0.00
106;1;64.32
105;0;0.00
104;0;0.00
103;1;26.05
102;0;0.00
101;0;0.00
100;0;0.00
99;1;35.79
98;1;37.86
97;0;0.00
96;0;0.00
95;1;69.18
94;1;138.37
93;0;0.00
92;1;60.92
91;1;61.02
90;0;0.00
89;1;30.63
88;1;133.55
87;1;88.12
86;1;110.14
85;1;110.14
84;1;60.23
83;1;110.14
82;0;0.00
81;0;0.00
80;0;0.00
79;0;0.00
78;0;0.00
77;0;0.00
76;0;0.00
75;1;86.07
74;0;0.00
73;0;0.00
72;0;0.00
71;0;0.00
70;0;0.00
69;1;91.21
68;1;30.98
67;1;91.20
66;0;0.00
65;1;77.44
64;0;0.00
63;0;0.00
62;1;94.65
61;1;94.65
60;1;94.65
59;0;0.00
58;1;43.72
57;1;65.81
56;1;70.90
55;0;0.00
54;1;9.98
47;0;0.00
46;0;0.00
45;1;99.81
44;1;38.55
41;0;0.00
40;1;108.54
33;0;0.00
32;1;64.03
31;1;64.03
30;1;88.46
29;1;78.48
28;1;37.86
27;1;47.15
26;1;88.80
25;0;0.00
24;0;0.00
23;0;0.00
22;0;0.00
21;0;0.00
20;0;0.00
19;0;0.00
18;0;0.00
8;0;0.00
7;0;0.00
4;1;40.41
3;1;42.00
2;0;0.00
1;1;41.63
