Product ID;Image;Name;Description;Brand;Reference;Category;Price (tax excl.);Price (tax incl.);Quantity;Status;Position
;https://inversionesrpz.com/imágenes/harinapan-amarillo1k.png;Harina de maiz amarilla, presentacion 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/arroz-santoni.jpeg;Arroz blanco entero, presentacion 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/arroz-aguablanca.jpg;Arroz blanco entero, presentacion 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/arroz-marysupeior.png;Arroz blanco entero, presentacion 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/arroz-maryesmeraldapremium.png;Arroz blanco entero, presentacion 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/harinademaiz.kaly1k.jpg;Harina de maiz precocida, presentacion 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/azucar-docedia.png;azucar blanca, presentacion 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/azucar-maite.png;azucar blanca, presentacion 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/café-amanecer100g.png;Café molido, presentacion 100g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/café-amanecer200g.png;Café molido, presentacion 200g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/café-amanecer250g.png;Café molido, presentacion 250g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/café-amanecer500g.png;Café molido, presentacion 500g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/café-brasil100g.png;Café molido, presentacion 100g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/café-brasil200g.png;Café molido, presentacion 200g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/café-brasil500g.png;Café molido, presentacion 500g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/café-famadeamerica100g.png;Café molido, presentacion 100g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/café-madrid100g.png;Café molido, presentacion 100g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/caraotas-michacha1k.png;Caraotas negras, presentacion 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/harinadetrigo-dulcemarleudante.png;Harina de trigo leudante, presentacion 1Kg.g;;Polar;;Víveres;;;;1;
