Product ID;Image;Name;Description;Brand;Reference;Category;Price (tax excl.);Price (tax incl.);Quantity;Status;Position
;https://inversionesrpz.com/imágenes/harinadetrigo-maryleudante.png;Harina de trigo leudante, presentacion 1Kg.g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/leche-dobon200g.png;Leche en polvo sin gluten, presentacion 200g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/leche-lacampestre1k.png;Leche en polvo completa, presentacion 1Kg.g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/leche-lacampestre500g.png;Leche en polvo completa, presentacion 500g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/leche-lacampestre900g.png;Leche en polvo completa, presentacion 900g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/lentejas-michacha400g.png;lentejas, presentacion de 400g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/mantequilla-mavesa1k.png;Mantequilla, presentacion de 1Kg.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/mantequilla-mavesa250g.png;Mantequilla, presentacion de 250g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/mantequilla-nelly250g.png;Mantequilla, presentacion de 250g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/mantequilla-nelly500g.png;Mantequilla, presentacion de 500g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/margarina-ligeramavesa500g.png;Margarina ligera, presentacion de 500g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/mayonesa-kraft175g.png;Mayonesa, presentacion 175g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/mayonesa-mavesa175g.png;Mayonesa, presentacion 175g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/mayonesa-mavesa900g.png;Mayonesa, presentacion 900g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/mazeite1l.png;Aceite vegetal, presentacion 1lts.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/pastacorta-allegricodos.png;Pasta corta, presentacion codos 1Kg.g.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/pastacorta-plumitasmary.png;Pasta corta, presentacion plumitas 1Kg.g.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/pastalarga-vermicelliallegri.png;Pasta larga, presentacion vermicelli 1Kg.g.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/pastalarga-vermicellihorizonte.png;Pasta larga, presentacion vermicelli 1Kg.g.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/pastalarga-vermicellimary.png;Pasta larga, presentacion vermicelli 1Kg.g.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/sal-celestial1k.png;Sal refinada, presentacion 1Kg.g.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/sal-ensal1k.png;Sal refinada, presentacion 1Kg.g.;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/salsaketchup-heinz397g.png;Salsa ketchup, presentacion de 397g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/salsaketchup-pampero397g.png;Salsa ketchup, presentacion de 397g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/salsaketchup-pampero198g.png;Salsa ketchup, presentacion de 198g;;Polar;;Víveres;;;;1;
;https://inversionesrpz.com/imágenes/bistek.png;Carne para bistek de primera;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/carne-guisar.png;Carne para guisar de primera;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/carne-molida.png;Carne molida de primera;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/carne-paradesmechar.png;Carne para desmechar de primera;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/chuleta-ahumada.jpg;Chuleta ahumada de cochino;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/chuleta-res.png;Chuleta de res;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/chuleta-cochino.jpg;Chuleta de cochino;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/cochino-chuleton.jpg;Chuleton;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/cochino-costilla.jpg;Cochino costilla;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/cochino-patas.jpg;Patas de cochino;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/cochino-pernil.jpg;Pernil;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/hueso-rojo-png;Hueso rojo;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/lagarto-conhueso.jpg;Lagarto con hueso;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/lagarto-sinhueso.png;Lagarto sin hueso;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-carapacho.jpg;Pollo carapacho;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-churrasco.jpg;Pollo churrasco;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-entero.jpg;Pollo entero;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-higado;Higado de pollo;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-milanesa.jpg;Pollo milanesa;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-molleja.jpg;Pollo molleja;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-muslo.jpg;Muslo de pollo;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-patas.jpg;Patas de pollo;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-pechugaconhueso.jpg;Pechuga de pollo con hueso;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/pollo-picadillo.jpg;Picadillo de pollo;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/punta-trasera.jpg;Punta trasera;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/res-costilla.jpg;Costilla de res;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/res-lomito.jpg;Lomito de res;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/solomo.jpg;Solomo de res;;;;Proteínas;;;;;
;https://inversionesrpz.com/imágenes/cocacola-2l.jpg;Coca Cola 2 Lts.;Bebida gaseosa, presentacion 2l;Coca Cola;;Bebidas;;;;;
;https://inversionesrpz.com/imágenes/cocacola-1.5l.jpg;Coca Cola 1,5 Lts.;Bebida gaseosa, presentacion 1.5l;Coca Cola;;Bebidas;;;;;
;https://inversionesrpz.com/imágenes/cocacola-1l.jpg;Coca Cola 1 Lts.;Bebida gaseosa, presentacion 1l;Coca Cola;;Bebidas;;;;;
;https://inversionesrpz.com/imágenes/pepsi-2l.jpeg;Pepsi 2 Lts.;Bebida gaseosa, presentacion 2l;Pepsi;;Bebidas;;;;;
;https://inversionesrpz.com/imágenes/pepsi-1.5l.jpeg;Pepsi 1,5 Lts.;Bebida gaseosa, presentacion 1.5l;Pepsi;;Bebidas;;;;;
;https://inversionesrpz.com/imágenes/pepsi-1l.jpeg;Pepsi 1 Lts.;Bebida gaseosa, presentacion 1l;Pepsi;;Bebidas;;;;;
;https://inversionesrpz.com/imágenes/Glup-1l.jpg;Glup Cola 1 Lts.;Bebida gaseosa, presentacion 2l;Glup;;Bebidas;;;;;
;https://inversionesrpz.com/imágenes/Glup-2l.jpeg;Glup Cola 2 Lts.;Bebida gaseosa, presentacion 1l;Glup;;Bebidas;;;;;
;https://inversionesrpz.com/imágenes/gatorade-500ml.jpeg;Gatorade;Bebida isotonica para hidratar, presentacion 500ml;Gatorade;;Bebidas;;;;;
