Product ID;Nombre;35.91;estado
120;Harina de Trigo Ronco Todo Uso 1Kg;0.00;0
119;Harina de Trigo Doña Maria 1Kg;61.04;1
118;Harina de Trigo Dulce Mar Todo Uso 1Kg;0.00;0
117;Harina de Trigo Dulce Mar Leudante 1Kg;53.27;1
116;Harina de Maiz Blanca Kaly 1Kg;28.39;1
115;Harina de Maiz Blanca Juana 1Kg;30.87;1
114;harina de maiz blanca pan 1kg;38.41;1
113;BASKEN 4 ACTIVE PERRO GRANDE;435.10;1
112;BASKEN 4 ACTIVE PERRO MEDIANO;388.43;1
111;BASKEN 4 ACTIVE PERRO CHICO;349.52;1
110;BACTROVET PLATA;614.06;1
109;Combo Quincenal;0.00;0
108;AZITROMICINA 500MG;181.34;1
107;Bulto de Harina de maÃ­z Pan amarilla 1 Kg;0.00;0
106;Crema Dental Colgate Plax;0.00;0
105;Jabon Lux;0.00;0
104;Desodorante Lady Speed Stick;0.00;0
103;Papel Higienico Lucianos Morado;29.26;1
102;Afeitadora Maturbe;0.00;0
101;Toallas Sanitarias Alive;0.00;0
100;Jabon Azul Panela Las Llaves 250g.;0.00;0
99;Cloro Kris 3.8 Lts.;0.00;0
98;Cloro Kris 1 Lts.;35.10;1
97;Lavaplatos Kris;0.00;0
96;JabÃ³n en polvo ACE 1 Kg.;0.00;0
95;Salsa Barbecue BBQ Fritz 290 Gr.;73.05;1
94;Lavaplatos Axion Crema 500 Gr.;154.18;1
93;Atun  Doña Magola 170 Gr.;0.00;0
92;Jabón En Polvo Alive Verde 1 kg.;63.56;1
91;Jabón En Polvo Alive Azul 1 Kg.;72.18;1
90;Jabón En Polvo Alive Verde 500gr.;31.96;1
89;Jabón En Polvo Alive Azul 500gr.;36.27;1
88;Ajax Liquido Multi Superficies 1 Lt.;162.09;1
87;Ajax Liquido Multi Superficies 500 Ml;91.99;1
86;carne Solomo de res 1/2 kg;116.70;1
85;carne Lomito de res 1/2 kg;111.80;1
84;Costilla de res 1/2 kg;62.85;1
83;carne punta trasera 1/2kg;116.70;1
82;Picadillo de Pollo 1kg;0.00;0
81;Pechuga de Pollo con Hueso 1kg;0.00;0
80;Patas de Pollo 1kg;0.00;0
79;Muslo de Pollo  1kg;0.00;0
78;Molleja de Pollo 1kg;0.00;0
77;Pollo Milanesa 1kg;0.00;0
76;Higado de Pollo 1kg;0.00;0
75;Pollo entero (unidad);199.56;1
74;Pollo churrasco;0.00;0
73;Pollo carapacho;0.00;0
72;Lagarto sin hueso;0.00;0
71;Lagarto con hueso;0.00;0
70;Hueso rojo;0.00;0
69;Pernil 1 kg;175.96;1
68;Patas de cochino 1/2 kg;32.32;1
67;Cochino costilla 1/2 kg;73.61;1
66;Chuleton 1kg;0.00;0
65;Chuleta de cochino 1/2 kg;98.76;1
64;Chuleta de res;0.00;0
63;Chuleta ahumada de cochino 1kg;0.00;0
62;Carne para desmechar estandar (congelado) 1/2 KG;87.98;1
61;CARNE MOLIDA ESTANDAR (FRESCA) 1/2 KG;87.98;1
60;CARNE PARA GUISAR ESTANDAR (FRESCO) 1/2 KG;95.16;1
59;Carne para bistek estandar (congelado) 1/2 KILO;0.00;0
58;Salsa ketchup Pampero 198g;44.57;1
57;Salsa ketchup Pampero 397g;68.65;1
56;Salsa ketchup Heinz de 397g;77.25;1
55;Sal Refinada Ensal 1Kg.;0.00;0
54;Sal Refinada Celestial 1 kg.;9.75;1
53;AMOXI DR PET 30 ML;325.59;1
52;AMOBEST;223.23;1
51;AMINOVIVAL SOL. 120ML;338.15;1
50;ALBENDAZOL 200MGR 2TAB;151.41;1
49;ACIFLUX SUS 50ML;597.90;1
48;TALCO BEBE MOMI 200GR;39.00;1
47;Carne molida de primera;0.00;0
46;Carne para guisar de primera;0.00;0
45;Carne para bistek estandar (congelado) 1/2 KILO;98.76;1
44;Azúcar Refinada Maite 900 Gr.;47.08;1
43;SUAVIZANTE PERLA 1L;0.00;0
42;PASTA CAPRI DEDAL 1KG;51.27;1
41;Café molido Amanecer 250 Gr.;111.45;1
40;Aceite Vegetal Vatel 1 Lt.;102.55;1
39;JUGO NATULAC PERA 500ML;51.62;1
38;JUGO NATULAC MANZANA 500ML;51.62;1
37;JABON REXONA ANTIBACTERIAL FRESH 3X1;100.66;1
36;JABON REXONA ANTIBACTERIAL BAMBOO 120;0.00;0
35;JABON PANELA ZAFIRO JUNIOR 100G;8.61;1
34;JABON LUX BOT VAINILLA 125G;38.71;1
33;Mayonesa Mavesa 900gr;0.00;0
32;Mayonesa Mavesa 175gr;122.17;1
31;Mayonesa Kraft 175gr;60.94;1
30;Margarina Ligera Mavesa 500gr;0.00;0
29;Margarina Nelly 500gr;80.87;1
28;Margarina Nelly 250gr;39.41;1
27;Margarina Mavesa 250gr;49.04;1
26;Margarina Mavesa 500gr;90.51;1
25;lentejas, presentacion de 400g;47.84;1
24;Leche en polvo completa, presentacion 900g;0.00;0
23;Leche en polvo completa, presentacion 500g;0.00;0
22;Leche en polvo completa, presentacion 1Kg.g;0.00;0
21;Leche en polvo sin gluten, presentacion 200g;0.00;0
20;Harina de Trigo Leudante Mary 1Kg.;54.27;1
19;Harina de Trigo Leudante Dulce Mar 1Kg.;0.00;0
18;Caraotas Negras Mi Chacha 1Kg.;0.00;0
17;JABON LUX BOT ROSAS FRANC 125G;38.71;1
16;JABON LUX BOT ORQ. NEGRA 125GR;38.71;1
15;JABON LUX BOT JAZMIN 125GR;38.71;1
14;JABON LIQUIDO BRIX ON AZUL 600ML;96.36;1
13;JABON LIQUIDO BRIX ON AMARILLO 600ML;96.36;1
12;DESINFECTANTE  MISTOLIN FRES FRUTAL 828M;56.78;1
11;CREMA PARA PEINAR;0.00;0
10;CAFE EL PEÑON GOURM 250G;96.36;1
9;CAFE EL PEÑON ESPRESO 500GR;158.31;1
8;Azucar Refinada Maite  1Kg.;0.00;0
7;Azucar Refinada Doce Dia 1Kg.;0.00;0
6;CAFE EL PEÑON 250GR;79.15;1
5;CACAO POLVO DAMASCO 200GR;74.34;1
4;Arroz Mary Tradicional 1Kg.;41.12;1
3;Arroz Agua Blanca 1Kg.;44.25;1
2;Arroz Santoni Excelente 1Kg.;44.25;1
1;Harina de Maiz Amarilla Pan 1Kg.;0.00;0
