Product ID;Imagen;Nombre;Precio (imp. excl.);Estado;;
254;https://inversionesrpz.com/286/guisantes-en-lata-pafia-400-gr.jpg;Guisantes En Lata Pafia 400 Gr.;43.38;1;;
253;https://inversionesrpz.com/285/esponjas-doble-uso-868.jpg;Esponjas Doble Uso 868;12.19;1;;
252;https://inversionesrpz.com//desifectante-nivex-surtido-1-lt.jpg;Desifectante Nivex Surtido 1 Lt;34.02;1;;
251;https://inversionesrpz.com/284/desifectante-mistolin-828-ml.jpg;Desifectante Mistolin 828 Ml.;47.63;1;;
250;https://inversionesrpz.com/283/crema-arroz-primor-bolsa-450-gr.jpg;Crema Arroz Primor Bolsa 450 Gr.;0.00;0;;
249;https://inversionesrpz.com/282/crema-dental-colgate-menta-75-ml.jpg;Crema Dental Colgate Menta 75 Ml;0.00;0;;
248;https://inversionesrpz.com/281/crema-dental-colgate-menta-100-ml.jpg;Crema Dental Colgate Menta 100 Ml;0.00;0;;
247;https://inversionesrpz.com/280/crema-dental-colgate-kids-50-ml.jpg;Crema Dental Colgate Kids 50 Ml;32.04;1;;
246;https://inversionesrpz.com/279/cloro-tapa-amarilla-1-lt.jpg;Cloro Tapa Amarilla 1 Lt;0.00;0;;
245;https://inversionesrpz.com//cloro-nevex-1-lt.jpg;Cloro Nevex  1 Lt;0.00;0;;
244;https://inversionesrpz.com/278/cloro-nevex-ultra-1-lt.jpg;Cloro Nevex Ultra 1 Lt;0.00;0;;
243;https://inversionesrpz.com/277/cloro-king-1-lt.jpg;Cloro King 1 Lt;19.56;1;;
242;https://inversionesrpz.com//cafe-montana-200-gr.jpg;Cafe molido Montaña 200 Gr.;56.14;1;;
241;https://inversionesrpz.com//cafe-montana-100-gr.jpg;Cafe molido Montaña 100 Gr.;28.07;1;;
240;https://inversionesrpz.com/252/toddy-2kg.jpg;Toddy 2kg.;0.00;0;;
239;https://inversionesrpz.com/251/toddy-1kg.jpg;Toddy 1kg;0.00;0;;
238;https://inversionesrpz.com/250/toddy-400gr.jpg;Toddy 400gr;157.63;1;;
237;https://inversionesrpz.com/249/toddy-200gr.jpg;Toddy 200gr;87.87;1;;
236;https://inversionesrpz.com/248/rikesa-tocineta-300gr.jpg;Rikesa Tocineta 300gr;0.00;0;;
235;https://inversionesrpz.com/247/rikesa-cheedar-200gr.jpg;Rikesa Cheedar 200gr;150.82;1;;
234;https://inversionesrpz.com/246/dalvito-300gr.jpg;Dalvito 300gr;0.00;0;;
233;https://inversionesrpz.com/245/dalvito-200gr.jpg;Dalvito 200gr;86.75;1;;
232;https://inversionesrpz.com/276/sardina-tomate-marbonita-170-gr.jpg;Sardina Tomate Marbonita 170 Gr.;18.42;1;;
231;https://inversionesrpz.com/244/pasta-de-tomate-coma-3850kg.jpg;Pasta de Tomate COMA 3.850kg;0.00;0;;
230;https://inversionesrpz.com/243/pasta-de-tomate-coma-500gr.jpg;Pasta de Tomate COMA 500gr;0.00;0;;
229;https://inversionesrpz.com/242/pasta-de-tomate-coma-200gr.jpg;Pasta de Tomate COMA 200gr;0.00;0;;
228;https://inversionesrpz.com/241/pasticho-sindoni-250gr.jpg;Pasticho Sindoni 250gr;0.00;0;;
227;https://inversionesrpz.com/240/pasticho-ronco-250gr.jpg;Pasticho Ronco 250gr;0.00;0;;
226;https://inversionesrpz.com/239/refresco-glup-1l.jpg;Refresco Glup 1L;0.00;0;;
225;https://inversionesrpz.com/238/refresco-glup-2l.jpg;Refresco Glup 2L;0.00;0;;
224;https://inversionesrpz.com/237/refresco-pepsi-15l.jpg;Refresco  Pepsi 1.5L;0.00;0;;
223;https://inversionesrpz.com/236/pepsi-2l.jpg;Refresco Pepsi 2L;0.00;0;;
222;https://inversionesrpz.com/235/coca-cola-2l.jpg;Refresco Coca Cola 2L;0.00;0;;
221;https://inversionesrpz.com/234/gatorade-500ml.jpg;Gatorade 500ml;0.00;0;;
220;https://inversionesrpz.com/233/coca-cola-1l.jpg;Refresco Coca Cola 1L;0.00;0;;
219;https://inversionesrpz.com/275/sardina-picante-margarita-170-gr.jpg;Sardina Picante Margarita 170 Gr.;0.00;0;;
218;https://inversionesrpz.com/231/coca-cola-15l.jpg;Refresco Coca Cola 1.5L;0.00;0;;
217;https://inversionesrpz.com/229/margarina-la-excelencia-15kg.jpg;Margarina La Excelencia 15kg;0.00;0;;
215;https://inversionesrpz.com/227/margarina-chef-sin-sal-.jpg;Margarina Chef Sin Sal;0.00;0;;
214;https://inversionesrpz.com/226/margarina-deline-250gr.jpg;Margarina Deline 250gr;32.60;1;;
213;https://inversionesrpz.com/225/margarina-deline-500gr.jpg;Margarina Deline 500gr;64.92;1;;
212;https://inversionesrpz.com/224/mayonesa-fergos-445gr.jpg;Mayonesa Fergos 445gr;85.61;1;;
211;https://inversionesrpz.com/223/mayonesa-fergos-175gr.jpg;Mayonesa Fergos 175gr;0.00;0;;
210;https://inversionesrpz.com/222/mayonesa-kraft-445gr.jpg;Mayonesa Kraft 445gr;105.75;1;;
209;https://inversionesrpz.com/221/mayonesa-mavesa-36kg.jpg;Mayonesa Mavesa 3.6kg;0.00;0;;
208;https://inversionesrpz.com/274/salsa-tocineta-fritz-240-gr.jpg;Salsa Tocineta Fritz 240 Gr.;53.01;1;;
207;https://inversionesrpz.com/220/maizina-americana-800gr.jpg;Maizina Americana 800gr;130.41;1;;
206;https://inversionesrpz.com/219/maizina-americana-200gr.jpg;Maizina Americana 200gr;37.42;1;;
205;https://inversionesrpz.com/218/maizina-americana-90gr.jpg;Maizina Americana 90gr;19.56;1;;
204;https://inversionesrpz.com/217/leche-liquida-completa-la-pastorena-1l.jpg;Leche Liquida Completa La Pastoreña 1L;48.76;1;;
203;https://inversionesrpz.com/216/leche-liquida-descremada-la-pastorena-1l.jpg;Leche Liquida Descremada La Pastoreña 1L;47.63;1;;
202;https://inversionesrpz.com/215/leche-liquida-completa-purisima-1l.jpg;Leche Liquida Completa Purisima 1L;0.00;0;;
201;https://inversionesrpz.com/214/leche-liquida-descremada-purisima-1l.jpg;Leche Liquida Descremada Purisima 1L;0.00;0;;
199;https://inversionesrpz.com/213/leche-en-polvo-completa-400gr.jpg;Leche En Polvo Completa Dobon 400gr.;91.29;1;;
197;https://inversionesrpz.com/212/leche-en-polvo-completa-do-bon-200gr.jpg;Leche En Polvo Completa Do Bon 200gr;45.64;1;;
196;https://inversionesrpz.com/211/leche-en-polvo-completa-do-bon-120gr.jpg;Leche En Polvo Completa Do Bon 120gr;28.35;1;;
195;https://inversionesrpz.com/210/leche-en-polvo-semidescremada-la-campina-900gr.jpg;Leche En Polvo Semidescremada La Campiña 900gr;0.00;0;;
194;https://inversionesrpz.com/209/leche-en-polvo-la-campina-900gr.jpg;Leche En Polvo La Campiña 900gr;0.00;0;;
192;https://inversionesrpz.com/207/leche-en-polvo-completa-la-campestre-500gr.jpg;Leche En Polvo Completa La Campestre 500gr;0.00;0;;
190;https://inversionesrpz.com/206/leche-en-polvo-completa-la-campestre900gr.jpg;Leche En Polvo Completa La Campestre900gr;269.04;1;;
188;https://inversionesrpz.com/204/lentejas-pantera-900gr.jpg;Lentejas Pantera 900gr;84.77;1;;
187;https://inversionesrpz.com/203/lentejas-pantera-500gr.jpg;Lentejas Pantera 500gr;0.00;0;;
186;https://inversionesrpz.com/202/lentejas-venela-500gr.jpg;Lentejas Venela  500gr;0.00;0;;
185;https://inversionesrpz.com/201/diablitos-under-wood-115gr.jpg;Diablitos Under Wood 115gr;66.63;1;;
184;https://inversionesrpz.com/200/diablitos-underwood-54gr.jpg;Diablitos Under Wood 54gr;36.57;1;;
182;https://inversionesrpz.com//bulto-de-arroz-mary.jpg;Bulto de Arroz Mary;0.00;0;;
181;https://inversionesrpz.com/199/pasta-vermicelli-mary-1kg.jpg;Pasta Vermicelli Mary 1Kg;0.00;0;;
180;https://inversionesrpz.com/198/pasta-vermicelli-horizonte-1kg.jpg;Pasta Vermicelli Horizonte 1Kg;0.00;0;;
179;https://inversionesrpz.com/197/pasta-vermicelli-allegri-1kg.jpg;Pasta Vermicelli Allegri 1Kg;0.00;0;;
177;https://inversionesrpz.com/196/pasta-mary-plumitas-1kg.jpg;Pasta Mary Plumitas 1Kg;0.00;0;;
176;https://inversionesrpz.com/195/pasta-allegri-codos-1kg.jpg;Pasta Allegri Codos 1Kg;0.00;0;;
175;https://inversionesrpz.com/194/crema-de-arroz-polly-450gr.jpg;Crema de Arroz Polly 450gr;0.00;0;;
174;https://inversionesrpz.com/193/crema-de-arroz-mary-450gr.jpg;Crema de Arroz Mary 450gr;23.24;1;;
173;https://inversionesrpz.com/192/crema-de-arroz-agua-blanca-450gr.jpg;Crema de Arroz Agua Blanca 450gr;22.40;1;;
172;https://inversionesrpz.com/191/nestle-cerelac-sachet-900gr.jpg;Nestle Cerelac Sachet 900gr;0.00;0;;
171;https://inversionesrpz.com/190/nestle-cerelac-sachet-400gr.jpg;Nestle Cerelac Sachet 400gr;0.00;0;;
169;https://inversionesrpz.com/189/cerelac-100gr.jpg;Nestle Cerelac 100gr;0.00;0;;
168;https://inversionesrpz.com/188/cafe-fama-de-america-500gr.jpg;Cafe molido Fama de America 500gr;125.03;1;;
167;https://inversionesrpz.com/187/cafe-fama-de-america-250gr.jpg;Cafe molido Fama de America 250gr;61.23;1;;
166;https://inversionesrpz.com/186/cafe-fama-de-america-200gr.jpg;Cafe molido Fama de America 200gr;49.05;1;;
165;https://inversionesrpz.com/185/cafe-fama-de-america-100gr.jpg;Cafe molido Fama de America 100gr;24.38;1;;
164;https://inversionesrpz.com/184/cafe-madrid-500gr.jpg;Cafe molido Madrid 500gr;0.00;0;;
163;https://inversionesrpz.com/183/cafe-madrid-250gr.jpg;Cafe molido Madrid 250gr;59.52;1;;
161;https://inversionesrpz.com/181/cafe-madrid-100gr.jpg;Cafe molido Madrid 100gr;25.22;1;;
160;https://inversionesrpz.com/180/cafe-flor-de-arauca-250gr.jpg;Cafe molido Flor de Arauca 250gr;0.00;0;;
159;https://inversionesrpz.com/179/cafe-arauca-200gr.jpg;Cafe molido Arauca 200gr;0.00;0;;
158;https://inversionesrpz.com/178/cafe-arauca-100gr.jpg;Cafe molido Arauca 100gr.;0.00;0;;
156;https://inversionesrpz.com/177/cafe-amanecer-500gr.jpg;Cafe molido Amanecer 500gr;241.83;1;;
155;https://inversionesrpz.com/176/cafe-amanecer-200gr.jpg;Cafe molido Amanecer 200gr;66.06;1;;
153;https://inversionesrpz.com/174/cafe-amanecer-100gr.jpg;Cafe molido Amanecer 100gr;23.82;1;;
152;https://inversionesrpz.com/173/cafe-brasil-500gr.jpg;Cafe molido Brasil 500gr;0.00;0;;
150;https://inversionesrpz.com/171/cafe-brasil-200gr.jpg;Cafe molido Brasil 200gr;0.00;0;;
148;https://inversionesrpz.com/170/cafe-brasil-100gr.jpg;Cafe molido Brasil 100gr;0.00;0;;
147;https://inversionesrpz.com/169/caraotas-pantera-negras-900gr.jpg;Caraotas Negras Pantera  900gr;73.99;1;;
146;https://inversionesrpz.com/168/caraotas-pantera-negras-454gr.jpg;Caraotas Negras Pantera 454gr;36.84;1;;
144;https://inversionesrpz.com/167/caraotas-rojas-venela-500gr.jpg;Caraotas Rojas Venela 500gr;0.00;0;;
143;https://inversionesrpz.com/166/caraotas-negras-venela-500gr.jpg;Caraotas Negras Venela 500gr;0.00;0;;
141;https://inversionesrpz.com/164/azucar-la-pastora-1kg.jpg;Azucar Refinada La Pastora 1Kg;0.00;0;;
140;https://inversionesrpz.com//azucar-montalban-1kg.jpg;Azucar Refinada Montalban 1Kg;36.57;1;;
139;https://inversionesrpz.com/162/atun-the-king-of-the-seas-170gr.jpg;Atun The King Of The Seas 170gr;40.82;1;;
137;https://inversionesrpz.com/161/atun-margarita-en-aceite-140gr.jpg;Atun Margarita en Aceite 140gr;0.00;0;;
135;https://inversionesrpz.com/159/arroz-mary-premium-1kg.jpg;Arroz Mary Premium 1Kg;0.00;0;;
134;https://inversionesrpz.com/158/arroz-mary-superior-1kg.jpg;Arroz Mary Superior 1Kg;0.00;0;;
133;https://inversionesrpz.com/157/avena-en-hojuelas-quaker-200gr.jpg;Avena en Hojuelas QUAKER 200gr;0.00;0;;
132;https://inversionesrpz.com/156/avena-en-hojuelas-pantera-800gr.jpg;Avena en Hojuelas Pantera 800gr;57.84;1;;
131;https://inversionesrpz.com/155/avena-en-hojuelas-pantera-400gr.jpg;Avena en Hojuelas Pantera 400gr;31.17;1;;
130;https://inversionesrpz.com/154/avena-en-hojuelas-don-pancho-400gr.jpg;Avena en Hojuelas Don Pancho 400gr;45.36;1;;
129;https://inversionesrpz.com/153/aceitunas-enteras-verdes-casa-de-fruta-240gr.jpg;Aceitunas Enteras Verdes Casa De Fruta 240gr;0.00;0;;
128;https://inversionesrpz.com/152/aceitunas-casa-de-fruta-rellenas-180gr.jpg;Aceitunas Casa De Fruta Rellenas 180gr;0.00;0;;
127;https://inversionesrpz.com/151/aceite-vatel-soya-500ml.jpg;Aceite de Soya Vatel 500ml;0.00;0;;
126;https://inversionesrpz.com/150/aceite-vatel-soya-1l.jpg;Aceite de Soya Vatel 1L;85.61;1;;
124;https://inversionesrpz.com/149/aceite-corcovado-900ml.jpg;Aceite de Soya Corcovado 900ml;0.00;0;;
123;https://inversionesrpz.com/148/aceite-coamo-de-soya-900ml.jpg;Aceite de Soya Coamo  900ml;0.00;0;;
122;https://inversionesrpz.com/147/aceite-de-maiz-mazeite-1l.jpg;Aceite de Maiz  MAZEITE 1L;127.59;1;;
121;https://inversionesrpz.com/146/harina-de-trigo-ronco-leudante-1kg.jpg;Harina de Trigo Ronco Leudante 1Kg;0.00;0;;
120;https://inversionesrpz.com/145/harina-de-trigo-ronco-todo-uso-1kg.jpg;Harina de Trigo Ronco Todo Uso 1Kg;45.36;1;;
119;https://inversionesrpz.com/144/harina-de-trigo-dona-maria-1kg.jpg;Harina de Trigo Doña Maria 1Kg;43.95;1;;
118;https://inversionesrpz.com/143/harina-de-trigo-dulce-mar-todo-uso-1kg.jpg;Harina de Trigo Dulce Mar Todo Uso 1Kg;0.00;0;;
117;https://inversionesrpz.com/142/harina-de-trigo-dulce-mar-leudante-1kg.jpg;Harina de Trigo Dulce Mar Leudante 1Kg;0.00;0;;
116;https://inversionesrpz.com/141/harina-de-maiz-blanca-kaly-1kg.jpg;Harina de Maiz Blanca Kaly 1Kg;26.93;1;;
115;https://inversionesrpz.com/140/harina-de-maiz-blanca-juana-1kg.jpg;Harina de Maiz Blanca Juana 1Kg;0.00;0;;
114;https://inversionesrpz.com/138/harina-pan-blanca-1k.jpg;harina de maiz blanca pan 1kg;32.89;1;;
109;https://inversionesrpz.com/137/combo-quincenal.jpg;Combo Quincenal;0.00;0;;
107;https://inversionesrpz.com/135/bulto-de-harina-de-maiz-pan-amarilla-1-kg.jpg;Bulto de Harina de maÃ­z Pan amarilla 1 Kg;0.00;0;;
106;https://inversionesrpz.com/107/crama-dental-colgate-plax.jpg;Crema Dental Colgate Plax;29.77;1;;
105;https://inversionesrpz.com/108/jabon-lux.jpg;Jabon Lux;0.00;0;;
104;https://inversionesrpz.com/109/desodorante-lady-speed-stick.jpg;Desodorante Lady Speed Stick;0.00;0;;
103;https://inversionesrpz.com/110/papel-higienico-lucianos.jpg;Papel Higienico Lucianos Morado;22.96;1;;
102;https://inversionesrpz.com/133/afeitadora-maturbe.jpg;Afeitadora Maturbe;0.00;0;;
101;https://inversionesrpz.com/111/toallas-sanitarias-alive.jpg;Toallas Sanitarias Alive;0.00;0;;
100;https://inversionesrpz.com/112/jabon-azul-panela-las-llaves.jpg;Jabon Azul Panela Las Llaves 250g.;0.00;0;;
99;https://inversionesrpz.com/113/cloro-kris-38-lts.jpg;Cloro Kris 3.8 Lts.;29.49;1;;
98;https://inversionesrpz.com/114/cloro-kris-1-lts.jpg;Cloro Kris 1 Lts.;0.00;0;;
97;https://inversionesrpz.com/115/lavaplatos-kris.jpg;Lavaplatos Kris;0.00;0;;
96;https://inversionesrpz.com/116/jabon-en-polvo-ace-1-kg.jpg;JabÃ³n en polvo ACE 1 Kg.;0.00;0;;
95;https://inversionesrpz.com/273/gatorade.jpg;Salsa Barbecue BBQ Fritz 290 Gr.;0.00;0;;
94;https://inversionesrpz.com/272/glup-cola-2-lts.jpg;Lavaplatos Axion Crema 500 Gr.;113.96;1;;
93;https://inversionesrpz.com//glup-cola-1-lts.jpg;Atun  Doña Magola 170 Gr.;0.00;0;;
92;https://inversionesrpz.com/271/pepsi-1-lts.jpg;Jabón En Polvo Alive Verde 1 kg.;50.19;1;;
91;https://inversionesrpz.com/270/pepsi-15-lts.jpg;Jabón En Polvo Alive Azul 1 Kg.;0.00;0;;
90;https://inversionesrpz.com/269/pepsi-2-lts.jpg;Jabón En Polvo Alive Verde 500gr.;0.00;0;;
89;https://inversionesrpz.com/268/coca-cola-1-lts.jpg;Jabón En Polvo Alive Azul 500gr.;25.22;1;;
88;https://inversionesrpz.com/267/coca-cola-15-lts.jpg;Ajax Liquido Multi Superficies 1 Lt.;116.81;1;;
87;https://inversionesrpz.com/266/coca-cola-2-lts.jpg;Ajax Liquido Multi Superficies 500 Ml;67.47;1;;
86;https://inversionesrpz.com/86/solomo-de-res.jpg;Solomo de res;0.00;0;;
85;https://inversionesrpz.com/85/lomito-de-res.jpg;Lomito de res;0.00;0;;
84;https://inversionesrpz.com/84/costilla-de-res.jpg;Costilla de res;0.00;0;;
83;https://inversionesrpz.com/83/punta-trasera.jpg;Punta trasera;0.00;0;;
82;https://inversionesrpz.com/82/picadillo-de-pollo.jpg;Picadillo de Pollo 1kg;0.00;0;;
81;https://inversionesrpz.com/81/pechuga-de-pollo-con-hueso.jpg;Pechuga de Pollo con Hueso 1kg;0.00;0;;
80;https://inversionesrpz.com/80/patas-de-pollo.jpg;Patas de Pollo 1kg;0.00;0;;
79;https://inversionesrpz.com/79/muslo-de-pollo.jpg;Muslo de Pollo  1kg;0.00;0;;
78;https://inversionesrpz.com/78/pollo-molleja.jpg;Molleja de Pollo 1kg;0.00;0;;
77;https://inversionesrpz.com/77/pollo-milanesa.jpg;Pollo Milanesa 1kg;0.00;0;;
76;https://inversionesrpz.com/76/higado-de-pollo.jpg;Higado de Pollo 1kg;0.00;0;;
75;https://inversionesrpz.com/75/pollo-entero.jpg;Pollo entero 1kg;70.89;1;;
74;https://inversionesrpz.com/74/pollo-churrasco.jpg;Pollo churrasco;0.00;0;;
73;https://inversionesrpz.com/73/pollo-carapacho.jpg;Pollo carapacho;0.00;0;;
72;https://inversionesrpz.com/72/lagarto-sin-hueso.jpg;Lagarto sin hueso;0.00;0;;
71;https://inversionesrpz.com/71/lagarto-con-hueso.jpg;Lagarto con hueso;0.00;0;;
70;https://inversionesrpz.com/70/hueso-rojo.jpg;Hueso rojo;0.00;0;;
69;https://inversionesrpz.com/69/pernil.jpg;Pernil;150.24;1;;
68;https://inversionesrpz.com/68/patas-de-cochino.jpg;Patas de cochino 1kg;45.36;1;;
67;https://inversionesrpz.com/67/cochino-costilla.jpg;Cochino costilla 1kg;184.29;1;;
66;https://inversionesrpz.com/66/chuleton.jpg;Chuleton;127.59;1;;
65;https://inversionesrpz.com/65/chuleta-de-cochino.jpg;Chuleta de cochino 1kg;127.59;1;;
64;https://inversionesrpz.com/64/chuleta-de-res.jpg;Chuleta de res;0.00;0;;
63;https://inversionesrpz.com/63/chuleta-ahumada-de-cochino.jpg;Chuleta ahumada de cochino 1kg;0.00;0;;
62;https://inversionesrpz.com/62/carne-para-desmechar-de-primera.jpg;Carne para desmechar de primera;0.00;0;;
61;https://inversionesrpz.com/118/carne-molida-de-primera.jpg;Carne molida de primera;0.00;0;;
60;https://inversionesrpz.com/60/carne-para-guisar-de-primera.jpg;Carne para guisar de primera;0.00;0;;
59;https://inversionesrpz.com/59/carne-para-bistek-de-primera.jpg;Carne para bistek de primera;0.00;0;;
58;https://inversionesrpz.com/119/salsa-ketchup-presentacion-de-198g.jpg;Salsa ketchup Pampero 198g;36.57;1;;
57;https://inversionesrpz.com/121/salsa-ketchup-presentacion-de-397g.jpg;Salsa ketchup Pampero 397g;55.00;1;;
56;https://inversionesrpz.com/56/salsa-ketchup-presentacion-de-397g.jpg;Salsa ketchup Heinz de 397g;58.40;1;;
55;https://inversionesrpz.com/55/sal-refinada-presentacion-1kgg.jpg;Sal Refinada Ensal 1Kg.;0.00;0;;
54;https://inversionesrpz.com/54/sal-refinada-presentacion-1kgg.jpg;Sal Refinada Celestial 1 kg.;8.49;1;;
47;https://inversionesrpz.com//carne-molida-de-primera.jpg;Carne molida de primera;0.00;0;;
46;https://inversionesrpz.com/129/carne-para-guisar-de-primera.jpg;Carne para guisar de primera;0.00;0;;
45;https://inversionesrpz.com/130/carne-para-bistek-de-primera.jpg;Carne para bistek de primera;0.00;0;;
44;https://inversionesrpz.com/265/salsa-ketchup-presentacion-de-198g.jpg;Azúcar Refinada Maite 900 Gr.;31.76;1;;
