Product ID;Nombre;34.98;
277;ACEITE ALMA 800ML;71.71;1
122;Aceite de Maiz  MAZEITE 1L;140.62;1
531;Aceite de oliva 250 ml San Cipriano;227.28;1
532;Aceite de oliva 500 ml San cipriano;401.87;1
123;Aceite de Soya Coamo  900ml;79.46;1
124;Aceite de Soya Corcovado 900ml;0;0
527;ACEITE DE SOYA SAN CIPRIANO 1 LITRO;110.62;1
126;Aceite de Soya Vatel 1L;103.54;1
127;Aceite de Soya Vatel 500ml;55.27;1
278;ACEITE OLIVA GALLO 500ML;332.32;1
279;ACEITE OLIVA KALDINI VID 1L;524.7;1
280;ACEITE PORTUMESA 700ML;59.47;1
281;ACEITE SALAD ESP 900ML;66.46;1
282;ACEITE SOYA 900ML;66.46;1
435;Aceite Vegetal Ideal 400ml;0;0
40;Aceite Vegetal Vatel 1 Lt.;103.54;1
128;Aceitunas Casa De Fruta Rellenas 180gr;0;0
129;Aceitunas Enteras Verdes Casa De Fruta 240gr;0;0
102;Afeitadora Maturbe;0;0
88;Ajax Liquido Multi Superficies 1 Lt.;135.72;1
87;Ajax Liquido Multi Superficies 500 Ml;89.55;1
584;ANTIBIOTICO OCULAR Y ÓTICO CIPROFLOXACINO CIPZY 15ML;45.47;1
3;Arroz Agua Blanca 1Kg.;42.68;1
283;ARROZ GRAN MARQUES 1K PR;38.48;1
384;ARROZ MARY DORADO 800 GR;42.29;1
284;ARROZ MARY ESMERA 900G;45.47;1
135;Arroz Mary Premium 1Kg;0;0
134;Arroz Mary Superior 1Kg;45.09;1
4;Arroz Mary Tradicional 1Kg.;41.07;1
285;ARROZ PRIMOR CLASICO 1K;50.72;1
286;ARROZ SANTONI EXCEL 1K;40.23;1
2;Arroz Santoni Excelente 1Kg.;0;0
287;ARROZ SANTONI PREM 900G;36.73;1
288;ARROZ SANTONI ZAFI 800;36.73;1
289;ARROZ VENELA 900GR;38.48;1
290;ARVEJA VERD PANTERA 900;62.96;1
291;ARVEJA VERD VENELA 500;38.48;1
292;ARVEJA VERDE CHACHA 1K;69.96;1
293;ARVEJA VERDE CHACHA 400;31.48;1
93;Atun  Doña Magola 170 Gr.;0;0
294;ATUN 142G WILLINGER ACEITE;36.73;1
295;ATUN 170G WILLIENGER AGUA;41.98;1
296;ATUN 170G WILLINGER ACEITE;41.98;1
297;ATUN DIPLOMATICO TOMATE 170GR;29.74;1
298;ATUN EVEBA ACEIT VEG 140GR;59.49;1
299;ATUN EVEBA ACEIT VEG 170GR;74.86;1
137;Atun Margarita en Aceite 140gr;0;0
518;ATUN ROBIN HOOD 175G;0;0
139;Atun The King Of The Seas 170gr;0;0
130;Avena en Hojuelas Don Pancho 400gr;55.97;1
131;Avena en Hojuelas Pantera 400gr;35.69;1
132;Avena en Hojuelas Pantera 800gr;70.38;1
133;Avena en Hojuelas QUAKER 200gr;0;0
300;AVENA MI CHACHA 800GR;66.46;1
301;AVENA VENELA 400GR;31.48;1
44;Azúcar Refinada Maite 900 Gr.;39.18;1
302;AZUCAR 100 X 100 900GR;41.98;1
385;AZUCAR DON GENARO 1 KILO;45.97;1
7;Azucar Refinada Doce Dia 1Kg.;0;0
141;Azucar Refinada La Pastora 1Kg;0;0
8;Azucar Refinada Maite  1Kg.;0;0
140;Azucar Refinada Montalban 1Kg;0;0
