Product ID;Image;Name;Reference;Category;Price (tax excl.);Price (tax incl.);Quantity;Status;Position
13;https://inversionesrpz.com/16/brown-bear-vector-graphics.jpg;Brown bear - Vector graphics;demo_19;Eventos y Festejos;9.000.000;9;300;0;
12;https://inversionesrpz.com/15/mountain-fox-vector-graphics.jpg;Mountain fox - Vector graphics;demo_18;Eventos y Festejos;9.000.000;9;300;0;
11;https://inversionesrpz.com/13/hummingbird-cushion.jpg;Hummingbird cushion;demo_17;Servicios Automotrices;18.900.000;18.9;600;0;
10;https://inversionesrpz.com/11/brown-bear-cushion.jpg;Brown bear cushion;demo_16;Servicios Automotrices;18.900.000;18.9;600;0;
9;https://inversionesrpz.com/9/mountain-fox-cushion.jpg;Mountain fox cushion;demo_15;Servicios Automotrices;18.900.000;18.9;600;0;
8;https://inversionesrpz.com/8/mug-today-is-a-good-day.jpg;Mug Today is a good day;demo_13;Servicios Automotrices;11.900.000;11.9;300;0;
7;https://inversionesrpz.com/7/mug-the-adventure-begins.jpg;Mug The adventure begins;demo_12;Servicios Automotrices;11.900.000;11.9;300;0;
6;https://inversionesrpz.com/6/mug-the-best-is-yet-to-come.jpg;Mug The best is yet to come;demo_11;Servicios Automotrices;11.900.000;11.9;300;0;
5;https://inversionesrpz.com/5/today-is-a-good-day-framed-poster.jpg;Today is a good day Framed poster;demo_7;Eventos y Festejos;29.000.000;29;900;0;
4;https://inversionesrpz.com/4/the-adventure-begins-framed-poster.jpg;The adventure begins Framed poster;demo_5;Eventos y Festejos;29.000.000;29;1500;0;
3;https://inversionesrpz.com/3/the-best-is-yet-to-come-framed-poster.jpg;The best is yet to come' Framed poster;demo_6;Eventos y Festejos;29.000.000;29;1500;0;
2;https://inversionesrpz.com/21/brown-bear-printed-sweater.jpg;Hummingbird printed sweater;demo_3;Higiene;35.900.000;35.9;2100;0;
1;https://inversionesrpz.com/1/hummingbird-printed-t-shirt.jpg;Hummingbird printed t-shirt;demo_1;Delivery;23.900.000;23.9;2397;0;
