Product ID;Imagen;Nombre;Referencia;Categoría;Precio (imp. excl.);Precio (imp. incl.);Cantidad;Estado;Posición
517;https://inversionesrpz.com/377/tocino-1-kg.jpg;TOCINO 1 KG;;Inicio;0;;1000;0;
513;https://inversionesrpz.com/376/chuleton-de-paleta-1kg.jpg;CHULETON DE PALETA 1KG;;Inicio;0;;10000;0;
512;https://inversionesrpz.com//pr-codwfeeplus.jpg;Cash on Delivery Fee;COD;Inicio;0;;100;0;
510;https://inversionesrpz.com//dr-prueba.jpg;Dr. Prueba;;Inicio;0;;999999999;0;
509;https://inversionesrpz.com//test.jpg;test;;Inicio;0;;999999999;0;
508;https://inversionesrpz.com//meidco.jpg;meidco;;Inicio;0;;999999999;0;
507;https://inversionesrpz.com/375/lic-christopher-telleria.jpg;LIC. CHRISTOPHER TELLERIA;;Inicio;681.75;;999999994;0;
506;https://inversionesrpz.com/374/dra-vanessa-pifano.jpg;DRA. VANESSA PIFANO;;Inicio;681.75;;999999997;0;
505;https://inversionesrpz.com/373/dra-normelis-silva.jpg;DRA. NORMELIS SILVA;;Inicio;681.75;;999999999;0;
504;https://inversionesrpz.com/372/dra-nohemi-melendez.jpg;DRA. NOHEMI MELENDEZ;;Inicio;681.75;;999999999;0;
501;https://inversionesrpz.com/369/dra-magalys-guzman.jpg;DRA. MAGALYS GUZMAN ;;Inicio;681.75;;999999999;0;
500;https://inversionesrpz.com/368/dra-geraldine-mendoza.jpg;DRA. GERALDINE MENDOZA;;Inicio;681.75;;999999999;0;
499;https://inversionesrpz.com/367/dr-saul-vieira.jpg;DR. SAUL VIEIRA;;Inicio;681.75;;999999998;0;
498;https://inversionesrpz.com/366/dr-roger-martinez.jpg;DR. ROGER MARTINEZ;;Inicio;681.75;;999999999;0;
497;https://inversionesrpz.com/365/dr-manuel-montana.jpg;DR. MANUEL MONTANA;;Inicio;681.75;;999999998;0;
496;https://inversionesrpz.com/364/dr-luis-guerra.jpg;DR. LUIS GUERRA;;Inicio;681.75;;999999999;0;
495;https://inversionesrpz.com/363/dr-kerwing-toro.jpg;DR.  KERWING TORO;;Inicio;681.75;;999999999;0;
494;https://inversionesrpz.com/362/dr-jesus-vera.jpg;DR. JESUS VERA;;Inicio;681.75;;999999999;0;
493;https://inversionesrpz.com/361/dra-florinda-duque.jpg;DRA. FLORINDA DUQUE;;Inicio;681.75;;999999999;0;
492;https://inversionesrpz.com/358/dr-chamberlain-cherubini.jpg;DR. CHAMBERLAIN CHERUBINI;;Inicio;681.75;;999999999;0;
491;https://inversionesrpz.com/360/dr-alexander-carrero.jpg;DR. ALEXANDER CARRERO;;Inicio;681.75;;999999999;0;
490;https://inversionesrpz.com/355/dr-carlos-tovar.jpg;DR. CARLOS TOVAR;;Inicio;681.75;;999999999;0;
485;https://inversionesrpz.com/359/dr-abelardo-j-bachour-d.jpg;Dr Abelardo J. Bachour D.;;Inicio;681.75;;999999999;0;
481;https://inversionesrpz.com/348/dr-prueba-2.jpg;Dr. prueba 2;;Inicio;681.75;;999999999;0;
480;https://inversionesrpz.com/347/dr-prueba.jpg;Dr. Prueba ;;Inicio;681.75;;999999983;0;
