Product ID;Imagen;Peso;Caracteristicas;;
201;https://inversionesrpz.com/214/leche-liquida-descremada-purisima-1l.jpg;1;Presentación: Liquido;;
199;https://inversionesrpz.com/213/leche-en-polvo-completa-400gr.jpg;0,4;Presentación: Polvo;;
197;https://inversionesrpz.com/212/leche-en-polvo-completa-do-bon-200gr.jpg;0,2;Presentación: Polvo;;
196;https://inversionesrpz.com/211/leche-en-polvo-completa-do-bon-120gr.jpg;0,12;Presentación: Polvo;;
195;https://inversionesrpz.com/210/leche-en-polvo-semidescremada-la-campina-900gr.jpg;0,9;Presentación: Polvo;;
194;https://inversionesrpz.com/209/leche-en-polvo-la-campina-900gr.jpg;0,9;Presentación: Polvo;;
192;https://inversionesrpz.com/207/leche-en-polvo-completa-la-campestre-500gr.jpg;0,5;Presentación: Polvo;;
190;https://inversionesrpz.com/206/leche-en-polvo-completa-la-campestre900gr.jpg;0,9;Presentación: Polvo;;
188;https://inversionesrpz.com/204/lentejas-pantera-900gr.jpg;0,9;Presentación: Solido;;
187;https://inversionesrpz.com/203/lentejas-pantera-500gr.jpg;0,5;Presentación: Solido;;
186;https://inversionesrpz.com/202/lentejas-venela-500gr.jpg;0,5;Presentación: Solido;;
185;https://inversionesrpz.com/201/diablitos-under-wood-115gr.jpg;0,115;Presentación: Solido;;
184;https://inversionesrpz.com/200/diablitos-underwood-54gr.jpg;0,54;Presentación: Solido;;
182;https://inversionesrpz.com//bulto-de-arroz-mary.jpg;;Presentación: Solido;;
181;https://inversionesrpz.com/199/pasta-vermicelli-mary-1kg.jpg;1;Presentación: Solido;;
180;https://inversionesrpz.com/198/pasta-vermicelli-horizonte-1kg.jpg;1;Presentación: Solido;;
179;https://inversionesrpz.com/197/pasta-vermicelli-allegri-1kg.jpg;1;Presentación: Solido;;
177;https://inversionesrpz.com/196/pasta-mary-plumitas-1kg.jpg;1;Presentación: Solido;;
176;https://inversionesrpz.com/195/pasta-allegri-codos-1kg.jpg;1;Presentación: Solido;;
175;https://inversionesrpz.com/194/crema-de-arroz-polly-450gr.jpg;0,45;Presentación: Polvo;;
174;https://inversionesrpz.com/193/crema-de-arroz-mary-450gr.jpg;0,45;Presentación: Polvo;;
173;https://inversionesrpz.com/192/crema-de-arroz-agua-blanca-450gr.jpg;0,45;Presentación: Polvo;;
172;https://inversionesrpz.com/191/nestle-cerelac-sachet-900gr.jpg;0,9;Presentación: Polvo;;
171;https://inversionesrpz.com/190/nestle-cerelac-sachet-400gr.jpg;0,4;Presentación: Polvo;;
169;https://inversionesrpz.com/189/cerelac-100gr.jpg;0,1;Presentación: Polvo;;
168;https://inversionesrpz.com/188/cafe-fama-de-america-500gr.jpg;0,5;Presentación: Polvo;;
167;https://inversionesrpz.com/187/cafe-fama-de-america-250gr.jpg;0,25;Presentación: Polvo;;
166;https://inversionesrpz.com/186/cafe-fama-de-america-200gr.jpg;0,2;Presentación: Polvo;;
165;https://inversionesrpz.com/185/cafe-fama-de-america-100gr.jpg;0,1;Presentación: Polvo;;
164;https://inversionesrpz.com/184/cafe-madrid-500gr.jpg;0,5;Presentación: Polvo;;
163;https://inversionesrpz.com/183/cafe-madrid-250gr.jpg;0,25;Presentación: Polvo;;
161;https://inversionesrpz.com/181/cafe-madrid-100gr.jpg;0,1;Presentación: Polvo;;
160;https://inversionesrpz.com/180/cafe-flor-de-arauca-250gr.jpg;0,25;Presentación: Polvo;;
159;https://inversionesrpz.com/179/cafe-arauca-200gr.jpg;0,2;Presentación: Polvo;;
158;https://inversionesrpz.com/178/cafe-arauca-100gr.jpg;0,1;Presentación: Polvo;;
156;https://inversionesrpz.com/177/cafe-amanecer-500gr.jpg;0,5;Presentación: Polvo;;
155;https://inversionesrpz.com/176/cafe-amanecer-200gr.jpg;0,2;Presentación: Polvo;;
153;https://inversionesrpz.com/174/cafe-amanecer-100gr.jpg;0,1;Presentación: Polvo;;
152;https://inversionesrpz.com/173/cafe-brasil-500gr.jpg;0,5;Presentación: Polvo;;
150;https://inversionesrpz.com/171/cafe-brasil-200gr.jpg;0,2;Presentación: Polvo;;
148;https://inversionesrpz.com/170/cafe-brasil-100gr.jpg;0,1;Presentación: Polvo;;
147;https://inversionesrpz.com/169/caraotas-pantera-negras-900gr.jpg;0,9;Presentación: Solido;;
146;https://inversionesrpz.com/168/caraotas-pantera-negras-454gr.jpg;0,445;Presentación: Solido;;
144;https://inversionesrpz.com/167/caraotas-rojas-venela-500gr.jpg;0,5;Presentación: Solido;;
143;https://inversionesrpz.com/166/caraotas-negras-venela-500gr.jpg;0,5;Presentación: Solido;;
141;https://inversionesrpz.com/164/azucar-la-pastora-1kg.jpg;1;Presentación: Solido;;
140;https://inversionesrpz.com/163/azucar-montalban-1kg.jpg;1;Presentación: Solido;;
139;https://inversionesrpz.com/162/atun-the-king-of-the-seas-170gr.jpg;0,17;Presentación: Solido;;
137;https://inversionesrpz.com/161/atun-margarita-en-aceite-140gr.jpg;0,14;Presentación: Solido;;
135;https://inversionesrpz.com/159/arroz-mary-premium-1kg.jpg;1;Presentación: Solido;;
134;https://inversionesrpz.com/158/arroz-mary-superior-1kg.jpg;1;Presentación: Solido;;
133;https://inversionesrpz.com/157/avena-en-hojuelas-quaker-200gr.jpg;0,2;Presentación: Solido;;
132;https://inversionesrpz.com/156/avena-en-hojuelas-pantera-800gr.jpg;0,8;Presentación: Solido;;
131;https://inversionesrpz.com/155/avena-en-hojuelas-pantera-400gr.jpg;0,4;Presentación: Solido;;
130;https://inversionesrpz.com/154/avena-en-hojuelas-don-pancho-400gr.jpg;0,4;Presentación: Solido;;
129;https://inversionesrpz.com/153/aceitunas-enteras-verdes-casa-de-fruta-240gr.jpg;0,24;Presentación: Solido;;
128;https://inversionesrpz.com/152/aceitunas-casa-de-fruta-rellenas-180gr.jpg;0,18;Presentación: Solido;;
127;https://inversionesrpz.com/151/aceite-vatel-soya-500ml.jpg;0,5;Presentación: Liquido;;
126;https://inversionesrpz.com/150/aceite-vatel-soya-1l.jpg;1;Presentación: Liquido;;
124;https://inversionesrpz.com/149/aceite-corcovado-900ml.jpg;0,9;Presentación: Liquido;;
123;https://inversionesrpz.com/148/aceite-coamo-de-soya-900ml.jpg;0,9;Presentación: Liquido;;
122;https://inversionesrpz.com/147/aceite-de-maiz-mazeite-1l.jpg;1;Presentación: Liquido;;
121;https://inversionesrpz.com/146/harina-de-trigo-ronco-leudante-1kg.jpg;1;Presentación: Solido;;
120;https://inversionesrpz.com/145/harina-de-trigo-ronco-todo-uso-1kg.jpg;1;Presentación: Solido;;
119;https://inversionesrpz.com/144/harina-de-trigo-dona-maria-1kg.jpg;1;Presentación: Solido;;
118;https://inversionesrpz.com/143/harina-de-trigo-dulce-mar-todo-uso-1kg.jpg;1;Presentación: Solido;;
117;https://inversionesrpz.com/142/harina-de-trigo-dulce-mar-leudante-1kg.jpg;1;Presentación: Solido;;
116;https://inversionesrpz.com/141/harina-de-maiz-blanca-kaly-1kg.jpg;1;Presentación: Solido;;
115;https://inversionesrpz.com/140/harina-de-maiz-blanca-juana-1kg.jpg;1;Presentación: Solido;;
114;https://inversionesrpz.com/138/harina-pan-blanca-1k.jpg;1;Presentación: Solido;;
109;https://inversionesrpz.com/137/combo-quincenal.jpg;1;Presentación: Mixto;;
107;https://inversionesrpz.com/135/bulto-de-harina-de-maiz-pan-amarilla-1-kg.jpg;1;Presentación: Solido;;
106;https://inversionesrpz.com/107/crama-dental-colgate-plax.jpg;;Presentación: Solido;;
105;https://inversionesrpz.com/108/jabon-lux.jpg;;Presentación: Solido;;
104;https://inversionesrpz.com/109/desodorante-lady-speed-stick.jpg;;Presentación: Solido;;
103;https://inversionesrpz.com/110/papel-higienico-lucianos.jpg;;Presentación: Solido;;
102;https://inversionesrpz.com/133/afeitadora-maturbe.jpg;;Presentación: Solido;;
101;https://inversionesrpz.com/111/toallas-sanitarias-alive.jpg;;Presentación: Solido;;
100;https://inversionesrpz.com/112/jabon-azul-panela-las-llaves.jpg;;Presentación: Solido;;
99;https://inversionesrpz.com/113/cloro-kris-38-lts.jpg;3,8;Presentación: Liquido;;
98;https://inversionesrpz.com/114/cloro-kris-1-lts.jpg;1;Presentación: Liquido;;
97;https://inversionesrpz.com/115/lavaplatos-kris.jpg;1;Presentación: Liquido;;
96;https://inversionesrpz.com/116/jabon-en-polvo-ace-1-kg.jpg;1;Presentación: Polvo;;
95;https://inversionesrpz.com/95/gatorade.jpg;2;Presentación: Liquido;;
94;https://inversionesrpz.com/94/glup-cola-2-lts.jpg;1;Presentación: Liquido;;
93;https://inversionesrpz.com/93/glup-cola-1-lts.jpg;1;Presentación: Liquido;;
92;https://inversionesrpz.com/92/pepsi-1-lts.jpg;1;Presentación: Liquido;;
91;https://inversionesrpz.com/117/pepsi-15-lts.jpg;1,5;Presentación: Liquido;;
90;https://inversionesrpz.com/90/pepsi-2-lts.jpg;2;Presentación: Liquido;;
89;https://inversionesrpz.com/89/coca-cola-1-lts.jpg;1;Presentación: Liquido;;
88;https://inversionesrpz.com/88/coca-cola-15-lts.jpg;1,5;Presentación: Liquido;;
87;https://inversionesrpz.com/87/coca-cola-2-lts.jpg;2;Presentación: Liquido;;
86;https://inversionesrpz.com/86/solomo-de-res.jpg;1;Presentación: Solido;;
85;https://inversionesrpz.com/85/lomito-de-res.jpg;1;Presentación: Solido;;
84;https://inversionesrpz.com/84/costilla-de-res.jpg;1;Presentación: Solido;;
83;https://inversionesrpz.com/83/punta-trasera.jpg;1;Presentación: Solido;;
82;https://inversionesrpz.com/82/picadillo-de-pollo.jpg;1;Presentación: Solido;;
81;https://inversionesrpz.com/81/pechuga-de-pollo-con-hueso.jpg;1;Presentación: Solido;;
80;https://inversionesrpz.com/80/patas-de-pollo.jpg;1;Presentación: Solido;;
79;https://inversionesrpz.com/79/muslo-de-pollo.jpg;1;Presentación: Solido;;
78;https://inversionesrpz.com/78/pollo-molleja.jpg;1;Presentación: Solido;;
77;https://inversionesrpz.com/77/pollo-milanesa.jpg;1;Presentación: Solido;;
76;https://inversionesrpz.com/76/higado-de-pollo.jpg;1;Presentación: Solido;;
75;https://inversionesrpz.com/75/pollo-entero.jpg;1;Presentación: Solido;;
74;https://inversionesrpz.com/74/pollo-churrasco.jpg;1;Presentación: Solido;;
73;https://inversionesrpz.com/73/pollo-carapacho.jpg;1;Presentación: Solido;;
72;https://inversionesrpz.com/72/lagarto-sin-hueso.jpg;1;Presentación: Solido;;
71;https://inversionesrpz.com/71/lagarto-con-hueso.jpg;1;Presentación: Solido;;
70;https://inversionesrpz.com/70/hueso-rojo.jpg;1;Presentación: Solido;;
69;https://inversionesrpz.com/69/pernil.jpg;1;Presentación: Solido;;
68;https://inversionesrpz.com/68/patas-de-cochino.jpg;1;Presentación: Solido;;
67;https://inversionesrpz.com/67/cochino-costilla.jpg;1;Presentación: Solido;;
66;https://inversionesrpz.com/66/chuleton.jpg;1;Presentación: Solido;;
65;https://inversionesrpz.com/65/chuleta-de-cochino.jpg;1;Presentación: Solido;;
64;https://inversionesrpz.com/64/chuleta-de-res.jpg;1;Presentación: Solido;;
63;https://inversionesrpz.com/63/chuleta-ahumada-de-cochino.jpg;1;Presentación: Solido;;
62;https://inversionesrpz.com/62/carne-para-desmechar-de-primera.jpg;1;Presentación: Solido;;
61;https://inversionesrpz.com/118/carne-molida-de-primera.jpg;1;Presentación: Solido;;
60;https://inversionesrpz.com/60/carne-para-guisar-de-primera.jpg;1;Presentación: Solido;;
59;https://inversionesrpz.com/59/carne-para-bistek-de-primera.jpg;1;Presentación: Solido;;
58;https://inversionesrpz.com/119/salsa-ketchup-presentacion-de-198g.jpg;0,198;Presentación: Solido;;
57;https://inversionesrpz.com/121/salsa-ketchup-presentacion-de-397g.jpg;0,397;Presentación: Solido;;
56;https://inversionesrpz.com/56/salsa-ketchup-presentacion-de-397g.jpg;0,397;Presentación: Solido;;
55;https://inversionesrpz.com/55/sal-refinada-presentacion-1kgg.jpg;1;Presentación: Solido;;
54;https://inversionesrpz.com/54/sal-refinada-presentacion-1kgg.jpg;1;Presentación: Solido;;
47;https://inversionesrpz.com//carne-molida-de-primera.jpg;1;Presentación: Solido;;
46;https://inversionesrpz.com/129/carne-para-guisar-de-primera.jpg;1;Presentación: Solido;;
45;https://inversionesrpz.com/130/carne-para-bistek-de-primera.jpg;1;Presentación: Solido;;
44;https://inversionesrpz.com/131/salsa-ketchup-presentacion-de-198g.jpg;0,198;Presentación: Solido;;
41;https://inversionesrpz.com/41/sal-refinada-presentacion-1kgg.jpg;1;Presentación: Polvo;;
40;https://inversionesrpz.com/40/sal-refinada-presentacion-1kgg.jpg;1;Presentación: Polvo;;
33;https://inversionesrpz.com/33/mayonesa-presentacion-900g.jpg;0,9;Presentación: Solido;;
32;https://inversionesrpz.com/32/mayonesa-presentacion-175g.jpg;0,175;Presentación: Solido;;
31;https://inversionesrpz.com/31/mayonesa-presentacion-175g.jpg;0,175;Presentación: Solido;;
30;https://inversionesrpz.com/30/margarina-ligera-presentacion-de-500g.jpg;0,5;Presentación: Solido;;
29;https://inversionesrpz.com/29/mantequilla-presentacion-de-500g.jpg;0,5;Presentación: Solido;;
28;https://inversionesrpz.com/28/mantequilla-presentacion-de-250g.jpg;0,25;Presentación: Solido;;
27;https://inversionesrpz.com/27/mantequilla-presentacion-de-250g.jpg;0,25;Presentación: Solido;;
26;https://inversionesrpz.com/26/mantequilla-presentacion-de-1kg.jpg;1;Presentación: Solido;;
25;https://inversionesrpz.com/25/lentejas-presentacion-de-400g.jpg;0,4;Presentación: Polvo;;
24;https://inversionesrpz.com/24/leche-en-polvo-completa-presentacion-900g.jpg;0,9;Presentación: Polvo;;
23;https://inversionesrpz.com/23/leche-en-polvo-completa-presentacion-500g.jpg;0,5;Presentación: Polvo;;
22;https://inversionesrpz.com/22/leche-en-polvo-completa-presentacion-1kgg.jpg;1;Presentación: Polvo;;
21;https://inversionesrpz.com/21/leche-en-polvo-sin-gluten-presentacion-200g.jpg;0,2;Presentación: Polvo;;
20;https://inversionesrpz.com/20/harina-de-trigo-leudante-presentacion-1kgg.jpg;1;Presentación: Polvo;;
19;https://inversionesrpz.com/19/harina-de-trigo-leudante-presentacion-1kgg.jpg;1;Presentación: Solido;;
18;https://inversionesrpz.com/18/caraotas-negras-presentacion-1kg.jpg;1;Presentación: Solido;;
8;https://inversionesrpz.com/8/azucar-blanca-presentacion-1kg.jpg;1;Presentación: Solido;;
7;https://inversionesrpz.com/128/azucar-blanca-presentacion-1kg.jpg;1;Presentación: Solido;;
4;https://inversionesrpz.com/126/arroz-blanco-entero-presentacion-1kg.jpg;1;Presentación: Solido;;
3;https://inversionesrpz.com/3/arroz-blanco-entero-presentacion-1kg.jpg;1;Presentación: Solido;;
2;https://inversionesrpz.com/2/arroz-blanco-entero-presentacion-1kg.jpg;1;Presentación: Solido;;
1;https://inversionesrpz.com/1/harina-de-maiz-amarilla-pan-presentacion-1kg.jpg;1;Presentación: Solido;;
