Product ID;Imagen;Nombre;Referencia;Categoría;Precio (imp. excl.);Precio (imp. incl.);Cantidad;Estado;Posición
518;https://inversionesrpz.com/378/atun-robin-hood-175g.jpg;ATUN ROBIN HOOD 175G;;Inicio;24.57;24.66;75;1;
517;https://inversionesrpz.com/377/tocino-1-kg.jpg;TOCINO 1 KG;;Inicio;55.22;55.42;1000;1;
513;https://inversionesrpz.com/376/chuleton-de-paleta-1kg.jpg;CHULETON DE PALETA 1KG;;Inicio;124.25;124.70;10000;1;
512;https://inversionesrpz.com//pr-codwfeeplus.jpg;Cash on Delivery Fee;COD;Inicio;0;0.00;100;0;
510;https://inversionesrpz.com//dr-prueba.jpg;Dr. Prueba;;Inicio;0;0.00;999999999;0;
509;https://inversionesrpz.com//test.jpg;test;;Inicio;0;0.00;999999999;0;
508;https://inversionesrpz.com//meidco.jpg;meidco;;Inicio;0;0.00;999999999;0;
507;https://inversionesrpz.com/375/lic-christopher-telleria.jpg;LIC. CHRISTOPHER TELLERIA;;Inicio;552.2;554.20;999999994;1;
506;https://inversionesrpz.com/374/dra-vanessa-pifano.jpg;DRA. VANESSA PIFANO;;Inicio;552.2;554.20;999999997;1;
505;https://inversionesrpz.com/373/dra-normelis-silva.jpg;DRA. NORMELIS SILVA;;Inicio;552.2;554.20;999999999;1;
504;https://inversionesrpz.com/372/dra-nohemi-melendez.jpg;DRA. NOHEMI MELENDEZ;;Inicio;552.2;554.20;999999999;1;
501;https://inversionesrpz.com/369/dra-magalys-guzman.jpg;DRA. MAGALYS GUZMAN;;Inicio;552.2;554.20;999999999;1;
500;https://inversionesrpz.com/368/dra-geraldine-mendoza.jpg;DRA. GERALDINE MENDOZA;;Inicio;552.2;554.20;999999999;1;
499;https://inversionesrpz.com/367/dr-saul-vieira.jpg;DR. SAUL VIEIRA;;Inicio;552.2;554.20;999999998;1;
498;https://inversionesrpz.com/366/dr-roger-martinez.jpg;DR. ROGER MARTINEZ;;Inicio;552.2;554.20;999999999;1;
