Product ID;Imagen;Nombre;Referencia;Categoría;Precio (imp. excl.);Precio (imp. incl.);Cantidad;Estado;Posición
118;https://inversionesrpz.com/143/harina-de-trigo-dulce-mar-todo-uso-1kg.jpg;Harina de Trigo Dulce Mar Todo Uso 1Kg;AV0048;Inicio;18.170.000;18,42;5000;0;
119;https://inversionesrpz.com/144/harina-de-trigo-dona-maria-1kg.jpg;Harina de Trigo Do�a Maria 1Kg;AV0047;Inicio;18.170.000;18,42;4999;0;
120;https://inversionesrpz.com/145/harina-de-trigo-ronco-todo-uso-1kg.jpg;Harina de Trigo Ronco Todo Uso 1Kg;AV0046;Inicio;20.060.000;20,33;5000;0;
121;https://inversionesrpz.com/146/harina-de-trigo-ronco-leudante-1kg.jpg;Harina de Trigo Ronco Leudante 1Kg;AV0045;Inicio;21.940.000;22,24;5000;0;
122;https://inversionesrpz.com/147/aceite-de-maiz-mazeite-1l.jpg;Aceite de Maiz  MAZEITE 1L;AV0044;Inicio;62.670.000;63,53;5000;0;
123;https://inversionesrpz.com/148/aceite-coamo-de-soya-900ml.jpg;Aceite Coamo de Soya 900ml;AV0043;Inicio;30.580.000;31;5000;0;
124;https://inversionesrpz.com/149/aceite-corcovado-900ml.jpg;Aceite Corcovado 900ml;AV0042;Inicio;28.200.000;28,59;5000;0;
126;https://inversionesrpz.com/150/aceite-vatel-soya-1l.jpg;Aceite Vatel Soya 1L;AV0041;Inicio;37.620.000;38,13;5000;0;
127;https://inversionesrpz.com/151/aceite-vatel-soya-500ml.jpg;Aceite Vatel Soya 500ml;AV0040;Inicio;0.000000;0;5000;0;
128;https://inversionesrpz.com/152/aceitunas-casa-de-fruta-rellenas-180gr.jpg;Aceitunas Casa De Fruta Rellenas 180gr;AV0039;Inicio;0.000000;0;5000;0;
129;https://inversionesrpz.com/153/aceitunas-enteras-verdes-casa-de-fruta-240gr.jpg;Aceitunas Enteras Verdes Casa De Fruta 240gr;AV0038;Inicio;0.000000;0;5000;0;
130;https://inversionesrpz.com/154/avena-en-hojuelas-don-pancho-400gr.jpg;Avena en Hojuelas Don Pancho 400gr;AC0016;Inicio;18.800.000;19,06;5000;0;
131;https://inversionesrpz.com/155/avena-en-hojuelas-pantera-400gr.jpg;Avena en Hojuelas Pantera 400gr;AC0015;Inicio;13.790.000;13,98;5000;0;
132;https://inversionesrpz.com/156/avena-en-hojuelas-pantera-800gr.jpg;Avena en Hojuelas Pantera 800gr;AC0014;Inicio;23.190.000;23,51;5000;0;
133;https://inversionesrpz.com/157/avena-en-hojuelas-quaker-200gr.jpg;Avena en Hojuelas QUAKER 200gr;AC0013;Inicio;12.540.000;12,71;5000;0;
134;https://inversionesrpz.com/158/arroz-mary-superior-1kg.jpg;Arroz Mary Superior 1Kg;AV0037;Inicio;12.540.000;12,71;5000;0;
135;https://inversionesrpz.com/159/arroz-mary-premium-1kg.jpg;Arroz Mary Premium 1Kg;AV0036;Inicio;14.420.000;14,62;5000;0;
137;https://inversionesrpz.com/161/atun-margarita-en-aceite-140gr.jpg;Atun Margarita en Aceite 140gr;AE0006;Inicio;30.090.000;30,5;5000;0;
139;https://inversionesrpz.com/162/atun-the-king-of-the-seas-170gr.jpg;Atun The King Of The Seas 170gr;AE0005;Inicio;19.430.000;19,7;5000;0;
140;https://inversionesrpz.com/163/azucar-montalban-1kg.jpg;Azucar Montalban 1Kg;AV0035;Inicio;16.920.000;17,15;5000;0;
141;https://inversionesrpz.com/164/azucar-la-pastora-1kg.jpg;Azucar La Pastora 1Kg;AV0034;Inicio;17.550.000;17,79;5000;0;
143;https://inversionesrpz.com/166/caraotas-negras-venela-500gr.jpg;Caraotas Negras Venela 500gr;AG0009;Inicio;0.000000;0;5000;0;
144;https://inversionesrpz.com/167/caraotas-rojas-venela-500gr.jpg;Caraotas Rojas Venela 500gr;AG0008;Inicio;26.330.000;26,69;5000;0;
146;https://inversionesrpz.com/168/caraotas-pantera-negras-454gr.jpg;Caraotas Pantera Negras 454gr;AG0007;Inicio;15.680.000;15,89;5000;0;
147;https://inversionesrpz.com/169/caraotas-pantera-negras-900gr.jpg;Caraotas Pantera Negras 900gr;AG0006;Inicio;30.090.000;30,5;5000;0;
148;https://inversionesrpz.com/170/cafe-brasil-100gr.jpg;Cafe Brasil 100gr;AV0033;Inicio;0.000000;0;5000;0;
150;https://inversionesrpz.com/171/cafe-brasil-200gr.jpg;Cafe Brasil 200gr;AV0032;Inicio;32.600.000;33,04;5000;0;
152;https://inversionesrpz.com/173/cafe-brasil-500gr.jpg;Cafe Brasil 500gr;AV0031;Inicio;75.210.000;76,24;5000;0;
153;https://inversionesrpz.com/174/cafe-amanecer-100gr.jpg;Cafe Amanecer 100gr;AV0030;Inicio;16.300.000;16,53;5000;0;
155;https://inversionesrpz.com/176/cafe-amanecer-200gr.jpg;Cafe Amanecer 200gr;AV0029;Inicio;30.710.000;31,14;5000;0;
156;https://inversionesrpz.com/177/cafe-amanecer-500gr.jpg;Cafe Amanecer 500gr;AV0028;Inicio;76.460.000;77,51;5000;0;
158;https://inversionesrpz.com/178/cafe-arauca-100gr.jpg;Cafe Arauca 100gr.;AV0027;Inicio;26.330.000;26,69;5000;0;
159;https://inversionesrpz.com/179/cafe-arauca-200gr.jpg;Cafe Arauca 200gr;AV0026;Inicio;0.000000;0;5000;0;
160;https://inversionesrpz.com/180/cafe-flor-de-arauca-250gr.jpg;Cafe Flor de Arauca 250gr;AV0025;Inicio;0.000000;0;5000;0;
161;https://inversionesrpz.com/181/cafe-madrid-100gr.jpg;Cafe Madrid 100gr;AV0024;Inicio;15.050.000;15,25;5000;0;
163;https://inversionesrpz.com/183/cafe-madrid-250gr.jpg;Cafe Madrid 250gr;AV0023;Inicio;36.360.000;36,86;5000;0;
164;https://inversionesrpz.com/184/cafe-madrid-500gr.jpg;Cafe Madrid 500gr;AV0022;Inicio;68.950.000;69,89;5000;0;
165;https://inversionesrpz.com/185/cafe-fama-de-america-100gr.jpg;Cafe Fama de America 100gr;AV0021;Inicio;12.540.000;12,71;5000;0;
166;https://inversionesrpz.com/186/cafe-fama-de-america-200gr.jpg;Cafe Fama de America 200gr;AV0020;Inicio;26.330.000;26,69;5000;0;
167;https://inversionesrpz.com/187/cafe-fama-de-america-250gr.jpg;Cafe Fama de America 250gr;AV0019;Inicio;33.850.000;34,32;5000;0;
168;https://inversionesrpz.com/188/cafe-fama-de-america-500gr.jpg;Cafe Fama de America 500gr;AV0018;Inicio;68.320.000;69,26;5000;0;
169;https://inversionesrpz.com/189/cerelac-100gr.jpg;Nestle Cerelac 100gr;AC0012;Inicio;0.000000;0;5000;0;
171;https://inversionesrpz.com/190/nestle-cerelac-sachet-400gr.jpg;Nestle Cerelac Sachet 400gr;AC0011;Inicio;58.920.000;59,73;5000;0;
172;https://inversionesrpz.com/191/nestle-cerelac-sachet-900gr.jpg;Nestle Cerelac Sachet 900gr;AC0010;Inicio;119.080.000;120,71;5000;0;
173;https://inversionesrpz.com/192/crema-de-arroz-agua-blanca-450gr.jpg;Crema de Arroz Agua Blanca 450gr;AC0009;Inicio;10.030.000;10,17;5000;0;
174;https://inversionesrpz.com/193/crema-de-arroz-mary-450gr.jpg;Crema de Arroz Mary 450gr;AC0008;Inicio;9.400.000;9,53;5000;0;
175;https://inversionesrpz.com/194/crema-de-arroz-polly-450gr.jpg;Crema de Arroz Polly 450gr;AC0007;Inicio;20.060.000;20,33;5000;0;
176;https://inversionesrpz.com/195/pasta-allegri-codos-1kg.jpg;Pasta Allegri Codos 1Kg;AV0017;Inicio;0.000000;0;5000;0;
177;https://inversionesrpz.com/196/pasta-mary-plumitas-1kg.jpg;Pasta Mary Plumitas 1Kg;AV0016;Inicio;0.000000;0;5000;0;
179;https://inversionesrpz.com/197/pasta-vermicelli-allegri-1kg.jpg;Pasta Vermicelli Allegri 1Kg;AV0015;Inicio;0.000000;0;5000;0;
180;https://inversionesrpz.com/198/pasta-vermicelli-horizonte-1kg.jpg;Pasta Vermicelli Horizonte 1Kg;AV0014;Inicio;20.060.000;20,33;5000;0;
181;https://inversionesrpz.com/199/pasta-vermicelli-mary-1kg.jpg;Pasta Vermicelli Mary 1Kg;AV0013;Inicio;18.170.000;18,42;5000;0;
182;https://inversionesrpz.com//bulto-de-arroz-mary.jpg;Bulto de Arroz Mary;AV0012;Inicio;0.000000;0;5000;0;
184;https://inversionesrpz.com/200/diablitos-underwood-54gr.jpg;Diablitos Under Wood 54gr;AE0004;Inicio;19.430.000;19,7;5000;0;
185;https://inversionesrpz.com/201/diablitos-under-wood-115gr.jpg;Diablitos Under Wood 115gr;AE0003;Inicio;31.970.000;32,41;5000;0;
186;https://inversionesrpz.com/202/lentejas-venela-500gr.jpg;Lentejas Venela  500gr;AG0005;Inicio;15.680.000;15,89;5000;0;
187;https://inversionesrpz.com/203/lentejas-pantera-500gr.jpg;Lentejas Pantera 500gr;AG0004;Inicio;0.000000;0;5000;0;
188;https://inversionesrpz.com/204/lentejas-pantera-900gr.jpg;Lentejas Pantera 900gr;AG0003;Inicio;37.620.000;38,13;5000;0;
190;https://inversionesrpz.com/206/leche-en-polvo-completa-la-campestre900gr.jpg;Leche En Polvo Completa La Campestre900gr;AL0015;Inicio;112.810.000;114,36;5000;0;
192;https://inversionesrpz.com/207/leche-en-polvo-completa-la-campestre-500gr.jpg;Leche En Polvo Completa La Campestre 500gr;AL0014;Inicio;67.690.000;68,62;5000;0;
194;https://inversionesrpz.com/209/leche-en-polvo-la-campina-900gr.jpg;Leche En Polvo La Campi�a 900gr;AL0013;Inicio;110.300.000;111,82;5000;0;
195;https://inversionesrpz.com/210/leche-en-polvo-semidescremada-la-campina-900gr.jpg;Leche En Polvo Semidescremada La Campi�a 900gr;AL0012;Inicio;110.300.000;111,82;5000;0;
196;https://inversionesrpz.com/211/leche-en-polvo-completa-do-bon-120gr.jpg;Leche En Polvo Completa Do Bon 120gr;AL0011;Inicio;13.790.000;13,98;5000;0;
197;https://inversionesrpz.com/212/leche-en-polvo-completa-do-bon-200gr.jpg;Leche En Polvo Completa Do Bon 200gr;AL0010;Inicio;18.800.000;19,06;5000;0;
199;https://inversionesrpz.com/213/leche-en-polvo-completa-400gr.jpg;Leche En Polvo Completa 400gr;AL0009;Inicio;0.000000;0;5000;0;
201;https://inversionesrpz.com/214/leche-liquida-descremada-purisima-1l.jpg;Leche Liquida Descremada Purisima 1L;AL0008;Inicio;23.820.000;24,15;5000;0;
202;https://inversionesrpz.com/215/leche-liquida-completa-purisima-1l.jpg;Leche Liquida Completa Purisima 1L;AL0007;Inicio;25.080.000;25,42;5000;0;
203;https://inversionesrpz.com/216/leche-liquida-descremada-la-pastorena-1l.jpg;Leche Liquida Descremada La Pastore�a 1L;AL0006;Inicio;21.310.000;21,6;5000;0;
204;https://inversionesrpz.com/217/leche-liquida-completa-la-pastorena-1l.jpg;Leche Liquida Completa La Pastore�a 1L;AL0005;Inicio;21.940.000;22,24;5000;0;
205;https://inversionesrpz.com/218/maizina-americana-90gr.jpg;Maizina Americana 90gr;AC0006;Inicio;8.770.000;8,89;5000;0;
206;https://inversionesrpz.com/219/maizina-americana-200gr.jpg;Maizina Americana 200gr;AC0005;Inicio;17.550.000;17,79;5000;0;
207;https://inversionesrpz.com/220/maizina-americana-800gr.jpg;Maizina Americana 800gr;AC0004;Inicio;60.170.000;61;5000;0;
209;https://inversionesrpz.com/221/mayonesa-mavesa-36kg.jpg;Mayonesa Mavesa 3.6kg;AS0007;Inicio;0.000000;0;5000;0;
210;https://inversionesrpz.com/222/mayonesa-kraft-445gr.jpg;Mayonesa Kraft 445gr;AS0006;Inicio;45.120.000;45,74;5000;0;
211;https://inversionesrpz.com/223/mayonesa-fergos-175gr.jpg;Mayonesa Fergos 175gr;AS0005;Inicio;17.550.000;17,79;5000;0;
212;https://inversionesrpz.com/224/mayonesa-fergos-445gr.jpg;Mayonesa Fergos 445gr;AS0004;Inicio;35.110.000;35,59;5000;0;
213;https://inversionesrpz.com/225/margarina-deline-500gr.jpg;Margarina Deline 500gr;AV0011;Inicio;25.080.000;25,42;5000;0;
214;https://inversionesrpz.com/226/margarina-deline-250gr.jpg;Margarina Deline 250gr;AV0010;Inicio;13.170.000;13,35;5000;0;
215;https://inversionesrpz.com/227/margarina-chef-sin-sal-.jpg;Margarina Chef Sin Sal;AV0009;Inicio;0.000000;0;5000;0;
217;https://inversionesrpz.com/229/margarina-la-excelencia-15kg.jpg;Margarina La Excelencia 15kg;AV0067;Inicio;0.000000;0;5000;0;
218;https://inversionesrpz.com/231/coca-cola-15l.jpg;Refresco Coca Cola 1.5L;AB0008;Inicio;0.000000;0;5000;0;
220;https://inversionesrpz.com/233/coca-cola-1l.jpg;Refresco Coca Cola 1L;AB0007;Inicio;0.000000;0;5000;0;
221;https://inversionesrpz.com/234/gatorade-500ml.jpg;Gatorade 500ml;AB0006;Inicio;0.000000;0;5000;0;
222;https://inversionesrpz.com/235/coca-cola-2l.jpg;Refresco Coca Cola 2L;AB0005;Inicio;15.060.000;15,27;5000;0;
223;https://inversionesrpz.com/236/pepsi-2l.jpg;Refresco Pepsi 2L;AB0004;Inicio;0.000000;0;5000;0;
224;https://inversionesrpz.com/237/refresco-pepsi-15l.jpg;Refresco  Pepsi 1.5L;AB0003;Inicio;0.000000;0;5000;0;
225;https://inversionesrpz.com/238/refresco-glup-2l.jpg;Refresco Glup 2L;AB0002;Inicio;0.000000;0;5000;0;
226;https://inversionesrpz.com/239/refresco-glup-1l.jpg;Refresco Glup 1L;AB0001;Inicio;0.000000;0;5000;0;
227;https://inversionesrpz.com/240/pasticho-ronco-250gr.jpg;Pasticho Ronco 250gr;AV0008;Inicio;0.000000;0;5000;0;
228;https://inversionesrpz.com/241/pasticho-sindoni-250gr.jpg;Pasticho Sindoni 250gr;AV0007;Inicio;17.550.000;17,79;5000;0;
229;https://inversionesrpz.com/242/pasta-de-tomate-coma-200gr.jpg;Pasta de Tomate COMA 200gr;AS0003;Inicio;13.790.000;13,98;5000;0;
230;https://inversionesrpz.com/243/pasta-de-tomate-coma-500gr.jpg;Pasta de Tomate COMA 500gr;AS0002;Inicio;0.000000;0;5000;0;
231;https://inversionesrpz.com/244/pasta-de-tomate-coma-3850kg.jpg;Pasta de Tomate COMA 3.850kg;AS0001;Inicio;0.000000;0;5000;0;
233;https://inversionesrpz.com/245/dalvito-200gr.jpg;Dalvito 200gr;AL0004;Inicio;41.360.000;41,93;5000;0;
234;https://inversionesrpz.com/246/dalvito-300gr.jpg;Dalvito 300gr;AL0003;Inicio;60.170.000;61;5000;0;
235;https://inversionesrpz.com/247/rikesa-cheedar-200gr.jpg;Rikesa Cheedar 200gr;AL0002;Inicio;37.620.000;38,13;5000;0;
236;https://inversionesrpz.com/248/rikesa-tocineta-300gr.jpg;Rikesa Tocineta 300gr;AL0001;Inicio;56.410.000;57,18;5000;0;
237;https://inversionesrpz.com/249/toddy-200gr.jpg;Toddy 200gr;AV0006;Inicio;35.730.000;36,22;5000;0;
238;https://inversionesrpz.com/250/toddy-400gr.jpg;Toddy 400gr;AV0005;Inicio;65.810.000;66,71;5000;0;
239;https://inversionesrpz.com/251/toddy-1kg.jpg;Toddy 1kg;AV0004;Inicio;0.000000;0;5000;0;
240;https://inversionesrpz.com/252/toddy-2kg.jpg;Toddy 2kg.;AV0003;Alimentos;0.000000;0;5000;0;
