Product ID;Imagen;Nombre;35.09;
135;https://inversionesrpz.com/159/arroz-mary-premium-1kg.jpg;Arroz Mary Premium 1Kg;0.00;0
134;https://inversionesrpz.com/158/arroz-mary-superior-1kg.jpg;Arroz Mary Superior 1Kg;42.81;1
4;https://inversionesrpz.com/126/arroz-blanco-entero-presentacion-1kg.jpg;Arroz Mary Tradicional 1Kg.;41.06;1
285;https://inversionesrpz.com/408/arroz-primor-clasico-1k.jpg;ARROZ PRIMOR CLASICO 1K;53.69;1
286;https://inversionesrpz.com/409/arroz-santoni-excel-1k.jpg;ARROZ SANTONI EXCEL 1K;42.81;1
2;https://inversionesrpz.com/2/arroz-blanco-entero-presentacion-1kg.jpg;Arroz Santoni Excelente 1Kg.;0.00;0
287;https://inversionesrpz.com/410/arroz-santoni-prem-900g.jpg;ARROZ SANTONI PREM 900G;39.65;1
288;https://inversionesrpz.com/411/arroz-santoni-zafi-800.jpg;ARROZ SANTONI ZAFI 800;39.65;1
289;https://inversionesrpz.com/412/arroz-venela-900gr.jpg;ARROZ VENELA 900GR;38.60;1
290;https://inversionesrpz.com/413/arveja-verd-pantera-900.jpg;ARVEJA VERD PANTERA 900;71.58;1
291;https://inversionesrpz.com/414/arveja-verd-venela-500.jpg;ARVEJA VERD VENELA 500;38.60;1
292;https://inversionesrpz.com/415/arveja-verde-chacha-1k.jpg;ARVEJA VERDE CHACHA 1K;76.85;1
293;https://inversionesrpz.com/416/arveja-verde-chacha-400.jpg;ARVEJA VERDE CHACHA 400;31.93;1
93;https://inversionesrpz.com//glup-cola-1-lts.jpg;Atun  Doña Magola 170 Gr.;0.00;0
294;https://inversionesrpz.com/417/atun-142g-willinger-aceite.jpg;ATUN 142G WILLINGER ACEITE;40.35;1
295;https://inversionesrpz.com/418/atun-170g-willienger-agua.jpg;ATUN 170G WILLIENGER AGUA;46.32;1
296;https://inversionesrpz.com/419/atun-170g-willinger-aceite.jpg;ATUN 170G WILLINGER ACEITE;46.32;1
297;https://inversionesrpz.com/420/atun-diplomatico-tomate-170gr.jpg;ATUN DIPLOMATICO TOMATE 170GR;30.18;1
298;https://inversionesrpz.com/421/atun-eveba-aceit-veg-140gr.jpg;ATUN EVEBA ACEIT VEG 140GR;62.11;1
299;https://inversionesrpz.com/422/atun-eveba-aceit-veg-170gr.jpg;ATUN EVEBA ACEIT VEG 170GR;82.46;1
137;https://inversionesrpz.com/161/atun-margarita-en-aceite-140gr.jpg;Atun Margarita en Aceite 140gr;0.00;0
518;https://inversionesrpz.com/378/atun-robin-hood-175g.jpg;ATUN ROBIN HOOD 175G;0.00;0
139;https://inversionesrpz.com/162/atun-the-king-of-the-seas-170gr.jpg;Atun The King Of The Seas 170gr;52.28;1
130;https://inversionesrpz.com/154/avena-en-hojuelas-don-pancho-400gr.jpg;Avena en Hojuelas Don Pancho 400gr;56.14;1
131;https://inversionesrpz.com/155/avena-en-hojuelas-pantera-400gr.jpg;Avena en Hojuelas Pantera 400gr;35.44;1
132;https://inversionesrpz.com/156/avena-en-hojuelas-pantera-800gr.jpg;Avena en Hojuelas Pantera 800gr;70.53;1
133;https://inversionesrpz.com/157/avena-en-hojuelas-quaker-200gr.jpg;Avena en Hojuelas QUAKER 200gr;0.00;0
300;https://inversionesrpz.com/423/avena-mi-chacha-800gr.jpg;AVENA MI CHACHA 800GR;72.29;1
301;https://inversionesrpz.com/424/avena-venela-400gr.jpg;AVENA VENELA 400GR;31.93;1
44;https://inversionesrpz.com/265/salsa-ketchup-presentacion-de-198g.jpg;Azúcar Refinada Maite 900 Gr.;46.32;1
302;https://inversionesrpz.com/425/azucar-100-x-100-900gr.jpg;AZUCAR 100 X 100 900GR;45.27;1
385;https://inversionesrpz.com/1062/azucar-don-genaro.jpg;AZUCAR DON GENARO 1 KILO;0.00;0
7;https://inversionesrpz.com/128/azucar-blanca-presentacion-1kg.jpg;Azucar Refinada Doce Dia 1Kg.;0.00;0
141;https://inversionesrpz.com/164/azucar-la-pastora-1kg.jpg;Azucar Refinada La Pastora 1Kg;0.00;0
8;https://inversionesrpz.com/8/azucar-blanca-presentacion-1kg.jpg;Azucar Refinada Maite  1Kg.;0.00;0
140;https://inversionesrpz.com//azucar-montalban-1kg.jpg;Azucar Refinada Montalban 1Kg;0.00;0
182;https://inversionesrpz.com//bulto-de-arroz-mary.jpg;Bulto de Arroz Mary;0.00;0
107;https://inversionesrpz.com/135/bulto-de-harina-de-maiz-pan-amarilla-1-kg.jpg;Bulto de Harina de maÃ­z Pan amarilla 1 Kg;0.00;0
41;https://inversionesrpz.com/264/cafe-molido-amanecer-250-gr.jpg;Café molido Amanecer 250 Gr.;0.00;0
303;https://inversionesrpz.com/426/cafe-della-nonna-100gr.jpg;CAFE DELLA NONNA 100GR;36.49;1
304;https://inversionesrpz.com/427/cafe-della-nonna-200gr.jpg;CAFE DELLA NONNA 200GR;62.11;1
305;https://inversionesrpz.com/428/cafe-favorito-100g.jpg;CAFE FAVORITO 100G;28.42;1
306;https://inversionesrpz.com/429/cafe-favorito-200gr.jpg;CAFE FAVORITO 200GR;57.20;1
307;https://inversionesrpz.com/430/cafe-favorito-50gr.jpg;CAFE FAVORITO 50GR;14.74;1
308;https://inversionesrpz.com/431/cafe-flor-d-arauca-200g.jpg;CAFE FLOR D ARAUCA 200G;59.30;1
309;https://inversionesrpz.com/432/cafe-flor-d-arauca-500g.jpg;CAFE FLOR D ARAUCA 500G;141.41;1
310;https://inversionesrpz.com/433/cafe-jp-200g.jpg;CAFE JP 200G;63.16;1
311;https://inversionesrpz.com/434/cafe-la-protectora-100g.jpg;CAFE LA PROTECTORA 100G;29.83;1
312;https://inversionesrpz.com/435/cafe-la-protectora-250g.jpg;CAFE LA PROTECTORA 250G;74.74;1
153;https://inversionesrpz.com/174/cafe-amanecer-100gr.jpg;Cafe molido Amanecer 100gr;34.04;1
155;https://inversionesrpz.com/176/cafe-amanecer-200gr.jpg;Cafe molido Amanecer 200gr;63.86;1
156;https://inversionesrpz.com/177/cafe-amanecer-500gr.jpg;Cafe molido Amanecer 500gr;157.55;1
158;https://inversionesrpz.com/178/cafe-arauca-100gr.jpg;Cafe molido Arauca 100gr.;57.90;1
159;https://inversionesrpz.com/179/cafe-arauca-200gr.jpg;Cafe molido Arauca 200gr;61.76;1
148;https://inversionesrpz.com/170/cafe-brasil-100gr.jpg;Cafe molido Brasil 100gr;0.00;0
150;https://inversionesrpz.com/171/cafe-brasil-200gr.jpg;Cafe molido Brasil 200gr;72.29;1
152;https://inversionesrpz.com/173/cafe-brasil-500gr.jpg;Cafe molido Brasil 500gr;0.00;0
165;https://inversionesrpz.com/185/cafe-fama-de-america-100gr.jpg;Cafe molido Fama de America 100gr;29.83;1
166;https://inversionesrpz.com/186/cafe-fama-de-america-200gr.jpg;Cafe molido Fama de America 200gr;60.71;1
167;https://inversionesrpz.com/187/cafe-fama-de-america-250gr.jpg;Cafe molido Fama de America 250gr;94.04;1
168;https://inversionesrpz.com/188/cafe-fama-de-america-500gr.jpg;Cafe molido Fama de America 500gr;154.75;1
160;https://inversionesrpz.com/180/cafe-flor-de-arauca-250gr.jpg;Cafe molido Flor de Arauca 250gr;0.00;0
161;https://inversionesrpz.com/181/cafe-madrid-100gr.jpg;Cafe molido Madrid 100gr;26.32;1
163;https://inversionesrpz.com/183/cafe-madrid-250gr.jpg;Cafe molido Madrid 250gr;77.20;1
164;https://inversionesrpz.com/184/cafe-madrid-500gr.jpg;Cafe molido Madrid 500gr;154.75;1
241;https://inversionesrpz.com//cafe-montana-100-gr.jpg;Cafe molido Montaña 100 Gr.;32.28;1
242;https://inversionesrpz.com//cafe-montana-200-gr.jpg;Cafe molido Montaña 200 Gr.;64.21;1
313;https://inversionesrpz.com/436/cafe-san-antonio-200g-gourm.jpg;CAFE SAN ANTONIO 200G GOURM;80.71;1
314;https://inversionesrpz.com/437/cafe-vero-caffe-200-gour.jpg;CAFE VERO CAFFE 200 GOUR;101.06;1
315;https://inversionesrpz.com/438/caraota-blan-pantera-454g.jpg;CARAOTA BLAN PANTERA 454G;0.00;0
316;https://inversionesrpz.com/439/caraota-neg-venela-1-kilo.jpg;CARAOTA NEG VENELA 1 KILO;75.79;1
317;https://inversionesrpz.com/440/caraota-neg-venela-400g.jpg;CARAOTA NEG VENELA 400G;33.69;1
437;https://inversionesrpz.com/255/caraotas-venela-blancas-500gr.jpg;Caraotas Blancas Venela  500gr;0.00;0
436;https://inversionesrpz.com/254/caraotas-alvarigua-500gr.jpg;Caraotas Negras Alvarigua 500gr;0.00;0
18;https://inversionesrpz.com/18/caraotas-negras-presentacion-1kg.jpg;Caraotas Negras Mi Chacha 1Kg.;0.00;0
147;https://inversionesrpz.com/169/caraotas-pantera-negras-900gr.jpg;Caraotas Negras Pantera  900gr;78.95;1
146;https://inversionesrpz.com/168/caraotas-pantera-negras-454gr.jpg;Caraotas Negras Pantera 454gr;42.11;1
526;https://inversionesrpz.com/385/caraotas-negras-san-cipriano-500gr.jpg;CARAOTAS NEGRAS SAN CIPRIANO 500GR;34.04;1
143;https://inversionesrpz.com/166/caraotas-negras-venela-500gr.jpg;Caraotas Negras Venela 500gr;38.60;1
144;https://inversionesrpz.com/167/caraotas-rojas-venela-500gr.jpg;Caraotas Rojas Venela 500gr;0.00;0
85;https://inversionesrpz.com/85/lomito-de-res.jpg;carne Lomito de res 1/2 kg;0.00;0
47;https://inversionesrpz.com//carne-molida-de-primera.jpg;Carne molida de primera;0.00;0
61;https://inversionesrpz.com/118/carne-molida-de-primera.jpg;Carne molida de primera 1/2 KG;85.97;1
59;https://inversionesrpz.com/59/carne-para-bistek-de-primera.jpg;Carne para bistek de primera;0.00;0
45;https://inversionesrpz.com/130/carne-para-bistek-de-primera.jpg;Carne para bistek de primera 1/2 kg;96.50;1
62;https://inversionesrpz.com/62/carne-para-desmechar-de-primera.jpg;Carne para desmechar de primera 1/2 KG;85.97;1
46;https://inversionesrpz.com/129/carne-para-guisar-de-primera.jpg;Carne para guisar de primera;0.00;0
60;https://inversionesrpz.com/60/carne-para-guisar-de-primera.jpg;Carne para guisar de primera 1/2 KG;85.97;1
83;https://inversionesrpz.com/83/punta-trasera.jpg;carne punta trasera 1/2kg;114.04;1
86;https://inversionesrpz.com/86/solomo-de-res.jpg;carne Solomo de res 1/2 kg;114.04;1
519;https://inversionesrpz.com//pr-codwfeeplus.jpg;Cash on Delivery Fee;0.00;0
386;https://inversionesrpz.com/1100/cereal-azucarada-240g.jpg;CEREAL AZUCARADA 240G;87.37;1
318;https://inversionesrpz.com/441/cereal-planet-fruit-240-g.jpg;CEREAL PLANET FRUIT 240 G;67.37;1
319;https://inversionesrpz.com/442/cereal-pop-cronch-240g.jpg;CEREAL POP CRONCH 240G;82.46;1
320;https://inversionesrpz.com/443/cereal-pop-cronch-chocolate-240g.jpg;CEREAL POP CRONCH CHOCOLATE 240G;87.37;1
321;https://inversionesrpz.com/444/cereal-rocket-ch-120g.jpg;CEREAL ROCKET CH 120G;46.32;1
322;https://inversionesrpz.com/445/cereal-rocket-ch-220g.jpg;CEREAL ROCKET CH 220G;80.71;1
391;https://inversionesrpz.com/1042/chicha-campestre-200g.jpg;CHICHA CAMPESTRE 200 GR;53.69;1
392;https://inversionesrpz.com/1041/chicha-campestre-400gr.jpg;CHICHA CAMPESTRE 400 GR;87.37;1
393;https://inversionesrpz.com/1039/chicha-san-simon-500gr.jpg;CHICHA CON LECHE SAN SIMON 500 GR;0.00;0
395;https://inversionesrpz.com/1043/chicha-toni-400g.jpg;CHICHA INSTANTÁNEA TONI 400 GR;0.00;0
396;https://inversionesrpz.com/1059/choco-cool-400gr.jpg;CHOCO COOL 400 GR;105.97;1
398;https://inversionesrpz.com/1060/choco-rico-san-simon-400g.jpg;CHOCO RICO SAN SIMON 400 GR;89.13;1
399;https://inversionesrpz.com/1040/choco-toni.jpg;CHOCO TONI SANTONI 400 GR;0.00;0
397;https://inversionesrpz.com/1044/choco-polvo-terry-400g-bol.jpg;CHOCOLATE EN POLVO TERRY 400 GR;97.55;1
63;https://inversionesrpz.com/63/chuleta-ahumada-de-cochino.jpg;Chuleta ahumada de cochino 1kg;0.00;0
65;https://inversionesrpz.com/65/chuleta-de-cochino.jpg;Chuleta de cochino 1/2 kg;96.50;1
64;https://inversionesrpz.com/64/chuleta-de-res.jpg;Chuleta de res;0.00;0
66;https://inversionesrpz.com/66/chuleton.jpg;Chuleton 1kg;0.00;0
513;https://inversionesrpz.com/376/chuleton-de-paleta-1kg.jpg;CHULETON DE PALETA 1/2 KG;96.50;1
243;https://inversionesrpz.com/277/cloro-king-1-lt.jpg;Cloro King 1 Lt;0.00;0
402;https://inversionesrpz.com/1064/cloro-kins-1-litro.jpg;CLORO KINS 1 LITRO;27.02;1
98;https://inversionesrpz.com/114/cloro-kris-1-lts.jpg;Cloro Kris 1 Lts.;40.35;1
99;https://inversionesrpz.com/113/cloro-kris-38-lts.jpg;Cloro Kris 3.8 Lts.;0.00;0
401;https://inversionesrpz.com/1063/cloro-la-perla-1-litro.jpg;CLORO LA PERLA 1 LITRO;0.00;0
245;https://inversionesrpz.com/380/cloro-nevex-1-lt.jpg;Cloro Nevex  ultra 1 Lt;0.00;0
244;https://inversionesrpz.com/278/cloro-nevex-ultra-1-lt.jpg;Cloro Nevex 1 Lt;0.00;0
400;https://inversionesrpz.com/1065/cloro-satelite-500gr-ultra-cloro.jpg;CLORO SATELITE ULTRA 500 GR;0.00;0
246;https://inversionesrpz.com/279/cloro-tapa-amarilla-1-lt.jpg;Cloro Tapa Amarilla 1 Lt;0.00;0
67;https://inversionesrpz.com/67/cochino-costilla.jpg;Cochino costilla 1/2 kg;71.93;1
323;https://inversionesrpz.com/446/colado-heinz-pera-113g.jpg;COLADO HEINZ PERA 113G;35.44;1
324;https://inversionesrpz.com/447/colado-natulac-durazno-113g.jpg;COLADO NATULAC DURAZNO 113G;31.93;1
325;https://inversionesrpz.com/448/colado-natulac-manzana-113g.jpg;COLADO NATULAC MANZANA 113G;31.93;1
326;https://inversionesrpz.com/449/colado-natulac-manzana-186g.jpg;COLADO NATULAC MANZANA 186G;36.84;1
327;https://inversionesrpz.com/450/colado-natulac-pera-113g.jpg;COLADO NATULAC PERA 113G;31.93;1
328;https://inversionesrpz.com/451/colado-natulac-pera-186g.jpg;COLADO NATULAC PERA 186G;36.84;1
329;https://inversionesrpz.com/452/colado-osole-ciruela-100gr.jpg;COLADO OSOLE CIRUELA 100GR;19.30;1
330;https://inversionesrpz.com/453/colado-osole-durazno-100gr.jpg;COLADO OSOLE DURAZNO 100GR;19.30;1
331;https://inversionesrpz.com/454/colado-osole-fru-mix-100gr.jpg;COLADO OSOLE FRU MIX 100GR;19.30;1
332;https://inversionesrpz.com/455/colado-osole-manzana-100.jpg;COLADO OSOLE MANZANA 100;19.30;1
333;https://inversionesrpz.com/456/colado-osole-pera-100g.jpg;COLADO OSOLE PERA 100G;19.30;1
109;https://inversionesrpz.com/137/combo-quincenal.jpg;Combo Quincenal;0.00;0
438;https://inversionesrpz.com/256/compota-natulac-186gr.jpg;Compota Natulac 186gr;36.84;1
84;https://inversionesrpz.com/84/costilla-de-res.jpg;Costilla de res 1/2 kg;61.41;1
250;https://inversionesrpz.com/283/crema-arroz-primor-bolsa-450-gr.jpg;Crema Arroz Primor Bolsa 450 Gr.;0.00;0
173;https://inversionesrpz.com/192/crema-de-arroz-agua-blanca-450gr.jpg;Crema de Arroz Agua Blanca 450gr;31.23;1
174;https://inversionesrpz.com/193/crema-de-arroz-mary-450gr.jpg;Crema de Arroz Mary 450gr;32.63;1
175;https://inversionesrpz.com/194/crema-de-arroz-polly-450gr.jpg;Crema de Arroz Polly 450gr;0.00;0
440;https://inversionesrpz.com/257/crema-de-arroz-primor-pote-450gr.jpg;Crema De Arroz Primor Pote 450gr;0.00;0
441;https://inversionesrpz.com/258/crema-de-arroz-primor-pote-900gr.jpg;Crema De Arroz Primor Pote 900gr;0.00;0
442;https://inversionesrpz.com/259/crema-de-arroz-santoni-400gr.jpg;Crema de Arroz Santoni 400gr;0.00;0
247;https://inversionesrpz.com/280/crema-dental-colgate-kids-50-ml.jpg;Crema Dental Colgate Kids 50 Ml;39.65;1
248;https://inversionesrpz.com/281/crema-dental-colgate-menta-100-ml.jpg;Crema Dental Colgate Menta 100 Ml;0.00;0
249;https://inversionesrpz.com/282/crema-dental-colgate-menta-75-ml.jpg;Crema Dental Colgate Menta 75 Ml;70.53;1
106;https://inversionesrpz.com/107/crama-dental-colgate-plax.jpg;Crema Dental Colgate Plax;0.00;0
334;https://inversionesrpz.com/457/crema-leche-di-fiore-170g.jpg;CREMA LECHE DI FIORE 170G;36.14;1
335;https://inversionesrpz.com/458/crema-leche-kaldini-170g.jpg;CREMA LECHE KALDINI 170G;0.00;0
233;https://inversionesrpz.com/245/dalvito-200gr.jpg;Dalvito 200gr;100.71;1
234;https://inversionesrpz.com/246/dalvito-300gr.jpg;Dalvito 300gr;141.41;1
251;https://inversionesrpz.com/284/desifectante-mistolin-828-ml.jpg;Desifectante Mistolin 828 Ml.;55.44;1
252;https://inversionesrpz.com//desifectante-nivex-surtido-1-lt.jpg;Desifectante Nivex Surtido 1 Lt;0.00;0
336;https://inversionesrpz.com/459/desinf-mistolin-air-nav-pin-es.jpg;DESINF MISTOLIN AIR NAV PIN ES;57.20;1
337;https://inversionesrpz.com/460/desinf-mistolin-aromatizante-naranja.jpg;DESINF MISTOLIN AROMATIZANTE NARANJA;57.20;1
338;https://inversionesrpz.com/461/desinf-titan-floral-1l.jpg;DESINF TITAN FLORAL 1L;40.35;1
339;https://inversionesrpz.com/462/desinf-titan-fresa-1l.jpg;DESINF TITAN FRESA 1L;40.35;1
340;https://inversionesrpz.com/463/desinf-titan-pino-1l.jpg;DESINF TITAN PINO 1L;40.35;1
104;https://inversionesrpz.com/109/desodorante-lady-speed-stick.jpg;Desodorante Lady Speed Stick;0.00;0
403;https://inversionesrpz.com/1074/detergente-abc-limon-400gr.jpg;DETERGENTE  ABC LIMON 400GR;71.93;1
404;https://inversionesrpz.com/1072/detergente-titan-lav-autom-1-kilo.jpg;DETERGENTE EL TITAN LAVADO AUTOMATICO 1 KILO;58.95;1
405;https://inversionesrpz.com/1073/detergente-titan-limon-900gr.jpg;DETERGENTE EL TITAN LIMON 900GR;55.44;1
423;https://inversionesrpz.com/1056/jabon-liquido-con-suavisante-ultrasat-946-ml.jpg;DETERGENTE LIQUIDO CON SUAVISANTE ULTRASAT 946 ML;0.00;0
341;https://inversionesrpz.com/464/diablitos-under-wood-100-gr.jpg;Diablitos Under Wood 100 Gr;80.71;1
185;https://inversionesrpz.com/201/diablitos-under-wood-115gr.jpg;Diablitos Under Wood 115gr;84.22;1
342;https://inversionesrpz.com/465/diablitos-under-wood-50g.jpg;Diablitos Under Wood 50G;44.56;1
184;https://inversionesrpz.com//diablitos-underwood-54gr.jpg;Diablitos Under Wood 54gr;45.27;1
485;https://inversionesrpz.com/359/dr-abelardo-j-bachour-d.jpg;Dr Abelardo J. Bachour D.;701.80;1
495;https://inversionesrpz.com/363/dr-kerwing-toro.jpg;DR.  KERWING TORO;701.80;1
491;https://inversionesrpz.com/360/dr-alexander-carrero.jpg;DR. ALEXANDER CARRERO;701.80;1
490;https://inversionesrpz.com/355/dr-carlos-tovar.jpg;DR. CARLOS TOVAR;701.80;1
492;https://inversionesrpz.com/358/dr-chamberlain-cherubini.jpg;DR. CHAMBERLAIN CHERUBINI;701.80;1
494;https://inversionesrpz.com/362/dr-jesus-vera.jpg;DR. JESUS VERA;701.80;1
496;https://inversionesrpz.com/364/dr-luis-guerra.jpg;DR. LUIS GUERRA;701.80;1
497;https://inversionesrpz.com/365/dr-manuel-montana.jpg;DR. MANUEL MONTANA;701.80;1
510;https://inversionesrpz.com//dr-prueba.jpg;Dr. Prueba;0.00;0
498;https://inversionesrpz.com/366/dr-roger-martinez.jpg;DR. ROGER MARTINEZ;701.80;1
499;https://inversionesrpz.com/367/dr-saul-vieira.jpg;DR. SAUL VIEIRA;701.80;1
493;https://inversionesrpz.com/361/dra-florinda-duque.jpg;DRA. FLORINDA DUQUE;701.80;1
500;https://inversionesrpz.com/368/dra-geraldine-mendoza.jpg;DRA. GERALDINE MENDOZA;701.80;1
501;https://inversionesrpz.com/369/dra-magalys-guzman.jpg;DRA. MAGALYS GUZMAN;701.80;1
504;https://inversionesrpz.com/372/dra-nohemi-melendez.jpg;DRA. NOHEMI MELENDEZ;701.80;1
505;https://inversionesrpz.com/373/dra-normelis-silva.jpg;DRA. NORMELIS SILVA;701.80;1
506;https://inversionesrpz.com/374/dra-vanessa-pifano.jpg;DRA. VANESSA PIFANO;701.80;1
406;https://inversionesrpz.com/1078/esencia-d-fresa-el-aguila-230ml.jpg;ESENCIA DE FRESA EL AGUILA 230ML;76.85;1
407;https://inversionesrpz.com/1077/esencia-d-nata-el-aguila-250ml.jpg;ESENCIA DE NATA EL AGUILA 250ML;68.43;1
408;https://inversionesrpz.com/1079/esencia-el-aguila-colita-350.jpg;ESENCIA EL AGUILA COLITA 230ML;76.50;1
409;https://inversionesrpz.com/1103/esponja-max-hogar-mallita.jpg;ESPONJA MAX HOGAR MALLITA;31.23;1
253;https://inversionesrpz.com/285/esponjas-doble-uso-868.jpg;Esponjas Doble Uso 868;15.09;1
410;https://inversionesrpz.com/1047/fideos-kaldini-carne-70g.jpg;FIDEOS KALDINI CARNE 70 GR;20.35;1
411;https://inversionesrpz.com/1048/fideos-kaldini-vegetal-70g.jpg;FIDEOS KALDINI VEGETAL 70 GR;20.35;1
412;https://inversionesrpz.com/1009/galleta-belvita-hony-252gr.jpg;GALLETA BELVITA HONY 252GR;78.60;1
413;https://inversionesrpz.com/1012/galleta-belvita-kraker-252g.jpg;GALLETA BELVITA KRAKER 252G;78.60;1
414;https://inversionesrpz.com//galleta-maria-puig-selec-250.jpg;GALLETA MARIA PUIG SELEC 250;52.64;1
582;https://inversionesrpz.com//galleta-maria-puig-selec-250g.jpg;GALLETA MARIA PUIG SELEC 250G;52.64;1
415;https://inversionesrpz.com/1010/galleta-soda-puig-240g.jpg;GALLETA SODA PUIG 240G;55.44;1
221;https://inversionesrpz.com/234/gatorade-500ml.jpg;Gatorade 500ml;0.00;0
416;https://inversionesrpz.com/1081/gelatina-qualimax-frambuesa-20gr.jpg;GELATINA QUALIMAX FRAMBUESA 20GR;14.74;1
417;https://inversionesrpz.com/1082/gelatina-qualimax-pina-20gr.jpg;GELATINA QUALIMAX PINA 20GR;14.74;1
418;https://inversionesrpz.com/1083/gelatina-qualimax-uva-20gr.jpg;GELATINA QUALIMAX UVA 20GR;14.74;1
419;https://inversionesrpz.com/1080/guisantes-arel-400gr.jpg;GUISANTES AREL 400GR;74.04;1
254;https://inversionesrpz.com/286/guisantes-en-lata-pafia-400-gr.jpg;Guisantes En Lata Pafia 400 Gr.;0.00;0
255;https://inversionesrpz.com/287/guisantes-en-vidro-190-gr.jpg;Guisantes En Vidro ole 190 Gr;0.00;0
420;https://inversionesrpz.com/1050/guisantes-kaldini-400g.jpg;GUISANTES KALDINI 400G;50.53;1
421;https://inversionesrpz.com/1026/guisantes-osole-300gr.jpg;GUISANTES OSOLE 300GR;42.11;1
1;https://inversionesrpz.com/1/harina-de-maiz-amarilla-pan-presentacion-1kg.jpg;Harina de Maiz Amarilla Pan 1Kg.;0.00;0
115;https://inversionesrpz.com/140/harina-de-maiz-blanca-juana-1kg.jpg;Harina de Maiz Blanca Juana 1Kg;39.30;1
116;https://inversionesrpz.com/141/harina-de-maiz-blanca-kaly-1kg.jpg;Harina de Maiz Blanca Kaly 1Kg;27.37;1
114;https://inversionesrpz.com/138/harina-pan-blanca-1k.jpg;harina de maiz blanca pan 1kg;38.60;1
119;https://inversionesrpz.com/144/harina-de-trigo-dona-maria-1kg.jpg;Harina de Trigo Doña Maria 1Kg;59.65;1
117;https://inversionesrpz.com/142/harina-de-trigo-dulce-mar-leudante-1kg.jpg;Harina de Trigo Dulce Mar Leudante 1Kg;0.00;0
118;https://inversionesrpz.com/143/harina-de-trigo-dulce-mar-todo-uso-1kg.jpg;Harina de Trigo Dulce Mar Todo Uso 1Kg;0.00;0
19;https://inversionesrpz.com/19/harina-de-trigo-leudante-presentacion-1kgg.jpg;Harina de Trigo Leudante Dulce Mar 1Kg.;0.00;0
