Product ID;Imagen;Peso;;;
101;https://inversionesrpz.com/111/toallas-sanitarias-alive.jpg;;;;
100;https://inversionesrpz.com/112/jabon-azul-panela-las-llaves.jpg;;;;
99;https://inversionesrpz.com/113/cloro-kris-38-lts.jpg;3,8;;;
98;https://inversionesrpz.com/114/cloro-kris-1-lts.jpg;1;;;
97;https://inversionesrpz.com/115/lavaplatos-kris.jpg;1;;;
96;https://inversionesrpz.com/116/jabon-en-polvo-ace-1-kg.jpg;1;;;
95;https://inversionesrpz.com/95/gatorade.jpg;2;;;
94;https://inversionesrpz.com/94/glup-cola-2-lts.jpg;1;;;
93;https://inversionesrpz.com/93/glup-cola-1-lts.jpg;1;;;
92;https://inversionesrpz.com/92/pepsi-1-lts.jpg;1;;;
91;https://inversionesrpz.com/117/pepsi-15-lts.jpg;1,5;;;
90;https://inversionesrpz.com/90/pepsi-2-lts.jpg;2;;;
89;https://inversionesrpz.com/89/coca-cola-1-lts.jpg;1;;;
88;https://inversionesrpz.com/88/coca-cola-15-lts.jpg;1,5;;;
87;https://inversionesrpz.com/87/coca-cola-2-lts.jpg;2;;;
86;https://inversionesrpz.com/86/solomo-de-res.jpg;1;;;
85;https://inversionesrpz.com/85/lomito-de-res.jpg;1;;;
84;https://inversionesrpz.com/84/costilla-de-res.jpg;1;;;
83;https://inversionesrpz.com/83/punta-trasera.jpg;1;;;
82;https://inversionesrpz.com/82/picadillo-de-pollo.jpg;1;;;
81;https://inversionesrpz.com/81/pechuga-de-pollo-con-hueso.jpg;1;;;
80;https://inversionesrpz.com/80/patas-de-pollo.jpg;1;;;
79;https://inversionesrpz.com/79/muslo-de-pollo.jpg;1;;;
78;https://inversionesrpz.com/78/pollo-molleja.jpg;1;;;
77;https://inversionesrpz.com/77/pollo-milanesa.jpg;1;;;
76;https://inversionesrpz.com/76/higado-de-pollo.jpg;1;;;
75;https://inversionesrpz.com/75/pollo-entero.jpg;1;;;
74;https://inversionesrpz.com/74/pollo-churrasco.jpg;1;;;
73;https://inversionesrpz.com/73/pollo-carapacho.jpg;1;;;
72;https://inversionesrpz.com/72/lagarto-sin-hueso.jpg;1;;;
71;https://inversionesrpz.com/71/lagarto-con-hueso.jpg;1;;;
70;https://inversionesrpz.com/70/hueso-rojo.jpg;1;;;
69;https://inversionesrpz.com/69/pernil.jpg;1;;;
68;https://inversionesrpz.com/68/patas-de-cochino.jpg;1;;;
67;https://inversionesrpz.com/67/cochino-costilla.jpg;1;;;
66;https://inversionesrpz.com/66/chuleton.jpg;1;;;
65;https://inversionesrpz.com/65/chuleta-de-cochino.jpg;1;;;
64;https://inversionesrpz.com/64/chuleta-de-res.jpg;1;;;
63;https://inversionesrpz.com/63/chuleta-ahumada-de-cochino.jpg;1;;;
62;https://inversionesrpz.com/62/carne-para-desmechar-de-primera.jpg;1;;;
61;https://inversionesrpz.com/118/carne-molida-de-primera.jpg;1;;;
60;https://inversionesrpz.com/60/carne-para-guisar-de-primera.jpg;1;;;
59;https://inversionesrpz.com/59/carne-para-bistek-de-primera.jpg;1;;;
58;https://inversionesrpz.com/119/salsa-ketchup-presentacion-de-198g.jpg;0,198;;;
57;https://inversionesrpz.com/121/salsa-ketchup-presentacion-de-397g.jpg;0,397;;;
56;https://inversionesrpz.com/56/salsa-ketchup-presentacion-de-397g.jpg;0,397;;;
55;https://inversionesrpz.com/55/sal-refinada-presentacion-1kgg.jpg;1;;;
54;https://inversionesrpz.com/54/sal-refinada-presentacion-1kgg.jpg;1;;;
47;https://inversionesrpz.com//carne-molida-de-primera.jpg;1;;;
46;https://inversionesrpz.com/129/carne-para-guisar-de-primera.jpg;1;;;
45;https://inversionesrpz.com/130/carne-para-bistek-de-primera.jpg;1;;;
44;https://inversionesrpz.com/131/salsa-ketchup-presentacion-de-198g.jpg;0,198;;;
41;https://inversionesrpz.com/41/sal-refinada-presentacion-1kgg.jpg;1;;;
40;https://inversionesrpz.com/40/sal-refinada-presentacion-1kgg.jpg;1;;;
33;https://inversionesrpz.com/33/mayonesa-presentacion-900g.jpg;0,9;;;
32;https://inversionesrpz.com/32/mayonesa-presentacion-175g.jpg;0,175;;;
31;https://inversionesrpz.com/31/mayonesa-presentacion-175g.jpg;0,175;;;
30;https://inversionesrpz.com/30/margarina-ligera-presentacion-de-500g.jpg;0,5;;;
29;https://inversionesrpz.com/29/mantequilla-presentacion-de-500g.jpg;0,5;;;
28;https://inversionesrpz.com/28/mantequilla-presentacion-de-250g.jpg;0,25;;;
27;https://inversionesrpz.com/27/mantequilla-presentacion-de-250g.jpg;0,25;;;
26;https://inversionesrpz.com/26/mantequilla-presentacion-de-1kg.jpg;1;;;
25;https://inversionesrpz.com/25/lentejas-presentacion-de-400g.jpg;0,4;;;
24;https://inversionesrpz.com/24/leche-en-polvo-completa-presentacion-900g.jpg;0,9;;;
23;https://inversionesrpz.com/23/leche-en-polvo-completa-presentacion-500g.jpg;0,5;;;
22;https://inversionesrpz.com/22/leche-en-polvo-completa-presentacion-1kgg.jpg;1;;;
21;https://inversionesrpz.com/21/leche-en-polvo-sin-gluten-presentacion-200g.jpg;0,2;;;
20;https://inversionesrpz.com/20/harina-de-trigo-leudante-presentacion-1kgg.jpg;1;;;
19;https://inversionesrpz.com/19/harina-de-trigo-leudante-presentacion-1kgg.jpg;1;;;
18;https://inversionesrpz.com/18/caraotas-negras-presentacion-1kg.jpg;1;;;
8;https://inversionesrpz.com/8/azucar-blanca-presentacion-1kg.jpg;1;;;
7;https://inversionesrpz.com/128/azucar-blanca-presentacion-1kg.jpg;1;;;
4;https://inversionesrpz.com/126/arroz-blanco-entero-presentacion-1kg.jpg;1;;;
3;https://inversionesrpz.com/3/arroz-blanco-entero-presentacion-1kg.jpg;1;;;
2;https://inversionesrpz.com/2/arroz-blanco-entero-presentacion-1kg.jpg;1;;;
1;https://inversionesrpz.com/1/harina-de-maiz-amarilla-pan-presentacion-1kg.jpg;1;;;
