Product ID;Imagen;Peso;;;
444;https://inversionesrpz.com/261/jamon-endiablado-plumrose-110gr.jpg;0,11;;;
443;https://inversionesrpz.com/260/jamon-endiablado-plumrose-60gr.jpg;0,06;;;
442;https://inversionesrpz.com/259/crema-de-arroz-santoni-400gr.jpg;0,4;;;
441;https://inversionesrpz.com/258/crema-de-arroz-primor-pote-900gr.jpg;0,9;;;
440;https://inversionesrpz.com/257/crema-de-arroz-primor-pote-450gr.jpg;0,45;;;
438;https://inversionesrpz.com/256/compota-natulac-186gr.jpg;0,186;;;
437;https://inversionesrpz.com/255/caraotas-venela-blancas-500gr.jpg;0,5;;;
436;https://inversionesrpz.com/254/caraotas-alvarigua-500gr.jpg;0,5;;;
435;https://inversionesrpz.com/253/aceite-vegetal-ideal-400ml.jpg;0,4;;;
240;https://inversionesrpz.com/252/toddy-2kg.jpg;2;;;
239;https://inversionesrpz.com/251/toddy-1kg.jpg;1;;;
238;https://inversionesrpz.com/250/toddy-400gr.jpg;0,4;;;
237;https://inversionesrpz.com/249/toddy-200gr.jpg;0,2;;;
236;https://inversionesrpz.com/248/rikesa-tocineta-300gr.jpg;0,3;;;
235;https://inversionesrpz.com/247/rikesa-cheedar-200gr.jpg;0,2;;;
234;https://inversionesrpz.com/246/dalvito-300gr.jpg;0,3;;;
233;https://inversionesrpz.com/245/dalvito-200gr.jpg;0,2;;;
231;https://inversionesrpz.com/244/pasta-de-tomate-coma-3850kg.jpg;3,85;;;
230;https://inversionesrpz.com/243/pasta-de-tomate-coma-500gr.jpg;0,5;;;
229;https://inversionesrpz.com/242/pasta-de-tomate-coma-200gr.jpg;0,2;;;
228;https://inversionesrpz.com/241/pasticho-sindoni-250gr.jpg;0,25;;;
227;https://inversionesrpz.com/240/pasticho-ronco-250gr.jpg;0,25;;;
226;https://inversionesrpz.com/239/refresco-glup-1l.jpg;1;;;
225;https://inversionesrpz.com/238/refresco-glup-2l.jpg;2;;;
224;https://inversionesrpz.com/237/refresco-pepsi-15l.jpg;1,5;;;
223;https://inversionesrpz.com/236/pepsi-2l.jpg;2;;;
222;https://inversionesrpz.com/235/coca-cola-2l.jpg;2;;;
221;https://inversionesrpz.com/234/gatorade-500ml.jpg;0,5;;;
220;https://inversionesrpz.com/233/coca-cola-1l.jpg;1;;;
218;https://inversionesrpz.com/231/coca-cola-15l.jpg;1,5;;;
217;https://inversionesrpz.com/229/margarina-la-excelencia-15kg.jpg;1;;;
215;https://inversionesrpz.com/227/margarina-chef-sin-sal-.jpg;1,5;;;
214;https://inversionesrpz.com/226/margarina-deline-250gr.jpg;0,25;;;
213;https://inversionesrpz.com/225/margarina-deline-500gr.jpg;0,5;;;
212;https://inversionesrpz.com/224/mayonesa-fergos-445gr.jpg;0,445;;;
211;https://inversionesrpz.com/223/mayonesa-fergos-175gr.jpg;0,175;;;
210;https://inversionesrpz.com/222/mayonesa-kraft-445gr.jpg;0,445;;;
209;https://inversionesrpz.com/221/mayonesa-mavesa-36kg.jpg;0,36;;;
207;https://inversionesrpz.com/220/maizina-americana-800gr.jpg;0,8;;;
206;https://inversionesrpz.com/219/maizina-americana-200gr.jpg;0,2;;;
205;https://inversionesrpz.com/218/maizina-americana-90gr.jpg;0,09;;;
204;https://inversionesrpz.com/217/leche-liquida-completa-la-pastorena-1l.jpg;1;;;
203;https://inversionesrpz.com/216/leche-liquida-descremada-la-pastorena-1l.jpg;1;;;
202;https://inversionesrpz.com/215/leche-liquida-completa-purisima-1l.jpg;1;;;
201;https://inversionesrpz.com/214/leche-liquida-descremada-purisima-1l.jpg;1;;;
199;https://inversionesrpz.com/213/leche-en-polvo-completa-400gr.jpg;0,4;;;
197;https://inversionesrpz.com/212/leche-en-polvo-completa-do-bon-200gr.jpg;0,2;;;
196;https://inversionesrpz.com/211/leche-en-polvo-completa-do-bon-120gr.jpg;0,12;;;
195;https://inversionesrpz.com/210/leche-en-polvo-semidescremada-la-campina-900gr.jpg;0,9;;;
194;https://inversionesrpz.com/209/leche-en-polvo-la-campina-900gr.jpg;0,9;;;
192;https://inversionesrpz.com/207/leche-en-polvo-completa-la-campestre-500gr.jpg;0,5;;;
190;https://inversionesrpz.com/206/leche-en-polvo-completa-la-campestre900gr.jpg;0,9;;;
188;https://inversionesrpz.com/204/lentejas-pantera-900gr.jpg;0,9;;;
187;https://inversionesrpz.com/203/lentejas-pantera-500gr.jpg;0,5;;;
186;https://inversionesrpz.com/202/lentejas-venela-500gr.jpg;0,5;;;
185;https://inversionesrpz.com/201/diablitos-under-wood-115gr.jpg;0,115;;;
184;https://inversionesrpz.com/200/diablitos-underwood-54gr.jpg;0,54;;;
182;https://inversionesrpz.com//bulto-de-arroz-mary.jpg;;;;
181;https://inversionesrpz.com/199/pasta-vermicelli-mary-1kg.jpg;1;;;
180;https://inversionesrpz.com/198/pasta-vermicelli-horizonte-1kg.jpg;1;;;
179;https://inversionesrpz.com/197/pasta-vermicelli-allegri-1kg.jpg;1;;;
177;https://inversionesrpz.com/196/pasta-mary-plumitas-1kg.jpg;1;;;
176;https://inversionesrpz.com/195/pasta-allegri-codos-1kg.jpg;1;;;
175;https://inversionesrpz.com/194/crema-de-arroz-polly-450gr.jpg;0,45;;;
174;https://inversionesrpz.com/193/crema-de-arroz-mary-450gr.jpg;0,45;;;
173;https://inversionesrpz.com/192/crema-de-arroz-agua-blanca-450gr.jpg;0,45;;;
172;https://inversionesrpz.com/191/nestle-cerelac-sachet-900gr.jpg;0,9;;;
171;https://inversionesrpz.com/190/nestle-cerelac-sachet-400gr.jpg;0,4;;;
169;https://inversionesrpz.com/189/cerelac-100gr.jpg;0,1;;;
168;https://inversionesrpz.com/188/cafe-fama-de-america-500gr.jpg;0,5;;;
167;https://inversionesrpz.com/187/cafe-fama-de-america-250gr.jpg;0,25;;;
166;https://inversionesrpz.com/186/cafe-fama-de-america-200gr.jpg;0,2;;;
165;https://inversionesrpz.com/185/cafe-fama-de-america-100gr.jpg;0,1;;;
164;https://inversionesrpz.com/184/cafe-madrid-500gr.jpg;0,5;;;
163;https://inversionesrpz.com/183/cafe-madrid-250gr.jpg;0,25;;;
161;https://inversionesrpz.com/181/cafe-madrid-100gr.jpg;0,1;;;
160;https://inversionesrpz.com/180/cafe-flor-de-arauca-250gr.jpg;0,25;;;
159;https://inversionesrpz.com/179/cafe-arauca-200gr.jpg;0,2;;;
158;https://inversionesrpz.com/178/cafe-arauca-100gr.jpg;0,1;;;
156;https://inversionesrpz.com/177/cafe-amanecer-500gr.jpg;0,5;;;
155;https://inversionesrpz.com/176/cafe-amanecer-200gr.jpg;0,2;;;
153;https://inversionesrpz.com/174/cafe-amanecer-100gr.jpg;0,1;;;
152;https://inversionesrpz.com/173/cafe-brasil-500gr.jpg;0,5;;;
150;https://inversionesrpz.com/171/cafe-brasil-200gr.jpg;0,2;;;
148;https://inversionesrpz.com/170/cafe-brasil-100gr.jpg;0,1;;;
147;https://inversionesrpz.com/169/caraotas-pantera-negras-900gr.jpg;0,9;;;
146;https://inversionesrpz.com/168/caraotas-pantera-negras-454gr.jpg;0,445;;;
144;https://inversionesrpz.com/167/caraotas-rojas-venela-500gr.jpg;0,5;;;
143;https://inversionesrpz.com/166/caraotas-negras-venela-500gr.jpg;0,5;;;
141;https://inversionesrpz.com/164/azucar-la-pastora-1kg.jpg;1;;;
140;https://inversionesrpz.com/163/azucar-montalban-1kg.jpg;1;;;
139;https://inversionesrpz.com/162/atun-the-king-of-the-seas-170gr.jpg;0,17;;;
137;https://inversionesrpz.com/161/atun-margarita-en-aceite-140gr.jpg;0,14;;;
135;https://inversionesrpz.com/159/arroz-mary-premium-1kg.jpg;1;;;
134;https://inversionesrpz.com/158/arroz-mary-superior-1kg.jpg;1;;;
133;https://inversionesrpz.com/157/avena-en-hojuelas-quaker-200gr.jpg;0,2;;;
132;https://inversionesrpz.com/156/avena-en-hojuelas-pantera-800gr.jpg;0,8;;;
131;https://inversionesrpz.com/155/avena-en-hojuelas-pantera-400gr.jpg;0,4;;;
130;https://inversionesrpz.com/154/avena-en-hojuelas-don-pancho-400gr.jpg;0,4;;;
129;https://inversionesrpz.com/153/aceitunas-enteras-verdes-casa-de-fruta-240gr.jpg;0,24;;;
128;https://inversionesrpz.com/152/aceitunas-casa-de-fruta-rellenas-180gr.jpg;0,18;;;
127;https://inversionesrpz.com/151/aceite-vatel-soya-500ml.jpg;0,5;;;
126;https://inversionesrpz.com/150/aceite-vatel-soya-1l.jpg;1;;;
124;https://inversionesrpz.com/149/aceite-corcovado-900ml.jpg;0,9;;;
123;https://inversionesrpz.com/148/aceite-coamo-de-soya-900ml.jpg;0,9;;;
122;https://inversionesrpz.com/147/aceite-de-maiz-mazeite-1l.jpg;1;;;
121;https://inversionesrpz.com/146/harina-de-trigo-ronco-leudante-1kg.jpg;1;;;
120;https://inversionesrpz.com/145/harina-de-trigo-ronco-todo-uso-1kg.jpg;1;;;
119;https://inversionesrpz.com/144/harina-de-trigo-dona-maria-1kg.jpg;1;;;
118;https://inversionesrpz.com/143/harina-de-trigo-dulce-mar-todo-uso-1kg.jpg;1;;;
117;https://inversionesrpz.com/142/harina-de-trigo-dulce-mar-leudante-1kg.jpg;1;;;
116;https://inversionesrpz.com/141/harina-de-maiz-blanca-kaly-1kg.jpg;1;;;
115;https://inversionesrpz.com/140/harina-de-maiz-blanca-juana-1kg.jpg;1;;;
114;https://inversionesrpz.com/138/harina-pan-blanca-1k.jpg;1;;;
109;https://inversionesrpz.com/137/combo-quincenal.jpg;1;;;
107;https://inversionesrpz.com/135/bulto-de-harina-de-maiz-pan-amarilla-1-kg.jpg;1;;;
106;https://inversionesrpz.com/107/crama-dental-colgate-plax.jpg;;;;
105;https://inversionesrpz.com/108/jabon-lux.jpg;;;;
104;https://inversionesrpz.com/109/desodorante-lady-speed-stick.jpg;;;;
103;https://inversionesrpz.com/110/papel-higienico-lucianos.jpg;;;;
102;https://inversionesrpz.com/133/afeitadora-maturbe.jpg;;;;
