Product ID;Imagen;Nombre;Referencia;Categoría;Precio (imp. excl.);Precio (imp. incl.);Cantidad;Estado;Posición;32.81;33.66
436;https://inversionesrpz.com/254/caraotas-alvarigua-500gr.jpg;Caraotas Negras Alvarigua 500gr;AG0002;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
435;https://inversionesrpz.com/253/aceite-vegetal-ideal-400ml.jpg;Aceite Vegetal Ideal 400ml;AV0002;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
276;https://inversionesrpz.com/306/salsa-tartara-fritz-240-gr.jpg;Salsa Tartara Fritz 240 Gr.;;Víveres;0;Bs.0,00;999;0;;0.00;0.00
275;https://inversionesrpz.com/305/salsa-de-tomate-coma-397-gr.jpg;Salsa De Tomate Coma 397 Gr.;;Víveres;0;Bs.0,00;1000;0;;0.00;0.00
274;https://inversionesrpz.com/304/salsa-de-tomate-kampist-397-gr.jpg;Salsa De Tomate Kampist 397 Gr.;;Víveres;43.31;Bs.43,31;1000;0;;1.32;44.43
273;https://inversionesrpz.com/303/salsa-de-tomate-fergos-397-gr.jpg;Salsa De Tomate Fergos 397 Gr.;;Víveres;46.92;Bs.46,92;1000;0;;1.43;48.14
272;https://inversionesrpz.com/302/salsa-de-tomate-fergos-198-gr.jpg;Salsa De Tomate Fergos 198 Gr.;;Víveres;31.17;Bs.31,17;1000;0;;0.95;31.98
271;https://inversionesrpz.com/301/salsa-aji-picante-fritz-250-gr.jpg;Salsa Aji Picante Fritz 250 Gr.;;Víveres;56.43;Bs.56,43;1000;0;;1.72;57.89
270;https://inversionesrpz.com/351/sal-bahia-1-kg.jpg;Sal Refinada Bahia 1 Kg.;;Inicio;14.44;Bs.14,44;1000;0;;0.44;14.81
269;https://inversionesrpz.com/299/sal-delmar-1-kg.jpg;Sal Refinada Delmar 1 Kg;;Inicio;11.48;Bs.11,48;1000;0;;0.35;11.78
268;https://inversionesrpz.com/298/pepitona-margarita-picante-140-gr.jpg;Pepitona Margarita Picante 140 Gr.;;Víveres;67.92;Bs.67,92;1000;0;;2.07;69.68
267;https://inversionesrpz.com/297/pasta-para-pasticho-lasagna-galo-200-gr.jpg;Pasta Para Pasticho Lasagna Galo 200 Gr.;;Víveres;41.67;Bs.41,67;1000;0;;1.27;42.75
266;https://inversionesrpz.com/296/pasta-larga-primor-500-gr.jpg;Pasta Larga Primor 500 Gr.;;Víveres;0;Bs.0,00;1000;0;;0.00;0.00
265;https://inversionesrpz.com/295/pasta-corta-primor-1-kg.jpg;Pasta Corta Primor 1 Kg.;;Víveres;81.7;Bs.81,70;999;0;;2.49;83.82
264;https://inversionesrpz.com/294/pasta-corta-primor-500-gr.jpg;Pasta Corta Primor 500 Gr.;;Víveres;0;Bs.0,00;1000;0;;0.00;0.00
263;https://inversionesrpz.com/293/pasta-allegri-espiral-1-kg.jpg;Pasta Allegri Espiral 1 KG;;Víveres;0;Bs.0,00;1000;0;;0.00;0.00
262;https://inversionesrpz.com/292/mayonesa-mavesa-445-gr.jpg;Mayonesa Mavesa 445 Gr.;;Víveres;121.07;Bs.121,07;997;0;;3.69;124.21
261;https://inversionesrpz.com/291/maizina-americana-400-gr.jpg;Maizina Americana 400 Gr.;;Inicio;83.01;Bs.83,01;1000;0;;2.53;85.16
260;https://inversionesrpz.com/290/lentejas-pantera-454-gr.jpg;Lentejas Pantera 454 Gr.;;Víveres;49.52;Bs.49,52;1000;0;;1.51;50.80
259;https://inversionesrpz.com/262/leche-en-polvo-dobon-400-gr.jpg;Leche En Polvo Dobon 400 Gr.;;Víveres;0;Bs.0,00;1000;0;;0.00;0.00
258;https://inversionesrpz.com/289/jabon-las-llaves-fragancia-bebe-160-gr.jpg;Jabon Las Llaves Fragancia Bebe 160 Gr.;;Higiene;35.43;Bs.35,43;1000;0;;1.08;36.35
257;https://inversionesrpz.com/288/jabon-azul-las-llaves-200-gr.jpg;Jabon Azul Las Llaves 200 Gr.;;Higiene;0;Bs.0,00;1000;0;;0.00;0.00
256;https://inversionesrpz.com//jabon-azul-las-llaves-250-gr.jpg;Jabon Azul Las Llaves 250 Gr.;;Higiene;45.93;Bs.45,93;1000;0;;1.40;47.12
255;https://inversionesrpz.com/287/guisantes-en-vidro-190-gr.jpg;Guisantes En Vidro 190 Gr;;Víveres;0;Bs.0,00;1000;0;;0.00;0.00
254;https://inversionesrpz.com/286/guisantes-en-lata-pafia-400-gr.jpg;Guisantes En Lata Pafia 400 Gr.;;Víveres;50.2;Bs.50,20;1000;0;;1.53;51.50
253;https://inversionesrpz.com/285/esponjas-doble-uso-868.jpg;Esponjas Doble Uso 868;;Higiene;14.11;Bs.14,11;1000;0;;0.43;14.48
252;https://inversionesrpz.com//desifectante-nivex-surtido-1-lt.jpg;Desifectante Nivex Surtido 1 Lt;;Higiene;29.86;Bs.29,86;1000;0;;0.91;30.63
251;https://inversionesrpz.com/284/desifectante-mistolin-828-ml.jpg;Desifectante Mistolin 828 Ml.;;Higiene;51.84;Bs.51,84;1000;0;;1.58;53.18
250;https://inversionesrpz.com/283/crema-arroz-primor-bolsa-450-gr.jpg;Crema Arroz Primor Bolsa 450 Gr.;;Higiene;0;Bs.0,00;1000;0;;0.00;0.00
249;https://inversionesrpz.com/282/crema-dental-colgate-menta-75-ml.jpg;Crema Dental Colgate Menta 75 Ml;;Higiene;0;Bs.0,00;1000;0;;0.00;0.00
248;https://inversionesrpz.com/281/crema-dental-colgate-menta-100-ml.jpg;Crema Dental Colgate Menta 100 Ml;;Higiene;0;Bs.0,00;1000;0;;0.00;0.00
247;https://inversionesrpz.com/280/crema-dental-colgate-kids-50-ml.jpg;Crema Dental Colgate Kids 50 Ml;;Higiene;37.08;Bs.37,08;1000;0;;1.13;38.04
246;https://inversionesrpz.com/279/cloro-tapa-amarilla-1-lt.jpg;Cloro Tapa Amarilla 1 Lt;;Higiene;0;Bs.0,00;1000;0;;0.00;0.00
245;https://inversionesrpz.com//cloro-nevex-1-lt.jpg;Cloro Nevex  1 Lt;;Higiene;0;Bs.0,00;1000;0;;0.00;0.00
244;https://inversionesrpz.com/278/cloro-nevex-ultra-1-lt.jpg;Cloro Nevex Ultra 1 Lt;;Higiene;0;Bs.0,00;1000;0;;0.00;0.00
243;https://inversionesrpz.com/277/cloro-king-1-lt.jpg;Cloro King 1 Lt;;Higiene;22.95;Bs.22,95;1000;0;;0.70;23.54
242;https://inversionesrpz.com//cafe-montana-200-gr.jpg;Cafe molido Montaña 200 Gr.;;Inicio;63.32;Bs.63,32;1000;0;;1.93;64.96
241;https://inversionesrpz.com//cafe-montana-100-gr.jpg;Cafe molido Montaña 100 Gr.;;Inicio;31.83;Bs.31,83;1000;0;;0.97;32.65
240;https://inversionesrpz.com/252/toddy-2kg.jpg;Toddy 2kg.;AV0003;Alimentos;0;Bs.0,00;1000;0;;0.00;0.00
239;https://inversionesrpz.com/251/toddy-1kg.jpg;Toddy 1kg;AV0004;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
238;https://inversionesrpz.com/250/toddy-400gr.jpg;Toddy 400gr;AV0005;Inicio;182.42;Bs.182,42;999;0;;5.56;187.15
237;https://inversionesrpz.com/249/toddy-200gr.jpg;Toddy 200gr;AV0006;Inicio;101.71;Bs.101,71;999;0;;3.10;104.34
236;https://inversionesrpz.com/248/rikesa-tocineta-300gr.jpg;Rikesa Tocineta 300gr;AL0001;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
235;https://inversionesrpz.com/247/rikesa-cheedar-200gr.jpg;Rikesa Cheedar 200gr;AL0002;Inicio;174.55;Bs.174,55;999;0;;5.32;179.07
234;https://inversionesrpz.com/246/dalvito-300gr.jpg;Dalvito 300gr;AL0003;Inicio;121.07;Bs.121,07;997;0;;3.69;124.21
233;https://inversionesrpz.com/245/dalvito-200gr.jpg;Dalvito 200gr;AL0004;Inicio;86.62;Bs.86,62;1000;0;;2.64;88.86
232;https://inversionesrpz.com/276/sardina-tomate-marbonita-170-gr.jpg;Sardina Tomate Marbonita 170 Gr.;;Víveres;15.09;Bs.15,09;1000;0;;0.46;15.48
231;https://inversionesrpz.com/244/pasta-de-tomate-coma-3850kg.jpg;Pasta de Tomate COMA 3.850kg;AS0001;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
230;https://inversionesrpz.com/243/pasta-de-tomate-coma-500gr.jpg;Pasta de Tomate COMA 500gr;AS0002;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
229;https://inversionesrpz.com/242/pasta-de-tomate-coma-200gr.jpg;Pasta de Tomate COMA 200gr;AS0003;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
228;https://inversionesrpz.com/241/pasticho-sindoni-250gr.jpg;Pasticho Sindoni 250gr;AV0007;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
227;https://inversionesrpz.com/240/pasticho-ronco-250gr.jpg;Pasticho Ronco 250gr;AV0008;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
226;https://inversionesrpz.com/239/refresco-glup-1l.jpg;Refresco Glup 1L;AB0001;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
225;https://inversionesrpz.com/238/refresco-glup-2l.jpg;Refresco Glup 2L;AB0002;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
224;https://inversionesrpz.com/237/refresco-pepsi-15l.jpg;Refresco  Pepsi 1.5L;AB0003;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
223;https://inversionesrpz.com/236/pepsi-2l.jpg;Refresco Pepsi 2L;AB0004;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
222;https://inversionesrpz.com/235/coca-cola-2l.jpg;Refresco Coca Cola 2L;AB0005;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
221;https://inversionesrpz.com/234/gatorade-500ml.jpg;Gatorade 500ml;AB0006;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
220;https://inversionesrpz.com/233/coca-cola-1l.jpg;Refresco Coca Cola 1L;AB0007;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
219;https://inversionesrpz.com/275/sardina-picante-margarita-170-gr.jpg;Sardina Picante Margarita 170 Gr.;;Víveres;0;Bs.0,00;1000;0;;0.00;0.00
218;https://inversionesrpz.com/231/coca-cola-15l.jpg;Refresco Coca Cola 1.5L;AB0008;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
217;https://inversionesrpz.com/229/margarina-la-excelencia-15kg.jpg;Margarina La Excelencia 15kg;AV0067;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
215;https://inversionesrpz.com/227/margarina-chef-sin-sal-.jpg;Margarina Chef Sin Sal;AV0009;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
214;https://inversionesrpz.com/226/margarina-deline-250gr.jpg;Margarina Deline 250gr;AV0010;Inicio;36.09;Bs.36,09;1000;0;;1.10;37.02
213;https://inversionesrpz.com/225/margarina-deline-500gr.jpg;Margarina Deline 500gr;AV0011;Inicio;68.9;Bs.68,90;1000;0;;2.10;70.68
212;https://inversionesrpz.com/224/mayonesa-fergos-445gr.jpg;Mayonesa Fergos 445gr;AS0004;Inicio;100.73;Bs.100,73;1000;0;;3.07;103.34
211;https://inversionesrpz.com/223/mayonesa-fergos-175gr.jpg;Mayonesa Fergos 175gr;AS0005;Inicio;48.89;Bs.48,89;1000;0;;1.49;50.16
210;https://inversionesrpz.com/222/mayonesa-kraft-445gr.jpg;Mayonesa Kraft 445gr;AS0006;Inicio;117.79;Bs.117,79;1000;0;;3.59;120.84
209;https://inversionesrpz.com/221/mayonesa-mavesa-36kg.jpg;Mayonesa Mavesa 3.6kg;AS0007;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
208;https://inversionesrpz.com/274/salsa-tocineta-fritz-240-gr.jpg;Salsa Tocineta Fritz 240 Gr.;;Víveres;62.67;Bs.62,67;999;0;;1.91;64.29
207;https://inversionesrpz.com/220/maizina-americana-800gr.jpg;Maizina Americana 800gr;AC0004;Inicio;150.93;Bs.150,93;1000;0;;4.60;154.84
206;https://inversionesrpz.com/219/maizina-americana-200gr.jpg;Maizina Americana 200gr;AC0005;Inicio;45.28;Bs.45,28;999;0;;1.38;46.45
205;https://inversionesrpz.com/218/maizina-americana-90gr.jpg;Maizina Americana 90gr;AC0006;Inicio;22.64;Bs.22,64;1000;0;;0.69;23.23
204;https://inversionesrpz.com/217/leche-liquida-completa-la-pastorena-1l.jpg;Leche Liquida Completa La Pastoreña 1L;AL0005;Inicio;56.43;Bs.56,43;1000;0;;1.72;57.89
203;https://inversionesrpz.com/216/leche-liquida-descremada-la-pastorena-1l.jpg;Leche Liquida Descremada La Pastoreña 1L;AL0006;Inicio;55.12;Bs.55,12;992;0;;1.68;56.55
202;https://inversionesrpz.com/215/leche-liquida-completa-purisima-1l.jpg;Leche Liquida Completa Purisima 1L;AL0007;Inicio;53.15;Bs.53,15;1000;0;;1.62;54.53
201;https://inversionesrpz.com/214/leche-liquida-descremada-purisima-1l.jpg;Leche Liquida Descremada Purisima 1L;AL0008;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
199;https://inversionesrpz.com/213/leche-en-polvo-completa-400gr.jpg;Leche En Polvo Completa Dobon 400gr.;AL0009;Inicio;100.97;Bs.100,97;1000;0;;3.08;103.59
197;https://inversionesrpz.com/212/leche-en-polvo-completa-do-bon-200gr.jpg;Leche En Polvo Completa Do Bon 200gr;AL0010;Inicio;50.48;Bs.50,48;1000;0;;1.54;51.79
196;https://inversionesrpz.com/211/leche-en-polvo-completa-do-bon-120gr.jpg;Leche En Polvo Completa Do Bon 120gr;AL0011;Inicio;31.55;Bs.31,55;1000;0;;0.96;32.37
195;https://inversionesrpz.com/210/leche-en-polvo-semidescremada-la-campina-900gr.jpg;Leche En Polvo Semidescremada La Campiña 900gr;AL0012;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
194;https://inversionesrpz.com/209/leche-en-polvo-la-campina-900gr.jpg;Leche En Polvo La Campiña 900gr;AL0013;Inicio;345.87;Bs.345,87;1000;0;;10.54;354.83
192;https://inversionesrpz.com/207/leche-en-polvo-completa-la-campestre-500gr.jpg;Leche En Polvo Completa La Campestre 500gr;AL0014;Inicio;0;Bs.0,00;1000;0;;5.02;169.05
190;https://inversionesrpz.com/206/leche-en-polvo-completa-la-campestre900gr.jpg;Leche En Polvo Completa La Campestre900gr;AL0015;Inicio;301.85;Bs.301,85;999;0;;9.20;309.67
188;https://inversionesrpz.com/204/lentejas-pantera-900gr.jpg;Lentejas Pantera 900gr;AG0003;Inicio;98.1;Bs.98,10;1000;0;;2.82;95.00
187;https://inversionesrpz.com/203/lentejas-pantera-500gr.jpg;Lentejas Pantera 500gr;AG0004;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
186;https://inversionesrpz.com/202/lentejas-venela-500gr.jpg;Lentejas Venela  500gr;AG0005;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
185;https://inversionesrpz.com/201/diablitos-under-wood-115gr.jpg;Diablitos Under Wood 115gr;AE0003;Inicio;77.1;Bs.77,10;999;0;;2.35;79.10
184;https://inversionesrpz.com/200/diablitos-underwood-54gr.jpg;Diablitos Under Wood 54gr;AE0004;Inicio;42.32;Bs.42,32;996;0;;1.29;43.42
182;https://inversionesrpz.com//bulto-de-arroz-mary.jpg;Bulto de Arroz Mary;AV0012;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
181;https://inversionesrpz.com/199/pasta-vermicelli-mary-1kg.jpg;Pasta Vermicelli Mary 1Kg;AV0013;Inicio;47.25;Bs.47,25;988;0;;1.44;48.47
180;https://inversionesrpz.com/198/pasta-vermicelli-horizonte-1kg.jpg;Pasta Vermicelli Horizonte 1Kg;AV0014;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
179;https://inversionesrpz.com/197/pasta-vermicelli-allegri-1kg.jpg;Pasta Vermicelli Allegri 1Kg;AV0015;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
177;https://inversionesrpz.com/196/pasta-mary-plumitas-1kg.jpg;Pasta Mary Plumitas 1Kg;AV0016;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
176;https://inversionesrpz.com/195/pasta-allegri-codos-1kg.jpg;Pasta Allegri Codos 1Kg;AV0017;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
175;https://inversionesrpz.com/194/crema-de-arroz-polly-450gr.jpg;Crema de Arroz Polly 450gr;AC0007;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
174;https://inversionesrpz.com/193/crema-de-arroz-mary-450gr.jpg;Crema de Arroz Mary 450gr;AC0008;Inicio;26.58;Bs.26,58;995;0;;0.81;27.27
173;https://inversionesrpz.com/192/crema-de-arroz-agua-blanca-450gr.jpg;Crema de Arroz Agua Blanca 450gr;AC0009;Inicio;26.58;Bs.26,58;1000;0;;0.81;27.27
172;https://inversionesrpz.com/191/nestle-cerelac-sachet-900gr.jpg;Nestle Cerelac Sachet 900gr;AC0010;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
171;https://inversionesrpz.com/190/nestle-cerelac-sachet-400gr.jpg;Nestle Cerelac Sachet 400gr;AC0011;Inicio;0;Bs.0,00;999;0;;0.00;0.00
169;https://inversionesrpz.com/189/cerelac-100gr.jpg;Nestle Cerelac 100gr;AC0012;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
168;https://inversionesrpz.com/188/cafe-fama-de-america-500gr.jpg;Cafe molido Fama de America 500gr;AV0018;Inicio;141.41;Bs.141,41;1000;0;;4.31;145.07
167;https://inversionesrpz.com/187/cafe-fama-de-america-250gr.jpg;Cafe molido Fama de America 250gr;AV0019;Inicio;67.59;Bs.67,59;1000;0;;2.06;69.34
166;https://inversionesrpz.com/186/cafe-fama-de-america-200gr.jpg;Cafe molido Fama de America 200gr;AV0020;Inicio;56.6;Bs.56,60;997;0;;1.73;58.07
165;https://inversionesrpz.com/185/cafe-fama-de-america-100gr.jpg;Cafe molido Fama de America 100gr;AV0021;Inicio;28.22;Bs.28,22;1000;0;;0.86;28.95
164;https://inversionesrpz.com/184/cafe-madrid-500gr.jpg;Cafe molido Madrid 500gr;AV0022;Inicio;135.18;Bs.135,18;999;0;;4.12;138.68
163;https://inversionesrpz.com/183/cafe-madrid-250gr.jpg;Cafe molido Madrid 250gr;AV0023;Inicio;67.92;Bs.67,92;1000;0;;2.07;69.68
161;https://inversionesrpz.com/181/cafe-madrid-100gr.jpg;Cafe molido Madrid 100gr;AV0024;Inicio;26.58;Bs.26,58;999;0;;0.81;27.27
160;https://inversionesrpz.com/180/cafe-flor-de-arauca-250gr.jpg;Cafe molido Flor de Arauca 250gr;AV0025;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
159;https://inversionesrpz.com/179/cafe-arauca-200gr.jpg;Cafe molido Arauca 200gr;AV0026;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
158;https://inversionesrpz.com/178/cafe-arauca-100gr.jpg;Cafe molido Arauca 100gr.;AV0027;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
156;https://inversionesrpz.com/177/cafe-amanecer-500gr.jpg;Cafe molido Amanecer 500gr;AV0028;Inicio;279.87;Bs.279,87;997;0;;8.03;270.32
155;https://inversionesrpz.com/176/cafe-amanecer-200gr.jpg;Cafe molido Amanecer 200gr;AV0029;Inicio;76.45;Bs.76,45;1000;0;;2.33;78.43
153;https://inversionesrpz.com/174/cafe-amanecer-100gr.jpg;Cafe molido Amanecer 100gr;AV0030;Inicio;27.56;Bs.27,56;1000;0;;0.84;28.27
152;https://inversionesrpz.com/173/cafe-brasil-500gr.jpg;Cafe molido Brasil 500gr;AV0031;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
150;https://inversionesrpz.com/171/cafe-brasil-200gr.jpg;Cafe molido Brasil 200gr;AV0032;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
148;https://inversionesrpz.com/170/cafe-brasil-100gr.jpg;Cafe molido Brasil 100gr;AV0033;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
147;https://inversionesrpz.com/169/caraotas-pantera-negras-900gr.jpg;Caraotas Negras Pantera  900gr;AG0006;Inicio;76.78;Bs.76,78;1000;0;;2.34;78.77
146;https://inversionesrpz.com/168/caraotas-pantera-negras-454gr.jpg;Caraotas Negras Pantera 454gr;AG0007;Inicio;41.67;Bs.41,67;1000;0;;1.27;42.75
144;https://inversionesrpz.com/167/caraotas-rojas-venela-500gr.jpg;Caraotas Rojas Venela 500gr;AG0008;Inicio;0;Bs.0,00;1000;0;;1.51;50.81
143;https://inversionesrpz.com/166/caraotas-negras-venela-500gr.jpg;Caraotas Negras Venela 500gr;AG0009;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
141;https://inversionesrpz.com/164/azucar-la-pastora-1kg.jpg;Azucar Refinada La Pastora 1Kg;AV0034;Inicio;0;Bs.0,00;999;0;;0.00;0.00
140;https://inversionesrpz.com//azucar-montalban-1kg.jpg;Azucar Refinada Montalban 1Kg;AV0035;Inicio;42.32;Bs.42,32;973;0;;1.29;43.42
139;https://inversionesrpz.com/162/atun-the-king-of-the-seas-170gr.jpg;Atun The King Of The Seas 170gr;AE0005;Inicio;0;Bs.0,00;995;0;;0.00;0.00
137;https://inversionesrpz.com/161/atun-margarita-en-aceite-140gr.jpg;Atun Margarita en Aceite 140gr;AE0006;Inicio;0;Bs.0,00;999;0;;0.00;0.00
135;https://inversionesrpz.com/159/arroz-mary-premium-1kg.jpg;Arroz Mary Premium 1Kg;AV0036;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
134;https://inversionesrpz.com/158/arroz-mary-superior-1kg.jpg;Arroz Mary Superior 1Kg;AV0037;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
133;https://inversionesrpz.com/157/avena-en-hojuelas-quaker-200gr.jpg;Avena en Hojuelas QUAKER 200gr;AC0013;Inicio;0;Bs.0,00;1000;0;;0.00;0.00
132;https://inversionesrpz.com/156/avena-en-hojuelas-pantera-800gr.jpg;Avena en Hojuelas Pantera 800gr;AC0014;Inicio;64.31;Bs.64,31;1000;0;;2.01;67.74
131;https://inversionesrpz.com/155/avena-en-hojuelas-pantera-400gr.jpg;Avena en Hojuelas Pantera 400gr;AC0015;Inicio;32.81;Bs.32,81;994;0;;1.02;34.35
